label	pval	fdr	signature	geneset	overlap	background	hits	spdomain_sex	clus_set
ASD	4.5e-06	8.5e-05	160	773	31	9464	ADNP , AHDC1 , ANK3 , ANKRD17 , CACNA1A , CELF2 , CLASP1 , DNMT3A , EPHB2 , GABRG3 , HNRNPUL2 , HOMER1 , KDM5B , MACROD2 , MARK2 , NAA15 , NMT1 , NOVA2 , NTM , NTRK3 , PHIP , PRKDC , RAI1 , SCAF1 , SETD2 , SUPT16H , SYNGAP1 , TAOK2 , TBL1X , TNRC6C , TRIM33	X19_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
NDD	0.042	0.39	160	1036	25	9464	ADNP , AHDC1 , ANKRD17 , BPTF , BRPF1 , CACNA1A , CELF2 , DNMT3A , GATAD2B , KDM5B , KMT2B , LETM1 , MID1 , NAA15 , NOVA2 , PHF6 , PHIP , PPP1R12A , PUM1 , RAI1 , SETD2 , SLC1A4 , SUPT16H , SYNGAP1 , UBTF	X19_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
Lefthanded	0.062	0.39	160	24	2	9464	BCR , NMT1	X19_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
TS	0.41	0.96	160	31	1	9464	SLITRK1	X19_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
SCZ	0.44	0.96	160	1418	25	9464	ADNP , ANK3 , ANKRD26 , CELF2 , DNMT3A , DYNC1LI2 , EIF2AK4 , GABRB1 , GATAD2B , GSK3B , HOMER1 , MACROD2 , MARK2 , MED28 , MOV10 , NOS1AP , NTRK3 , PIAS2 , RAI1 , SCAF1 , SNX11 , SYNGAP1 , TAOK2 , TCF25 , VPS4A	X19_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
ADHD	0.47	0.96	160	439	8	9464	ADGRL1 , GIT1 , HNRNPL , HOMER1 , KIF27 , NUP43 , PPP1R12A , RTL5	X19_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
GAD	0.47	0.96	160	37	1	9464	RAI1	X19_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
AD	0.48	0.96	160	446	8	9464	ANK3 , GSK3B , RNF40 , SNX11 , TAOK2 , TNIP1 , ZFP90 , ZNF652	X19_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
OCD	0.48	0.96	160	211	4	9464	ASMTL , GABRB1 , RRP1B , SGSM1	X19_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
AUD	0.51	0.96	160	159	3	9464	BPTF , GABRB1 , GABRG3	X19_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
BIP	0.6	0.99	160	247	4	9464	ANK3 , HOMER1 , MARK2 , UBTF	X19_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
OUD	0.67	0.99	160	135	2	9464	ADD1 , TAOK2	X19_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
Anorexia	0.68	0.99	160	66	1	9464	RAB5B	X19_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
MDD	0.83	1	160	1663	24	9464	ATXN3 , BCR , BPTF , CDKL2 , DNAJB2 , EPHB2 , GABRB1 , GNAZ , GSK3B , HOMER1 , IST1 , KIAA1958 , MGAT5B , MOV10 , NAA15 , NTM , NTRK3 , NUP43 , PXN , RRP1B , STAT2 , TAOK2 , TPM1 , ZNF84	X19_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
BMI	0.92	1	160	4165	62	9464	ADD1 , AHDC1 , ANK3 , ANKRD17 , ARL8A , ASMTL , BCR , BPTF , BRPF1 , BTBD11 , CELF2 , DNAJB2 , DNMT3A , DPP8 , EIF2AK4 , FAM210B , GALNT16 , GALNT7 , GIT1 , GNAZ , GOLGA2 , GSK3B , HNRNPUL2 , IST1 , KIF27 , KSR2 , MAP1S , MAP2K4 , MARK2 , MDM2 , MEF2D , NAA35 , NMT1 , NRBF2 , PDS5B , PHF6 , PHIP , PIAS2 , PIAS3 , PPP2R3B , RAB5B , RAI1 , RFX1 , RNF40 , RNF44 , SESN3 , SETD2 , SLC25A37 , SLITRK1 , SMAP2 , SNX11 , SYNGAP1 , TAOK2 , TCF25 , TNIP1 , TNRC6C , TPM1 , TRIM33 , UBE2R2 , UBTF , VPS4A , WDTC1	X19_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
Cannabis	1	1	160	19	0	9464		X19_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
Panic	1	1	160	35	0	9464		X19_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
PTSD	1	1	160	26	0	9464		X19_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	160	5	0	9464		X19_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
Lefthanded	0.12	1	48	23	1	9050	BCR	X4_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
PTSD	0.13	1	48	26	1	9050	NUP85	X4_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
GAD	0.18	1	48	38	1	9050	NUP85	X4_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
SCZ	0.28	1	48	1351	9	9050	ARHGAP1 , CTDSPL , GPR153 , LRRC14 , NAV1 , NOS1AP , SLC25A27 , SLC38A2 , TMEM161B-AS1	X4_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
BIP	0.35	1	48	234	2	9050	ECI1 , OSBPL2	X4_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
OUD	0.5	1	48	129	1	9050	SRRM3	X4_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
AUD	0.56	1	48	153	1	9050	CNTN6	X4_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
ASD	0.57	1	48	751	4	9050	AHDC1 , ANKRD17 , CNTN6 , SLC25A27	X4_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
NDD	0.6	1	48	979	5	9050	AHDC1 , ANKRD17 , ARL6 , KCNH5 , NUP214	X4_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
AD	0.65	1	48	413	2	9050	ARHGAP1 , FAM117B	X4_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
ADHD	0.67	1	48	424	2	9050	LRRC14 , NFE2L1	X4_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
BMI	0.69	1	48	4007	20	9050	AHDC1 , ANKRD17 , ARHGAP1 , ARL6 , ATAD1 , ATG5 , BCR , CEP250 , CTDSPL , FAM117B , GPR153 , KBTBD7 , KDM3A , NAV1 , NFE2L1 , OSBPL2 , PDCD4 , PLCB4 , SLC43A2 , ZNF12	X4_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
MDD	0.76	1	48	1591	7	9050	ARHGAP1 , BCR , KDM3A , LRRC14 , MAFK , NAV1 , TMEM161B-AS1	X4_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
OCD	1	1	48	189	0	9050		X4_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
Cannabis	1	1	48	18	0	9050		X4_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
Panic	1	1	48	34	0	9050		X4_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
Anorexia	1	1	48	67	0	9050		X4_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
TS	1	1	48	32	0	9050		X4_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	48	5	0	9050		X4_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
SCZ	0.0051	0.058	63	1271	18	8310	BAG4 , CACNA1C , CNKSR2 , DPYSL5 , GRIA1 , GRIA2 , HDAC4 , MACROD2 , MAPK14 , MEF2C , NAB2 , NCAN , PGAP1 , PPP3CA , RNF111 , SUGP1 , TRANK1 , UBR2	X20_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
ASD	0.007	0.058	63	719	12	8310	CACNA1C , CNKSR2 , CTTNBP2 , DYRK1A , GRIA1 , GRIA2 , HDAC4 , MACROD2 , MEF2C , MRTFB , TLE3 , UPF2	X20_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
NDD	0.0092	0.058	63	937	14	8310	BPTF , CNKSR2 , DYRK1A , FKTN , GRIA1 , GRIA2 , HDAC4 , MEF2C , MID1 , PGAP1 , PMS2 , PPP3CA , PUM1 , SPOP	X20_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
Cannabis	0.13	0.47	63	18	1	8310	MAPK14	X20_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
MDD	0.15	0.47	63	1493	15	8310	BCR , BPTF , CACNA1C , CIR1 , CNOT4 , CTTNBP2 , DYRK1A , GRIA1 , GRIA2 , HDAC4 , MEF2C , NAB2 , PGAP1 , PPP3CA , TRUB1	X20_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
Lefthanded	0.15	0.47	63	21	1	8310	BCR	X20_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
BIP	0.22	0.52	63	213	3	8310	CACNA1C , DDN , TRANK1	X20_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
GAD	0.22	0.52	63	32	1	8310	CACNA1C	X20_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
AUD	0.68	1	63	148	1	8310	BPTF	X20_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
OCD	0.75	1	63	180	1	8310	GTF3C1	X20_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
ADHD	0.8	1	63	385	2	8310	BAG4 , MEF2C	X20_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
BMI	0.83	1	63	3730	25	8310	BCR , BICD2 , BPTF , BRPF3 , BSDC1 , CABIN1 , DGKG , DPYSL5 , E2F6 , GALNT9 , MEG3 , NAA35 , NCAN , OGA , PGAP1 , PPP3CA , SPOP , SUGP1 , TLE3 , TRANK1 , UBR2 , UPF2 , XPR1 , ZBED1 , ZBTB47	X20_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
AD	0.95	1	63	391	1	8310	RNF111	X20_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
OUD	1	1	63	123	0	8310		X20_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
Panic	1	1	63	32	0	8310		X20_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
PTSD	1	1	63	20	0	8310		X20_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
Anorexia	1	1	63	60	0	8310		X20_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
TS	1	1	63	29	0	8310		X20_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	63	5	0	8310		X20_MaleUp	BSpace_k31_HARMONYlmbna_nnsvg10
AUD	0.045	0.57	43	49	3	2617	HERPUD1 , HMGB1 , LMNA	X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
OCD	0.06	0.57	43	55	3	2617	COL18A1 , PDCD6IP , SERPING1	X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Panic	0.23	1	43	16	1	2617	ANXA5	X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
BMI	0.5	1	43	1307	22	2617	ANXA5 , CD151 , COL18A1 , CTNNA1 , EIF3K , HERPUD1 , HIF1A , HMGB1 , LMNA , MED4 , MYH9 , PTBP1 , RAB10 , RWDD1 , S100A11 , SELENOK , SERPING1 , TSPAN7 , UBA1 , WASF2 , YBX1 , ZFAS1	X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
OUD	0.5	1	43	42	1	2617	SERPING1	X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
ADHD	0.59	1	43	119	2	2617	CAPZA2 , EIF3K	X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
NDD	0.73	1	43	296	4	2617	COL18A1 , FLNA , NONO , TSPAN7	X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
ASD	0.75	1	43	233	3	2617	HNRNPF , MYH9 , TSPAN7	X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
MDD	0.85	1	43	495	6	2617	CAPZA2 , ENO1 , HIF1A , HMGB1 , SERPING1 , ZFAS1	X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
AD	0.91	1	43	144	1	2617	ENO1	X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
SCZ	0.97	1	43	405	3	2617	CTNNA1 , SERPING1 , WASF2	X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
BIP	1	1	43	58	0	2617		X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Cannabis	1	1	43	6	0	2617		X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
PTSD	1	1	43	8	0	2617		X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Anorexia	1	1	43	26	0	2617		X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
GAD	1	1	43	14	0	2617		X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
TS	1	1	43	8	0	2617		X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Lefthanded	1	1	43	9	0	2617		X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
CannabisUseDisorder	1	1	43	2	0	2617		X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
AUD	0.14	1	7	32	1	1465	MBP	X1_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
SCZ	0.29	1	7	225	2	1465	MBP , SOX2-OT	X1_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
AD	0.34	1	7	83	1	1465	PACS2	X1_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
ASD	0.45	1	7	119	1	1465	PACS2	X1_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
BMI	0.48	1	7	718	4	1465	EIF1 , MBP , PPDPF , SOX2-OT	X1_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
NDD	0.56	1	7	163	1	1465	PACS2	X1_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
MDD	1	1	7	252	0	1465		X1_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
BIP	1	1	7	32	0	1465		X1_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
OCD	1	1	7	28	0	1465		X1_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Cannabis	1	1	7	6	0	1465		X1_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
ADHD	1	1	7	63	0	1465		X1_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
OUD	1	1	7	23	0	1465		X1_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Panic	1	1	7	8	0	1465		X1_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
PTSD	1	1	7	2	0	1465		X1_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Anorexia	1	1	7	11	0	1465		X1_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
GAD	1	1	7	7	0	1465		X1_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
TS	1	1	7	2	0	1465		X1_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Lefthanded	1	1	7	5	0	1465		X1_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
CannabisUseDisorder	1	1	7	2	0	1465		X1_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Panic	0.0019	0.037	10	16	2	2333	ANXA5 , COMT	X2_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Cannabis	0.03	0.27	10	7	1	2333	COMT	X2_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Lefthanded	0.042	0.27	10	10	1	2333	FLOT1	X2_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
AUD	0.17	0.81	10	43	1	2333	COMT	X2_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
ADHD	0.37	1	10	104	1	2333	COMT	X2_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
SCZ	0.47	1	10	361	2	2333	COMT , FLOT1	X2_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
MDD	0.57	1	10	425	2	2333	COMT , FLOT1	X2_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
BMI	0.94	1	10	1140	3	2333	ANXA5 , FLOT1 , PSME1	X2_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
AD	1	1	10	122	0	2333		X2_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
NDD	1	1	10	255	0	2333		X2_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
ASD	1	1	10	183	0	2333		X2_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
BIP	1	1	10	48	0	2333		X2_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
OCD	1	1	10	49	0	2333		X2_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
OUD	1	1	10	35	0	2333		X2_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
PTSD	1	1	10	7	0	2333		X2_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Anorexia	1	1	10	19	0	2333		X2_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
GAD	1	1	10	10	0	2333		X2_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
TS	1	1	10	7	0	2333		X2_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
CannabisUseDisorder	1	1	10	1	0	2333		X2_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
AUD	0.46	1	31	78	1	4015	ALDH1A1	X7_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
AD	0.48	1	31	205	2	4015	HIKESHI , HLA-C	X7_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
OCD	0.51	1	31	91	1	4015	AIMP1	X7_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
BIP	0.52	1	31	93	1	4015	TBC1D10B	X7_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
SCZ	0.57	1	31	644	5	4015	ALDH1A1 , COA8 , HLA-C , PSMB2 , TBC1D10B	X7_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
NDD	0.69	1	31	446	3	4015	AIMP1 , ATN1 , COA8	X7_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
ADHD	0.78	1	31	188	1	4015	TMBIM6	X7_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
MDD	0.94	1	31	726	3	4015	HLA-C , ITPKB , TBC1D10B	X7_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
BMI	0.98	1	31	1948	10	4015	ALDH1A1 , ANXA2 , ATN1 , COA8 , PRR13 , PSMB2 , SPP1 , SRSF5 , TBC1D10B , TMBIM6	X7_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
ASD	1	1	31	330	0	4015		X7_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Cannabis	1	1	31	10	0	4015		X7_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
OUD	1	1	31	59	0	4015		X7_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Panic	1	1	31	22	0	4015		X7_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
PTSD	1	1	31	11	0	4015		X7_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Anorexia	1	1	31	29	0	4015		X7_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
GAD	1	1	31	15	0	4015		X7_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
TS	1	1	31	15	0	4015		X7_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Lefthanded	1	1	31	11	0	4015		X7_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
CannabisUseDisorder	1	1	31	4	0	4015		X7_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
TS	0.0051	0.097	33	10	2	2968	PAM , PCDH7	X10_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
SCZ	0.042	0.4	33	505	10	2968	AQP4 , C5orf63 , GABBR2 , GFAP , GNAS , NEFL , SST , SYP , TUBB3 , VSNL1	X10_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
OCD	0.13	0.68	33	58	2	2968	AQP4 , PAM	X10_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
GAD	0.15	0.68	33	14	1	2968	PAM	X10_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
AD	0.21	0.68	33	144	3	2968	GFAP , GNAS , VSNL1	X10_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
NDD	0.21	0.68	33	365	6	2968	GABBR2 , GFAP , GNAS , SYP , TUBB2A , TUBB3	X10_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
MDD	0.27	0.72	33	555	8	2968	AQP4 , GABBR2 , GFAP , NEFL , NEFM , SST , SULF2 , UBE2QL1	X10_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
BMI	0.36	0.85	33	1390	17	2968	ATP2B4 , BAIAP3 , BASP1 , CALB2 , DOK6 , GNAS , GNG2 , NEFL , NEFM , PAM , PCDH7 , SERPINE2 , SPARC , STMN2 , SULF2 , TUBA1B , TUBB2A	X10_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
AUD	0.48	1	33	58	1	2968	GFAP	X10_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
ASD	0.66	1	33	297	3	2968	GABBR2 , GFAP , GNAS	X10_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
BIP	1	1	33	82	0	2968		X10_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Cannabis	1	1	33	7	0	2968		X10_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
ADHD	1	1	33	124	0	2968		X10_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
OUD	1	1	33	46	0	2968		X10_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Panic	1	1	33	15	0	2968		X10_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
PTSD	1	1	33	9	0	2968		X10_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Anorexia	1	1	33	26	0	2968		X10_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Lefthanded	1	1	33	10	0	2968		X10_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
CannabisUseDisorder	1	1	33	2	0	2968		X10_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
SCZ	0.41	1	9	1043	2	6891	PUF60 , SNHG32	X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
ASD	0.57	1	9	610	1	6891	INTS1	X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
BMI	0.66	1	9	3154	4	6891	IFI27 , MRPL18 , SARS , SNHG32	X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
NDD	0.67	1	9	790	1	6891	PUF60	X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
MDD	0.84	1	9	1260	1	6891	INTS1	X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
AD	1	1	9	327	0	6891		X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
BIP	1	1	9	170	0	6891		X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
OCD	1	1	9	157	0	6891		X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Cannabis	1	1	9	16	0	6891		X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
ADHD	1	1	9	317	0	6891		X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
AUD	1	1	9	121	0	6891		X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
OUD	1	1	9	100	0	6891		X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Panic	1	1	9	32	0	6891		X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
PTSD	1	1	9	19	0	6891		X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Anorexia	1	1	9	45	0	6891		X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
GAD	1	1	9	28	0	6891		X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
TS	1	1	9	26	0	6891		X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Lefthanded	1	1	9	17	0	6891		X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
