label	pval	fdr	signature	geneset	overlap	background	hits	spdomain_sex	clus_set
AUD	0.92	1	225	159	2	8809	COMT , NLGN4X	X15_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
SCZ	0.94	1	225	1357	27	8809	ADCYAP1 , ARPC3 , ATP5MC2 , AVP , BLOC1S1 , BLOC1S2 , BRINP2 , BTBD1 , CD14 , CLIC1 , COMT , COX8A , CYFIP1 , DNAJC19 , FABP7 , HLA-C , HSPE1 , LSM1 , MIB2 , NDUFA2 , NLGN4X , SEPHS2 , SERF2 , SHANK3 , SPATS2 , THOC7 , TMSB10	X15_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
NDD	0.99	1	225	986	15	8809	ALG14 , BOLA3 , CAMKMT , CCDC115 , COL18A1 , CSTB , ETHE1 , GCSH , HACE1 , LIAS , METTL5 , NDUFS4 , PNPT1 , SHANK3 , SMS	X15_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
ASD	1	1	225	756	6	8809	CYFIP1 , GNAI1 , MCM6 , NLGN4X , SCP2 , SHANK3	X15_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
PTSD	1	1	225	23	0	8809		X15_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
GAD	1	1	225	40	0	8809		X15_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
TS	1	1	225	29	0	8809		X15_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
CannabisUseDisorder	1	1	225	4	0	8809		X15_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Panic	0.045	0.86	409	23	5	4669	ANXA5 , COMT , CYBRD1 , HMGN3 , TMEM50A	X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
AUD	0.1	0.99	409	92	12	4669	ALDH2 , CASC4 , COMT , CTNNA2 , EPHX1 , GABRG1 , HNMT , MAOB , MPDZ , NTRK2 , PPP1R1B , RFX4	X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
CannabisUseDisorder	0.31	1	409	4	1	4669	CLU	X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
AD	0.42	1	409	259	24	4669	AIF1 , CLU , CST3 , CTSH , ENO1 , GPRC5B , HLA-DRB5 , HP1BP3 , HSPA1B , MAOB , PLCD3 , PLEC , PPP1R13L , PRNP , PTPMT1 , RNF5 , RPL4 , RPN1 , SCARA3 , SLC16A9 , TMBIM4 , TPP1 , TRIP6 , TSC22D4	X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
BIP	0.48	1	409	120	11	4669	ADCY2 , ADD3 , ARPC3 , BMPR1B , MRPL43 , MRPS33 , PLEC , PSD2 , PTPMT1 , SUMO2 , TMEM258	X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
GAD	0.59	1	409	22	2	4669	CTNNA2 , FOS	X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
OUD	0.65	1	409	75	6	4669	ARPC3 , DAG1 , GNAI2 , ID4 , LAMB2 , RHOA	X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Cannabis	0.7	1	409	13	1	4669	COMT	X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Lefthanded	0.72	1	409	14	1	4669	NUPR1	X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Anorexia	0.73	1	409	42	3	4669	DAG1 , LAMB2 , RHOA	X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
SCZ	0.76	1	409	771	63	4669	ACO2 , AIF1 , ALDH7A1 , AQP4 , ARPC3 , ASAH1 , B3GAT2 , CDK2AP1 , CLU , CNN3 , COMT , CP , CTNNA1 , CTNNA2 , CTNND2 , CXXC5 , DCLK1 , DDR1 , FABP5 , FEZ1 , FMN2 , FSTL1 , FXYD1 , GSN , HLA-DRB5 , HLA-E , HSPA1A , HSPA1B , HSPE1 , JUN , LCAT , LIFR , LINC01088 , MAOB , MLC1 , NEBL , NQO1 , NRBP2 , NTRK2 , PCBP2 , PDIA3 , PDLIM5 , PLSCR4 , PLXNB2 , PMP2 , PPP1R1B , PRDX6 , PSAT1 , PSD2 , PTPMT1 , PTPRZ1 , QKI , RNF5 , RPL10 , S100B , SCARA3 , SDCCAG8 , SERF2 , SFRP2 , SLC1A3 , SREBF1 , SRP14 , ZNF664	X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
NDD	0.88	1	409	545	41	4669	ACO2 , ALDH3A2 , ALDH5A1 , ALDH7A1 , ASAH1 , BBS2 , CAMK2G , CDH2 , CSTB , CTNNA2 , CTNND2 , DAG1 , DDX3X , DOCK7 , ERLIN2 , FBXL3 , FLNA , FMN2 , GATM , GCSH , GTF2H5 , MASP1 , MLC1 , NFIX , NPC2 , PARP1 , PHGDH , PPT1 , PSAP , PSAT1 , PYCR2 , QKI , RPL10 , RPL26 , SDCCAG8 , SLC6A8 , SOX9 , TMCO1 , TPP1 , YAP1 , ZMYND11	X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
OCD	0.89	1	409	115	7	4669	ACO2 , AQP4 , HIPK1 , LAMB2 , MAN1C1 , SFRP2 , SPARCL1	X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
ADHD	0.9	1	409	239	16	4669	ANXA1 , CD9 , CDK2AP1 , COMT , CSTB , GNAI2 , LMBRD1 , NBR1 , PLSCR4 , PRDX1 , PYGM , RHOA , SPARCL1 , TMBIM6 , TMEM50A , VIM	X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
MDD	1	1	409	910	61	4669	ABI3BP , ACO2 , ADCY2 , AGT , APLNR , AQP4 , BDH2 , CDK2AP1 , COMT , CTNNA2 , CTNND2 , CYBRD1 , CYSTM1 , DAG1 , EFHD1 , ENO1 , ERP44 , FOS , FSTL1 , FTH1 , FTL , GJA1 , GNAI2 , HLA-DRB5 , HSPA1A , HSPA1B , HSPA2 , HSPE1 , ID4 , ITGA6 , LAMB2 , LTBP3 , MAOB , MGST1 , MPDZ , MRPS33 , NEBL , NINJ1 , NPC2 , NTRK2 , PDIA6 , PDLIM5 , PLTP , PPP1R1B , PRDX6 , PRNP , PTPMT1 , PTTG1IP , QKI , RHOA , RPL23A , RPL4 , S100A10 , S100B , SAMD8 , SEPTIN2 , SOX9 , TMED10 , TMEM258 , WASF3 , ZNF664	X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
BMI	1	1	409	2388	181	4669	ACO2 , AIF1 , AK1 , ALDH5A1 , ALDH6A1 , ALDH9A1 , ANXA2 , ANXA5 , APLNR , ARPC3 , ATP1B2 , B2M , BBOX1 , BBS2 , BNIP2 , BTF3 , CAMK2G , CAPN2 , CD164 , CD44 , CD81 , CDH2 , CERS1 , CETN2 , CHMP2A , CHMP2B , CLU , CNN3 , COMMD6 , CPE , CREG1 , CRLS1 , CST3 , CSTB , CTNNA1 , CTSL , CXXC5 , CYBRD1 , CYSTM1 , DAD1 , DAG1 , DARS , DAZAP2 , DBI , DCTN6 , DDR1 , DDX3X , DDX5 , DGLUCY , DNER , EIF3D , ELOVL5 , ERH , ERP44 , EWSR1 , EZR , FBXL3 , FEZ1 , FHL1 , FOS , FTL , GABARAPL2 , GABRG1 , GLUD1 , GNAI2 , GPRC5B , GSN , GTF2H5 , HDGF , HIPK1 , HLA-E , HMGN1 , HP1BP3 , HSPA1B , HSPE1 , IFI27L2 , IL17D , ITM2B , JPX , JUN , JUNB , KRTCAP2 , LAMB2 , LAMP2 , LCAT , LIX1 , LMBRD1 , LRIG1 , LRRC8A , LTBP3 , MPC1 , MRPL43 , MRPS33 , MXI1 , MYLK , NFIX , NINJ1 , NPC2 , NQO1 , NRBP2 , NTRK2 , NUPR1 , OGFRL1 , PARP1 , PCBP2 , PDE4DIP , PDIA6 , PDLIM5 , PFKFB2 , PHGDH , PLEC , PLSCR4 , PLXNB2 , PON2 , PPP1R1B , PPT1 , PRDX1 , PRDX6 , PSD2 , PSMA7 , PTPMT1 , PTTG1IP , PYGM , QKI , QPRT , RABGGTB , REPIN1 , RHOA , RNF5 , RPL10A , RPL26 , RPL30 , RPL7 , RPN1 , RPS12 , RPS15A , RPS24 , RRAGA , S100A10 , S100A11 , SAMD8 , SDCCAG8 , SEC11C , SELENOK , SERF2 , SERPINB6 , SERPINE2 , SFRP2 , SH3BGRL3 , SLC3A2 , SLC41A1 , SLC6A8 , SLC7A11 , SMIM30 , SORBS1 , SPARC , SPART , SREBF1 , SRI , SRP14 , SSPN , SYNM , TJP2 , TMBIM4 , TMBIM6 , TMCO1 , TMEM258 , TMEM59 , TNC , TOR1AIP1 , TSC22D4 , USP54 , VCAN , VIM , WASF3 , WSB1 , XIST , YAP1 , YBX1 , ZFP36L2 , ZNF664	X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
ASD	1	1	409	419	23	4669	ALDH5A1 , ANXA1 , CTNNA2 , CTNND2 , DDX3X , DNER , FABP5 , FAT1 , GATM , HMGN1 , HNRNPF , MAOB , NFIX , NTRK2 , PDIA6 , PPP1R1B , RHEB , RPL10 , SCP2 , SLC6A8 , SOX9 , SPARCL1 , ZMYND11	X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
PTSD	1	1	409	14	0	4669		X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
TS	1	1	409	15	0	4669		X14_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
AD	0.23	1	243	313	15	6285	A2M , AIF1 , AMFR , C17orf97 , C2orf74 , DHRS4L2 , ENO1 , HLA-C , KLHL9 , RPL17 , RPN1 , SLC16A9 , TMBIM4 , TMEM109 , TMEM126B	X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Panic	0.28	1	243	27	2	6285	NR2F2 , RPL27A	X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
AUD	0.47	1	243	116	5	6285	CAT , HMGB1 , HNMT , SDHAF3 , SGCE	X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
PTSD	0.47	1	243	16	1	6285	RGMB	X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
NDD	0.59	1	243	690	26	6285	ACADM , CELF2 , COX16 , CSDE1 , CSTB , DSTYK , EIF3F , GALC , GTF2H5 , LNPK , METTL5 , NFIB , NFIX , PARP1 , PHGDH , PIGP , PLPBP , PPIL1 , PPT1 , RIN2 , SIX3 , SMARCC2 , SOX2 , SPOP , SURF1 , ZBTB20	X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
ASD	0.8	1	243	519	17	6285	ARHGAP5 , CELF2 , CSDE1 , CX3CR1 , CYFIP1 , DIP2A , DLGAP1 , HLA-A , LNPK , MEGF10 , NFIB , NFIX , PRKDC , SCP2 , SMARCC2 , XPC , ZBTB20	X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
ADHD	0.82	1	243	296	9	6285	CSTB , GINM1 , LNPK , NUCKS1 , RPLP2 , TAOK3 , TMBIM6 , VIM , ZBTB20	X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
OCD	0.83	1	243	149	4	6285	ACADM , CYFIP1 , HLA-A , TAOK3	X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Anorexia	0.86	1	243	49	1	6285	CD63	X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
BIP	0.94	1	243	151	3	6285	ADD3 , PLPBP , SEC11A	X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
SCZ	0.97	1	243	979	28	6285	AIF1 , AVP , BORCS7 , CELF2 , CSDE1 , CYFIP1 , DCLK1 , DLGAP1 , DSTYK , ERBB4 , FABP7 , FAM120A , HLA-A , HLA-C , KLHL9 , MEGF10 , NPAS3 , NR3C1 , PDIA3 , PLCL1 , RIN2 , RPL12 , RPL3 , SEC11A , SLC1A3 , SMARCC2 , SPATS2L , TNFSF13	X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
MDD	0.97	1	243	1158	34	6285	A2M , AVP , BANF1 , CAT , DHRS7 , ENKUR , ENO1 , ERBB4 , FAM120A , FAM172A , FAM200B , GAS5 , GINM1 , HLA-C , HMGB1 , ITGB2 , LRRC34 , NACA , NAP1L1 , NPAS3 , NR3C1 , PLCL1 , PPIL1 , QSER1 , RPLP0 , SEPTIN2 , SGCE , SMARCC2 , SPATS2L , ST6GAL1 , TAOK3 , TMEM109 , TYW3 , WASF3	X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
BMI	0.97	1	243	2993	102	6285	ACADM , ACAT1 , AIF1 , AMFR , ANP32B , ANXA4 , B2M , BLVRB , CAT , CCDC28A , CCDC34 , CCNI , CD63 , CELF2 , CHD9 , CLDN10 , COMMD8 , CRYZL1 , CSDE1 , CSTB , CX3CR1 , CYFIP1 , CYP4V2 , DDAH1 , DIP2A , DNASE2 , EIF3H , EPHB1 , ERAP1 , ERBB4 , EVI5 , FAM120A , FAM172A , FAXDC2 , FHL1 , FZD5 , GALC , GNG11 , GRAMD2B , GTF2H5 , HLA-A , HMGB1 , HSD17B11 , ICMT , ITCH , ITGB2 , KLHL9 , LRRC8D , LYRM2 , MEGF10 , MGST2 , NDUFA4 , NFIB , NFIX , NR3C1 , NUCKS1 , PARP1 , PDLIM2 , PGAM2 , PHGDH , PLCL1 , PON2 , PPIL1 , PPT1 , PROCR , QSER1 , RALB , RAMP2 , RIOK3 , RMST , RPL12 , RPL17 , RPL18 , RPL23 , RPL3 , RPL31 , RPL7 , RPLP0 , RPN1 , RPS27 , RWDD1 , SF3B6 , SFT2D2 , SH3BGRL , SIX3 , SMIM30 , SPOP , SUCLG2 , SYNM , TMBIM4 , TMBIM6 , TMEM126B , TMEM14B , TSPO , TYROBP , TYW3 , VCAN , VIM , WASF3 , XPC , YBX1 , ZNF770	X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
OUD	0.97	1	243	85	1	6285	SPATS2L	X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Cannabis	1	1	243	14	0	6285		X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
GAD	1	1	243	25	0	6285		X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
TS	1	1	243	24	0	6285		X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Lefthanded	1	1	243	21	0	6285		X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
CannabisUseDisorder	1	1	243	5	0	6285		X13_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
TS	5e-04	0.0094	47	12	3	3406	PCDH7 , SLC10A4 , SLITRK1	X11_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
GAD	0.03	0.29	47	20	2	3406	CTNNA2 , FOS	X11_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
SCZ	0.19	1	47	595	11	3406	B3GAT2 , C5orf63 , CTNNA2 , KCNJ3 , ME1 , MPP6 , NDUFA2 , PITPNM1 , QPCT , SLC10A4 , SLC17A6	X11_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
AUD	0.29	1	47	78	2	3406	CTNNA2 , RASGRF2	X11_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
AD	0.41	1	47	168	3	3406	KCNJ3 , LGMN , NDUFA2	X11_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
MDD	0.66	1	47	630	8	3406	CTNNA2 , FOS , MPP6 , NDUFA2 , OTP , REEP1 , SLC17A6 , UBE2QL1	X11_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
BIP	0.7	1	47	86	1	3406	NDUFA2	X11_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
ASD	0.71	1	47	343	4	3406	CTNNA2 , DPP10 , PCDH19 , TRPM3	X11_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
NDD	0.85	1	47	419	4	3406	CTNNA2 , PCDH19 , SLC17A6 , TRPM3	X11_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
ADHD	0.87	1	47	146	1	3406	RASGRF2	X11_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
BMI	0.96	1	47	1637	17	3406	ANKRD46 , DGKG , EFHD2 , FOS , LGMN , ME1 , NDUFA2 , PCDH7 , PITPNM1 , QPCT , RALB , RASGRF2 , SERPINE2 , SLITRK1 , TRPM3 , VAMP1 , VAT1	X11_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
OCD	1	1	47	69	0	3406		X11_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Cannabis	1	1	47	10	0	3406		X11_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
OUD	1	1	47	51	0	3406		X11_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Panic	1	1	47	18	0	3406		X11_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
PTSD	1	1	47	10	0	3406		X11_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Anorexia	1	1	47	29	0	3406		X11_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Lefthanded	1	1	47	11	0	3406		X11_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
CannabisUseDisorder	1	1	47	3	0	3406		X11_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Panic	0.013	0.24	573	23	7	4938	ANXA5 , COMT , CYBRD1 , DYNC1I2 , FAR1 , RPL27A , TMEM50A	X10_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
ADHD	0.46	1	573	260	31	4938	ADAM9 , ADARB2 , AGTRAP , AP3B1 , BBX , CA2 , CD9 , CDK2AP1 , CNTNAP4 , COMT , ELOVL1 , FEZ2 , FOLH1 , FUT8 , GNAI2 , GPR108 , LYPLAL1 , PACC1 , PLSCR4 , PPP1R14A , RPLP2 , RPS20 , SLC6A9 , TCF12 , TMCC3 , TMEM125 , TMEM50A , TSPAN15 , VAMP3 , VIM , VWA1	X10_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
AUD	0.57	1	573	96	11	4938	ALDH1A1 , CAT , COMT , HLA-DRA , HMGB1 , MOBP , MOG , NKAIN2 , PAPSS1 , ST18 , TF	X10_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
OCD	0.72	1	573	126	13	4938	CDC42EP1 , COL18A1 , CYFIP1 , MAN1C1 , MFGE8 , PCBP4 , PEX5L , RAB31 , RAPGEF5 , RNF144A , RNF181 , SFRP2 , UBE2G1	X10_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
Cannabis	0.74	1	573	11	1	4938	COMT	X10_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
BIP	0.94	1	573	128	10	4938	ADD3 , ANKRD65 , BTBD1 , CAPN3 , FAHD2B , MRPL43 , NT5C , PTPMT1 , SLC48A1 , TMEM258	X10_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
AD	0.95	1	573	274	24	4938	AIF1 , APOC2 , BACE1 , BRD2 , FCGRT , FOLH1 , HLA-DRA , HLA-DRB5 , IFIT2 , LDB3 , PDE1C , PTPMT1 , RNF5 , RPL17 , RPL4 , RPS18 , SH3YL1 , SNX1 , SNX22 , STX4 , TF , TMBIM4 , TNFRSF21 , VEGFA	X10_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
SCZ	0.99	1	573	834	79	4938	AIF1 , ALDH1A1 , APH1A , ATF4 , B3GAT1 , BACE1 , BBX , BRD2 , BTBD1 , C1QB , CDK16 , CDK2AP1 , CDKN1C , CHADL , CNN3 , CNP , COMT , CTNNA1 , CYFIP1 , DAAM2 , DPYSL5 , DYNC1I2 , EGR1 , ELOVL1 , EPB41L2 , FABP5 , FAHD2B , FAM221A , FCGRT , FEZ1 , FGFR2 , FOLH1 , FOXN2 , FRMD5 , FUT8 , GLDN , GPD1 , GSN , HLA-DRA , HLA-DRB5 , HSPA1A , LIFR , LPAR1 , LRP2 , LSM2 , LST1 , MAP3K11 , MAP6D1 , MGLL , MOG , MYO9B , NRBP2 , PLP1 , PLSCR4 , PMP2 , PREX1 , PSAT1 , PTPMT1 , QKI , RNF5 , RPL10 , RPL12 , RPL13 , S100B , SEPTIN10 , SERF2 , SFRP2 , SLC6A9 , SNHG32 , SOX10 , SOX2-OT , STAMBP , STRN , TF , TPT1 , UBE2G1 , USH1C , WASF2 , ZSCAN16-AS1	X10_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
MDD	1	1	573	984	81	4938	ADARB2 , ADO , AP3B1 , ARHGAP21 , ATF4 , ATL3 , B3GAT1 , BANF1 , BEST1 , CAT , CCNG1 , CDK2AP1 , CHADL , CHURC1 , CNP , COMT , CTNNA3 , CYBRD1 , DECR1 , DYNC1I2 , EEF1B2 , EFHD1 , EPB41L2 , FAHD2B , FAU , FGFR2 , FNTB , FOLH1 , FTH1 , FTL , FUCA2 , GAS5 , GLTP , GNAI2 , GTF3C6 , HLA-DRB5 , HMGB1 , HSPA1A , HSPA2 , LPAR1 , LST1 , LZTS2 , MAP3K11 , MFGE8 , NACA , NPC1 , PDE1C , PEX5L , PLAAT3 , PLTP , PREX1 , PTPMT1 , QKI , RAPGEF5 , RBX1 , RNF181 , RPL23A , RPL37A , RPL4 , RPL41 , S100A10 , S100B , SALL1 , SELENOP , SEMA3B , SEPTIN10 , SERINC5 , SNRPG , SNX1 , SOX10 , ST6GAL1 , STX4 , TMEM165 , TMEM256 , TMEM258 , VAMP3 , VEGFA , WIPF1 , YIF1A , ZFAS1 , ZSCAN16-AS1	X10_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
BMI	1	1	573	2578	239	4938	ABCA2 , ACSL1 , ACYP2 , ADAM9 , AGTRAP , AIF1 , ALDH1A1 , ANP32A , ANXA2 , ANXA5 , AP3B1 , APH1A , APOC2 , ARHGAP21 , ASCL1 , ASF1A , ATF4 , B2M , B3GAT1 , BBS2 , BBX , BEST1 , BRD2 , BTF3 , C21orf91 , C2orf88 , CA2 , CARD19 , CAT , CAVIN1 , CBR1 , CCNG1 , CD44 , CD68 , CDK16 , CHADL , CHMP2B , CLDN11 , CLDND1 , CNN3 , COL18A1 , COL9A2 , COMMD6 , CREG1 , CRISPLD1 , CTNNA1 , CYB5A , CYBRD1 , CYFIP1 , CYP27A1 , CYTH1 , DAAM2 , DAD1 , DBI , DDT , DDX3X , DENND5A , DOHH , DPYSL5 , DYNC1I2 , EBNA1BP2 , ELOVL5 , ENPP2 , EPB41L2 , EVI2A , EWSR1 , EXD2 , FAR1 , FAU , FAXDC2 , FCGRT , FEZ1 , FEZ2 , FMNL2 , FNTA , FNTB , FOLH1 , FOXN2 , FTL , FUT8 , GALC , GJC2 , GLDN , GLIPR2 , GLTP , GNAI2 , GNG11 , GNPTG , GOLGA7 , GSN , GTF2H5 , HDGF , HIGD1A , HLA-DRA , HMGB1 , HSD17B12 , HSDL2 , IER2 , IFI27 , IFNGR1 , ILVBL , ITM2B , JPX , KCTD3 , KLK6 , LAMP2 , LANCL1 , LDB3 , LGALS3BP , LITAF , LRRC8D , LST1 , LTF , LZTS2 , MAGT1 , MAP3K11 , MAP3K2 , MAP6D1 , MGLL , MOSPD2 , MPC1 , MRPL18 , MRPL43 , MYH9 , MYL12A , MYLK , MYO9B , NECAP2 , NINJ2 , NKAIN2 , NPC1 , NRBP2 , NT5C , OSBPL1A , PCSK6 , PDCL3 , PDE1C , PDE4DIP , PEPD , PFN1 , PHGDH , PLPP1 , PLSCR4 , POLD4 , PPDPF , PRDX4 , PREX1 , PTPMT1 , QKI , RAB31 , RAB8A , RBBP4 , RBX1 , REEP3 , RELL1 , RFFL , RGCC , RNASET2 , RNF13 , RNF5 , RPL10A , RPL12 , RPL17 , RPL18 , RPL18A , RPL23 , RPL26 , RPL27 , RPL30 , RPL31 , RPL39 , RPL41 , RPS10 , RPS12 , RPS15A , RPS18 , RPS21 , RPS24 , RPS27 , RPS29 , RPS3A , RWDD1 , S100A10 , S100A11 , SBF2 , SERF2 , SERINC5 , SF3B6 , SFRP2 , SH3YL1 , SIRT2 , SLAIN1 , SLC48A1 , SLC5A11 , SLC6A8 , SLC6A9 , SLC9A3R1 , SMIM30 , SNHG32 , SNRPG , SNX1 , SOX2-OT , SPP1 , SSPN , ST3GAL4 , STRN , STX4 , STXBP3 , SYNJ2 , TAGLN , TALDO1 , TCF12 , TF , TGFBR1 , TJP2 , TMBIM4 , TMC6 , TMCC3 , TMEM144 , TMEM189 , TMEM256 , TMEM258 , TMEM59 , TMX1 , TNC , TNFRSF21 , TNS1 , TOMM7 , TPT1 , TSPO , TYROBP , USP54 , VIM , WASF2 , XIST , YBX1 , YIF1A , ZFAS1 , ZFX	X10_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
NDD	1	1	573	600	47	4938	ASCL1 , ASPA , BBS2 , BCKDHA , CA2 , CDK16 , CNDP1 , COL18A1 , COL9A3 , CYP27A1 , DDX3X , DENND5A , DYNC1I2 , EEF1B2 , FAR1 , FGFR2 , FUT8 , GALC , GATM , GJC2 , GM2A , GNPTG , GTF2H5 , LGI4 , LRP2 , MASP1 , NKX6-2 , NPC1 , PEPD , PHGDH , PLP1 , PSAT1 , QKI , RNASET2 , RNF13 , RPL10 , RPL26 , RPS23 , SLC6A8 , SLC6A9 , SOX10 , STAMBP , TMEM165 , TMEM63A , UBE2A , UQCRB , VEGFA	X10_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10_clpsdARC_clpsdVMH
