Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to8,Feature log2 fold change topic 4to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000108510,MED13,40,0.42869,34,0.17919,16,-0.9941,26,-0.3656,22,-0.5185,31,0.01718,36,0.27380,58,1.01606
ENSG00000146872,TLK2,10,-1.6224,38,0.35548,38,0.35875,35,0.35259,38,0.39198,34,0.20459,8,-1.8710,16,-0.8963
ENSG00000011028,MRC2,45,1.14992,154,3.74926,0,-6.5808,10,-1.5757,7,-1.7052,10,-1.1971,6,-1.9312,6,-1.9216
ENSG00000170921,TANC2,13,-1.9761,20,-1.3163,21,-1.2222,74,1.22966,35,-0.4696,52,0.15194,35,-0.4836,23,-1.1214
ENSG00000008283,CYB561,54,-1.5155,63,-1.2843,201,0.48200,198,0.76273,126,-0.2432,165,0.19115,55,-1.4986,102,-0.5639
ENSG00000136485,DCAF7,45,-0.2595,37,-0.5543,18,-1.5966,61,0.32942,62,0.24134,46,-0.2599,51,-0.0589,83,0.69623
ENSG00000136463,TACO1,31,0.22019,21,-0.3709,24,-0.1804,31,0.31069,22,-0.3319,29,0.10430,15,-0.8525,27,-0.0169
ENSG00000198909,MAP3K3,21,0.15132,48,1.50150,2,-3.0307,20,0.18783,13,-0.5731,16,-0.2308,11,-0.8231,16,-0.2317
ENSG00000266173,STRADA,15,-1.4395,34,-0.1963,44,0.21682,49,0.60627,22,-0.8266,32,-0.3007,41,0.09627,36,-0.1196
ENSG00000136490,LIMD2,1,-4.1680,59,1.64877,0,-6.5614,21,-0.1014,17,-0.3358,34,0.81528,6,-1.8051,26,0.27527
ENSG00000108588,CCDC47,94,0.14638,116,0.48486,67,-0.3642,80,-0.1408,79,-0.1286,71,-0.2949,98,0.21235,112,0.42428
ENSG00000198231,DDX42,82,0.03985,80,0.01513,59,-0.4550,77,-0.0604,60,-0.4360,108,0.52989,60,-0.4209,90,0.19016
ENSG00000087191,PSMC5,137,-0.6550,225,0.10682,262,0.34432,213,0.02226,223,0.08831,221,0.08451,230,0.13800,154,-0.4784
ENSG00000266402,SNHG25,167,0.10564,437,1.71817,81,-0.9880,100,-0.9277,112,-0.5108,153,-0.0307,145,-0.1075,277,0.92696
ENSG00000136478,TEX2,49,-0.4099,72,0.18449,76,0.25519,70,0.18736,45,-0.5495,59,-0.1492,79,0.31482,50,-0.3950
ENSG00000108654,DDX5,248,-1.2177,1386,1.52457,326,-0.8057,470,-0.3571,333,-0.7712,672,0.34331,379,-0.5783,801,0.59421
ENSG00000108854,SMURF2,2,-2.8190,39,1.23724,0,-6.2912,15,-0.4287,16,-0.1251,20,0.18000,26,0.60987,36,1.09786
ENSG00000120063,GNA13,79,0.91177,89,1.11479,17,-1.4675,28,-0.9627,32,-0.5068,43,-0.0482,61,0.49017,75,0.83981
ENSG00000108370,RGS9,24,-0.0886,6,-2.0143,0,-6.8063,33,0.65660,20,-0.4018,36,0.57242,25,-0.0343,21,-0.3173
ENSG00000168646,AXIN2,7,-1.3091,16,-0.0846,6,-1.3909,21,0.61747,17,0.06096,18,0.11175,18,0.09693,10,-0.7156
ENSG00000154229,PRKCA,191,1.33161,39,-1.1839,75,-0.1733,71,-0.3789,68,-0.3422,49,-0.8765,154,0.97078,116,0.50318
ENSG00000075461,CACNG4,3,-3.4894,1,-5.3258,10,-1.9671,61,1.45929,51,0.51427,36,-0.0526,31,-0.2673,8,-2.2464
ENSG00000198265,HELZ,15,-1.0907,37,0.28439,3,-3.4836,38,0.48399,21,-0.5980,41,0.45355,27,-0.2087,31,0.01382
ENSG00000197170,PSMD12,49,-0.7129,70,-0.1565,92,0.26588,82,0.12456,114,0.61282,80,0.05717,63,-0.3187,51,-0.6327
ENSG00000154217,PITPNC1,95,0.32148,116,0.64581,119,0.68059,47,-1.0491,81,0.07197,77,-0.0194,32,-1.3272,178,1.35546
ENSG00000130935,NOL11,6,-1.9354,15,-0.4899,18,-0.2370,22,0.01408,28,0.43081,25,0.22874,11,-0.9716,43,1.10845
ENSG00000171634,BPTF,57,0.05787,42,-0.4065,44,-0.3556,48,-0.2876,41,-0.4324,76,0.57480,48,-0.2207,88,0.75434
ENSG00000182481,KPNA2,28,-1.6448,40,-1.1343,141,0.82655,98,0.37394,78,-0.1164,108,0.44350,41,-1.0947,59,-0.5446
ENSG00000278730,AC005332.6,55,1.45753,15,-0.5681,20,-0.2006,16,-0.7205,19,-0.2760,26,0.22433,21,-0.0881,31,0.50355
ENSG00000196704,AMZ2,48,-0.9929,60,-0.6746,51,-0.9057,114,0.52047,79,-0.2417,101,0.14945,79,-0.2499,115,0.34546
ENSG00000108946,PRKAR1A,211,-1.2703,505,0.05691,380,-0.3824,565,0.36461,520,0.10195,535,0.16168,393,-0.3336,429,-0.1979
ENSG00000154265,ABCA5,7,-2.4443,37,-0.1384,16,-1.3643,52,0.65401,31,-0.4028,63,0.80762,16,-1.3362,28,-0.5261
ENSG00000153822,KCNJ16,1,-4.5418,1,-4.0052,28,0.01181,26,-0.1217,45,0.78603,16,-0.8608,42,0.68987,77,1.70608
ENSG00000125398,SOX9,103,-0.2909,91,-0.4918,90,-0.5059,51,-1.7480,72,-0.8370,78,-0.7734,123,-0.0149,733,3.30173
ENSG00000180616,SSTR2,82,0.97464,69,0.69990,5,-3.2026,40,-0.2676,31,-0.5699,73,0.88216,20,-1.1667,28,-0.6816
ENSG00000166685,COG1,16,-1.4196,29,-0.5678,18,-1.2966,58,0.79845,50,0.24495,48,0.21196,17,-1.4015,38,-0.1806
ENSG00000133193,FAM104A,14,-0.7889,45,1.03222,14,-0.8152,23,-0.1216,20,-0.2686,30,0.40459,19,-0.3614,24,0.03572
ENSG00000141219,C17orf80,14,-0.1826,6,-1.5146,3,-2.4377,20,0.47419,16,-0.0394,21,0.38680,13,-0.4003,21,0.36499
ENSG00000179604,CDC42EP4,125,0.23606,172,0.75168,35,-1.6813,51,-1.4602,87,-0.3248,67,-0.7582,121,0.18592,463,2.57060
ENSG00000172809,RPL38,987,0.07839,775,-0.2971,599,-0.6912,877,-0.1583,1280,0.49124,1114,0.29533,1052,0.17839,905,-0.0584
ENSG00000141540,TTYH2,65,0.20257,26,-1.1703,18,-1.7194,24,-1.6792,32,-0.8653,31,-1.0029,329,3.24200,90,0.72480
ENSG00000204347,BTBD17,6,-2.3713,10,-1.6877,16,-0.9301,42,0.85190,37,0.29197,22,-0.5588,23,-0.4106,50,0.78428
ENSG00000109062,SLC9A3R1,141,1.31021,59,-0.1015,31,-1.0921,38,-1.0652,50,-0.3616,25,-1.4415,191,1.85415,110,0.89137
ENSG00000109065,NAT9,16,-0.4047,44,1.23890,14,-0.5268,20,-0.0346,7,-1.6102,24,0.29963,12,-0.7518,23,0.17907
ENSG00000167861,HID1,71,-0.1638,58,-0.4720,67,-0.2349,101,0.63018,74,-0.0915,71,-0.1627,57,-0.4967,49,-0.7176
ENSG00000167862,MRPL58,4,-2.4753,21,-0.2391,43,0.84955,26,0.11738,33,0.42418,13,-1.0481,17,-0.5794,50,1.08782
ENSG00000180901,KCTD2,31,-1.2216,81,0.25732,26,-1.4628,84,0.49058,74,0.10492,60,-0.2427,87,0.36019,59,-0.2392
ENSG00000167863,ATP5PD,83,-1.6399,212,-0.2324,239,-0.0425,276,0.27914,338,0.50547,284,0.25111,170,-0.5687,207,-0.2688
ENSG00000125458,NT5C,35,-0.7306,59,0.08534,54,-0.0516,43,-0.5959,31,-0.9166,94,0.91911,61,0.12133,90,0.74786
ENSG00000189159,JPT1,49,-2.2503,49,-2.2627,160,-0.5122,338,1.15728,228,0.03876,257,0.24372,66,-1.8349,143,-0.6809
ENSG00000188612,SUMO2,176,-0.9610,318,-0.0617,178,-0.9445,357,0.18748,339,0.03906,428,0.45273,241,-0.4899,402,0.30891
ENSG00000125450,NUP85,8,-1.2948,27,0.56451,6,-1.5554,20,0.13569,19,0.01142,21,0.15506,11,-0.8549,33,0.87864
ENSG00000125447,GGA3,14,-1.3499,22,-0.7295,4,-3.1612,52,1.08468,29,-0.2696,37,0.06810,24,-0.6065,29,-0.2703
ENSG00000125445,MRPS7,45,-0.9766,71,-0.3038,103,0.27470,91,0.12523,86,-0.0097,106,0.35232,62,-0.5165,89,0.04809
ENSG00000177885,GRB2,75,-1.1398,126,-0.3580,90,-0.8651,193,0.49053,216,0.49332,169,0.11303,86,-0.9305,165,0.06171
ENSG00000177728,TMEM94,36,-0.7057,75,0.40122,57,-0.0224,58,-0.0084,48,-0.2999,40,-0.6246,55,-0.0715,114,1.09186
ENSG00000177303,CASKIN2,36,0.16827,85,1.59970,6,-2.3919,20,-1.0174,39,0.28692,19,-0.8089,48,0.64326,67,1.18970
ENSG00000266714,MYO15B,46,0.87051,156,3.27335,7,-2.0257,10,-1.8921,17,-0.6892,13,-1.0892,20,-0.4003,24,-0.1436
ENSG00000108469,RECQL5,23,0.38015,23,0.39935,0,-5.3163,18,0.01991,21,0.22405,14,-0.4340,35,1.06108,13,-0.4441
ENSG00000161526,SAP30BP,75,0.24498,118,0.98867,36,-0.8836,47,-0.6411,47,-0.4817,65,0.03047,80,0.34927,108,0.84261
ENSG00000132470,ITGB4,107,1.84233,73,1.15970,8,-2.2304,9,-2.4329,18,-1.0058,7,-2.3920,79,1.30228,115,1.98443
ENSG00000132475,H3F3B,472,-0.0007,1033,1.27667,185,-1.4246,333,-0.7507,305,-0.6741,494,0.07643,553,0.24772,945,1.12332
ENSG00000132478,UNK,23,0.33136,26,0.54827,0,-6.3351,18,-0.1142,11,-0.7497,27,0.66902,17,-0.0930,21,0.16491
ENSG00000132471,WBP2,238,-0.6042,227,-0.6771,301,-0.2424,446,0.59970,274,-0.3865,269,-0.4462,411,0.24312,361,0.03831
ENSG00000132481,TRIM47,30,0.05965,29,0.04262,13,-1.1543,25,-0.3161,35,0.32957,21,-0.4802,38,0.43832,60,1.18366
ENSG00000204316,MRPL38,51,-0.6399,85,0.12808,54,-0.5793,97,0.55569,72,-0.1300,67,-0.2561,76,-0.0403,57,-0.4824
ENSG00000161533,ACOX1,45,-0.5129,102,0.75125,23,-1.5359,59,-0.1595,35,-0.8845,85,0.50106,57,-0.1579,97,0.67924
ENSG00000257949,TEN1,60,1.89730,18,-0.0814,3,-2.4698,19,-0.0724,5,-2.0470,22,0.25264,10,-0.9215,15,-0.3213
ENSG00000167881,SRP68,27,-1.4795,61,-0.2381,56,-0.3668,93,0.69777,57,-0.3319,80,0.19097,56,-0.3680,43,-0.7811
ENSG00000182473,EXOC7,75,-0.4885,118,0.20219,109,0.07056,118,0.32230,80,-0.4002,82,-0.3960,73,-0.5361,138,0.44971
ENSG00000141576,RNF157,35,-0.3758,17,-1.4334,26,-0.8413,64,0.91626,60,0.44386,32,-0.5695,42,-0.1349,25,-0.9050
ENSG00000185262,UBALD2,77,0.77229,123,1.58480,27,-0.8250,37,-0.5278,32,-0.6100,28,-0.8571,58,0.33116,55,0.25082
ENSG00000161542,PRPSAP1,30,-1.1311,47,-0.4627,67,0.06954,78,0.48858,49,-0.4049,52,-0.3315,75,0.25032,69,0.12024
ENSG00000175931,UBE2O,14,-1.8164,26,-0.9703,63,0.37781,77,1.24619,53,0.10523,34,-0.6176,13,-1.9792,20,-1.3204
ENSG00000161544,CYGB,14,-1.5705,27,-0.6548,46,0.17456,47,0.31623,42,0.01517,56,0.53482,21,-1.0425,40,-0.0646
ENSG00000163597,SNHG16,69,0.40775,89,0.81132,47,-0.2046,46,-0.3461,60,0.19513,72,0.53301,35,-0.6511,21,-1.4270
ENSG00000182534,MXRA7,212,0.10143,217,0.13119,213,0.10677,230,0.35665,146,-0.4821,192,-0.0610,116,-0.8197,149,-0.4466
ENSG00000070495,JMJD6,24,-0.4081,103,1.97146,27,-0.2429,26,-0.4427,31,-0.0225,29,-0.1354,19,-0.8071,21,-0.6467
ENSG00000181038,METTL23,8,-1.7960,42,0.62965,52,0.98785,24,-0.3345,10,-1.5170,36,0.45274,19,-0.5427,39,0.53107
ENSG00000161547,SRSF2,115,-0.9205,330,0.72452,154,-0.4703,218,0.09581,153,-0.4826,242,0.24665,174,-0.2849,223,0.09776
ENSG00000092931,MFSD11,14,-0.8731,24,-0.1204,29,0.17461,23,-0.2645,22,-0.2734,45,1.00322,15,-0.8448,27,0.08374
ENSG00000234912,SNHG20,16,-0.4492,27,0.33622,2,-3.3472,21,-0.1338,27,0.30314,31,0.61467,15,-0.5671,32,0.59800
ENSG00000129657,SEC14L1,130,1.07180,152,1.33332,18,-1.9199,37,-1.1817,61,-0.1516,59,-0.2173,84,0.35598,121,0.94732
ENSG00000184640,SEPTIN9,156,0.84707,68,-0.4603,94,0.04237,91,-0.0172,58,-0.6925,84,-0.1543,79,-0.2348,115,0.35162
ENSG00000078687,TNRC6C,20,-1.1916,15,-1.6522,8,-2.4808,57,0.59196,38,-0.2501,35,-0.4282,63,0.52778,87,1.05293
ENSG00000141524,TMC6,69,2.16444,23,0.30730,0,-6.3947,8,-1.7256,2,-2.8859,5,-2.0208,101,2.97198,6,-1.6858
ENSG00000108639,SYNGR2,64,0.43731,187,2.32753,3,-3.9164,29,-1.0330,11,-2.2040,31,-0.7269,135,1.69288,22,-1.1895
ENSG00000183077,AFMID,28,0.35498,1,-4.0431,0,-6.5981,25,0.23305,27,0.32395,24,0.10902,54,1.43835,9,-1.3494
ENSG00000184557,SOCS3,99,1.49586,294,3.94295,16,-1.3271,2,-4.5195,6,-2.7142,8,-2.4035,21,-0.9828,54,0.46384
ENSG00000087157,PGS1,28,-0.5006,59,0.64117,26,-0.6356,43,0.23496,28,-0.5238,50,0.44063,24,-0.7287,27,-0.5443
ENSG00000108669,CYTH1,59,0.21886,75,0.59494,0,-7.3818,57,0.25727,31,-0.7872,32,-0.7453,118,1.35478,35,-0.6003
ENSG00000055483,USP36,31,-0.2194,64,0.92406,41,0.20769,27,-0.6141,12,-1.6464,40,0.19194,41,0.21689,62,0.87723
ENSG00000035862,TIMP2,375,-0.4743,380,-0.4558,445,-0.2151,751,1.05938,404,-0.3608,361,-0.5735,362,-0.5289,192,-1.4779
ENSG00000108679,LGALS3BP,183,-0.1786,471,1.36047,329,0.75394,180,-0.2926,86,-1.3246,180,-0.2219,179,-0.2121,160,-0.3868
ENSG00000171302,CANT1,25,-0.8432,52,0.23448,34,-0.4097,61,0.82493,37,-0.2912,28,-0.7519,45,0.00951,25,-0.8815
ENSG00000173918,C1QTNF1,209,3.68512,56,0.96047,25,-0.3371,10,-2.0581,16,-0.9273,3,-3.5513,25,-0.2897,12,-1.4468
ENSG00000167280,ENGASE,4,-2.3138,52,1.52223,16,-0.3799,21,0.09401,29,0.51838,17,-0.2998,10,-1.1286,15,-0.4363
ENSG00000167281,RBFOX3,0,-5.8946,7,-2.3462,5,-2.6886,71,2.71024,42,0.35353,3,-3.3134,14,-1.2874,8,-2.1074
ENSG00000141582,CBX4,41,-0.7863,33,-1.0902,28,-1.3266,89,0.65558,57,-0.2753,69,-0.0016,88,0.38344,64,-0.1070
ENSG00000167291,TBC1D16,24,0.53755,13,-0.4423,10,-0.7997,17,0.05662,14,-0.2494,11,-0.6576,41,1.42087,9,-0.8769
ENSG00000171298,GAA,50,-0.7482,106,0.41918,43,-0.9495,96,0.41536,78,-0.0682,91,0.20051,51,-0.7134,65,-0.3418
ENSG00000141543,EIF4A3,45,-0.7781,151,1.11073,67,-0.1961,64,-0.3689,38,-1.0452,94,0.38093,55,-0.4822,119,0.71949
ENSG00000181523,SGSH,5,-3.1329,71,0.63070,21,-1.2355,58,0.50269,36,-0.4525,71,0.70941,10,-2.3458,43,-0.1515
ENSG00000181045,SLC26A11,25,-2.6727,106,-0.5521,73,-1.1042,184,0.47291,88,-0.8264,294,1.21993,40,-1.9977,135,-0.1768
ENSG00000173821,RNF213,27,0.28766,24,0.09634,21,-0.1486,9,-1.6960,12,-0.9302,25,0.17313,67,1.78186,48,1.18719
ENSG00000173818,ENDOV,16,-0.7731,26,-0.0130,27,0.03906,26,-0.0611,16,-0.7380,38,0.64210,27,0.00920,27,0.01617
ENSG00000171246,NPTX1,16,-1.5045,3,-3.9180,0,-7.5977,100,3.19089,35,-0.3669,1,-4.7426,20,-1.2427,7,-2.6403
ENSG00000141564,RPTOR,48,0.74245,20,-0.6005,3,-3.2698,36,0.45136,13,-1.2652,38,0.37544,19,-0.7082,33,0.12490
ENSG00000176108,CHMP6,22,0.17682,31,0.71329,4,-2.1477,22,0.19159,6,-1.6323,33,0.91017,8,-1.4165,12,-0.7363
ENSG00000226137,BAIAP2-DT,13,-0.8924,27,0.17466,11,-1.1960,29,0.44761,24,0.02776,18,-0.4456,18,-0.4607,38,0.74635
ENSG00000175866,BAIAP2,28,-1.4596,74,0.02432,16,-2.2788,103,0.92853,59,-0.3360,58,-0.3678,37,-1.0104,102,0.52606
ENSG00000181409,AATK,63,-0.6677,39,-1.3628,56,-0.8405,111,0.33233,61,-0.7166,66,-0.6347,334,2.10101,22,-2.2273
ENSG00000224877,NDUFAF8,166,0.17178,141,-0.0815,193,0.41082,138,-0.1742,122,-0.3070,112,-0.4679,176,0.26272,222,0.63830
ENSG00000157637,SLC38A10,64,-0.3294,223,1.72148,114,0.58029,65,-0.4518,41,-0.9912,65,-0.3386,52,-0.6479,84,0.08815
ENSG00000266074,BAHCC1,11,-0.9263,22,0.12857,0,-6.4664,26,0.58907,24,0.25581,18,-0.1946,30,0.61238,13,-0.7127
ENSG00000184009,ACTG1,1322,-0.6480,4473,1.30558,2228,0.15836,1859,-0.1835,1586,-0.3700,1706,-0.2792,1858,-0.1254,2011,-0.0028
ENSG00000185504,FAAP100,23,0.06191,58,1.58290,6,-1.8068,25,0.28808,4,-2.3328,15,-0.6334,25,0.19727,16,-0.4980
ENSG00000182446,NPLOC4,45,-0.5074,102,0.77427,65,0.05637,58,-0.1592,39,-0.7235,83,0.49760,67,0.10304,38,-0.7621
ENSG00000204237,OXLD1,25,-0.5819,55,0.66078,11,-1.7269,40,0.25179,35,-0.0406,41,0.19934,38,0.05468,24,-0.5938
ENSG00000214087,ARL16,24,-0.8760,55,0.42663,50,0.26037,47,0.24867,53,0.36577,32,-0.4528,24,-0.8530,44,0.07358
ENSG00000185359,HGS,60,-0.2549,148,1.19617,38,-0.9352,81,0.33387,58,-0.3050,54,-0.4550,56,-0.3652,47,-0.6344
ENSG00000262814,MRPL12,83,0.05279,91,0.18116,118,0.60907,78,-0.0784,91,0.19130,85,0.09331,53,-0.6454,52,-0.6752
ENSG00000225663,MCRIP1,213,0.79132,142,0.14583,73,-0.8838,122,-0.1427,128,-0.0209,143,0.16534,137,0.08683,98,-0.4292
ENSG00000185624,P4HB,211,0.19573,351,1.02564,347,1.00754,167,-0.2511,122,-0.6455,143,-0.4392,129,-0.5594,139,-0.4456
ENSG00000141522,ARHGDIA,433,0.43416,447,0.48535,290,-0.1933,373,0.31109,244,-0.4606,268,-0.3454,245,-0.4515,213,-0.6652
ENSG00000183684,ALYREF,52,1.32946,29,0.40407,0,-6.6305,21,-0.2011,16,-0.5059,25,0.14105,22,-0.0766,23,0.03815
ENSG00000141552,ANAPC11,150,0.02918,152,0.05109,108,-0.4831,143,-0.0721,103,-0.5493,179,0.33312,147,-0.0003,184,0.34813
ENSG00000183979,NPB,55,-0.4786,11,-2.8090,54,-0.5052,112,1.13819,56,-0.4399,76,0.02362,41,-0.8913,39,-0.9836
ENSG00000185813,PCYT2,89,0.41159,27,-1.3654,67,-0.0282,81,0.42517,34,-1.0391,47,-0.6194,86,0.37005,84,0.33353
ENSG00000197063,MAFG,22,-0.9897,44,0.03058,77,0.93575,54,0.57333,35,-0.3321,15,-1.6390,31,-0.4901,50,0.22384
ENSG00000169696,ASPSCR1,37,-0.1502,64,0.70594,37,-0.1429,42,0.07193,42,0.05757,31,-0.4429,33,-0.3315,45,0.13696
ENSG00000169689,CENPX,28,-1.2809,51,-0.3984,65,-0.0305,86,0.65468,91,0.49822,57,-0.2536,33,-1.0542,52,-0.3901
ENSG00000169750,RAC3,16,-2.0100,10,-2.5642,67,0.16357,89,1.06659,63,0.07917,63,0.07307,25,-1.3211,31,-1.0075
ENSG00000169738,DCXR,169,0.27504,126,-0.1763,67,-1.1441,160,0.29579,171,0.29366,94,-0.6642,197,0.52571,122,-0.2257
ENSG00000169733,RFNG,42,-0.1739,80,0.85749,46,-0.0293,48,0.06967,42,-0.1439,43,-0.1547,24,-1.0148,47,0.02779
ENSG00000169727,GPS1,112,0.06869,120,0.18864,152,0.55633,104,-0.0598,91,-0.2457,104,-0.0418,103,-0.0594,82,-0.4088
ENSG00000169718,DUS1L,21,-0.9190,74,1.04398,31,-0.3341,49,0.63339,22,-0.8370,28,-0.5140,23,-0.7498,26,-0.5984
ENSG00000169710,FASN,183,0.15631,90,-0.9275,106,-0.6807,178,0.18014,164,-0.0115,113,-0.6291,222,0.47031,267,0.76462
ENSG00000141551,CSNK1D,34,-2.0400,207,0.69801,175,0.42198,137,0.05492,133,-0.0011,152,0.22294,59,-1.2250,140,0.07327
ENSG00000260563,AC132872.1,30,0.74608,16,-0.2039,0,-6.3294,14,-0.5932,10,-0.9390,42,1.55980,19,0.02397,11,-0.7501
ENSG00000181396,OGFOD3,16,-0.8780,70,1.50899,27,-0.0512,22,-0.5011,15,-0.9055,36,0.41463,31,0.14175,23,-0.3270
ENSG00000169660,HEXD,10,-1.1797,38,0.81301,12,-0.9391,27,0.43473,10,-1.1767,23,0.03910,29,0.40541,13,-0.8270
ENSG00000178927,CYBC1,16,-1.2494,73,1.07840,21,-0.8704,45,0.46243,16,-1.2869,23,-0.7823,46,0.33208,42,0.18662
ENSG00000141562,NARF,26,-0.9709,48,-0.0567,26,-1.0004,71,0.93146,34,-0.5640,59,0.30162,26,-0.9925,16,-1.7226
ENSG00000141568,FOXK2,28,-0.9520,52,-0.0224,51,-0.0736,62,0.37983,60,0.18365,47,-0.1938,25,-1.1149,70,0.42026
ENSG00000141580,WDR45B,75,-0.1577,98,0.26622,45,-0.9253,78,-0.1348,53,-0.6923,101,0.34124,85,0.04033,129,0.70276
ENSG00000141542,RAB40B,17,-2.5863,44,-1.2007,13,-2.9457,149,1.19137,73,-0.4522,50,-1.0724,187,1.05498,86,-0.1910
ENSG00000141560,FN3KRP,32,-0.5308,33,-0.5105,23,-1.0301,49,0.16803,58,0.36945,40,-0.2293,72,0.70322,52,0.20314
ENSG00000141556,TBCD,25,-1.1402,67,0.38225,67,0.38005,58,0.23065,59,0.18838,44,-0.3128,42,-0.3387,47,-0.1816
ENSG00000176845,METRNL,74,1.56331,180,3.47611,18,-0.7148,12,-1.6020,9,-1.6221,5,-2.5651,10,-1.5187,6,-2.2037
ENSG00000101557,USP14,41,-1.6060,88,-0.4851,115,-0.0712,170,0.93629,102,-0.2541,108,-0.1802,79,-0.6482,70,-0.8233
ENSG00000158270,COLEC12,118,2.47427,36,0.35857,0,-6.9420,4,-3.3467,16,-0.8649,15,-1.0575,47,0.80177,103,2.20425
ENSG00000176105,YES1,55,1.41196,40,0.86105,0,-6.6562,17,-0.6253,9,-1.4639,10,-1.3328,38,0.80089,53,1.34239
ENSG00000141433,ADCYAP1,4,-3.9332,3,-4.5217,0,-8.2144,164,3.98961,45,-0.6400,0,-6.9560,21,-1.7979,5,-3.6575
ENSG00000101596,SMCHD1,29,-0.1956,42,0.40383,21,-0.6509,32,-0.0258,22,-0.6241,41,0.38143,25,-0.4083,43,0.41846
ENSG00000101577,LPIN2,3,-4.6332,63,-0.3671,32,-1.3806,108,0.76207,103,0.38207,84,0.07247,46,-0.8673,93,0.21608
ENSG00000101608,MYL12A,148,1.08611,416,3.13553,3,-4.5853,25,-2.0420,35,-1.1548,36,-1.2023,51,-0.6072,128,0.84932
ENSG00000118680,MYL12B,137,-1.0558,471,0.86846,288,0.07678,265,-0.0734,283,0.05264,349,0.42379,149,-0.9290,208,-0.4258
ENSG00000177426,TGIF1,11,-0.9498,146,3.69941,5,-1.9886,2,-3.9441,1,-4.5458,13,-0.7814,23,0.09832,55,1.56795
ENSG00000170579,DLGAP1,0,-7.5098,40,0.84624,16,-0.5991,34,1.03410,27,0.21745,2,-3.5216,11,-1.1422,35,0.64685
ENSG00000177337,DLGAP1-AS1,41,1.24109,38,1.09558,2,-2.9723,6,-2.1427,10,-0.8859,20,0.07782,18,-0.0503,68,2.15846
ENSG00000263753,LINC00667,17,-1.2125,58,0.62063,18,-1.1893,36,-0.1847,32,-0.2750,51,0.48410,33,-0.2716,66,0.84136
ENSG00000082397,EPB41L3,96,-0.5816,60,-1.2759,228,0.78459,154,0.23859,111,-0.3555,126,-0.1667,214,0.68162,82,-0.8031
ENSG00000206432,TMEM200C,1,-3.2453,38,1.53883,0,-6.0133,13,-0.2211,9,-0.7576,32,1.42420,1,-3.9578,12,-0.2426
ENSG00000173482,PTPRM,4,-4.5450,86,-0.1053,61,-0.6346,129,0.89055,103,0.17055,91,-0.0244,26,-1.8848,93,0.00928
ENSG00000206418,RAB12,23,-1.0343,22,-1.1548,6,-2.8826,58,0.56843,67,0.57467,45,-0.0758,51,0.15297,55,0.25250
ENSG00000178127,NDUFV2,123,-0.6558,167,-0.1910,229,0.29904,202,0.15347,178,-0.0962,228,0.32731,132,-0.5511,164,-0.2197
ENSG00000101745,ANKRD12,104,0.81932,32,-0.9803,59,-0.0826,52,-0.4039,73,0.25456,65,0.07055,89,0.56887,62,-0.0037
ENSG00000128791,TWSG1,68,1.87788,35,0.74320,0,-6.5911,9,-1.6732,16,-0.4430,24,0.12430,34,0.65619,40,0.95595
ENSG00000017797,RALBP1,131,1.48610,32,-0.7489,16,-1.7559,53,-0.0176,50,-0.0888,34,-0.7069,64,0.29514,63,0.28278
ENSG00000154845,PPP4R1,56,1.43261,41,0.88994,7,-1.7019,19,-0.4543,19,-0.3082,19,-0.2959,8,-1.5238,38,0.76623
ENSG00000168461,RAB31,174,0.77350,65,-0.7677,57,-0.9464,84,-0.5284,105,-0.0260,104,-0.0484,190,0.92226,172,0.75538
ENSG00000101558,VAPA,135,-1.1171,194,-0.5681,190,-0.6000,350,0.56335,250,-0.1790,301,0.12062,276,-0.0257,249,-0.1856
ENSG00000154856,APCDD1,58,0.13004,51,-0.0689,17,-1.6579,63,0.42109,41,-0.3842,49,-0.1436,58,0.14319,52,-0.0210
ENSG00000134265,NAPG,34,-1.3502,60,-0.5197,103,0.31397,105,0.55586,64,-0.4315,77,-0.1566,94,0.16594,62,-0.4691
ENSG00000141404,GNAL,74,0.59230,0,-9.1531,20,-1.3624,90,1.76676,57,0.18331,4,-3.7755,30,-0.8007,20,-1.3593
ENSG00000255112,CHMP1B,225,0.78376,108,-0.3701,157,0.20325,139,0.02059,102,-0.4664,160,0.26552,58,-1.3033,124,-0.1575
ENSG00000154889,MPPE1,31,-0.3866,43,0.12674,42,0.07907,45,0.29308,36,-0.1575,42,0.08638,8,-2.3508,49,0.32803
ENSG00000176014,TUBB6,34,0.46520,178,3.76191,7,-1.9008,9,-1.9922,18,-0.5183,10,-1.4515,9,-1.4995,21,-0.3178
ENSG00000141385,AFG3L2,35,-1.0793,44,-0.7232,32,-1.1900,91,0.62086,64,-0.1669,84,0.28528,51,-0.4943,76,0.10686
ENSG00000134278,SPIRE1,35,-0.7087,34,-0.7439,22,-1.3882,74,0.69611,51,-0.1448,53,-0.0860,64,0.19325,49,-0.2195
ENSG00000128789,PSMG2,25,-1.2640,63,0.15720,24,-1.3294,66,0.36622,55,-0.0458,77,0.51972,45,-0.3498,45,-0.3761
