ensg	z	p	f	symbol	dx	twas_method	twas_citation	method_thresh	tissue
NA	4.86334897	1.15E-06	NA	TNFSF4	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-6.421304585	1.35E-10	NA	RFWD2	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-5.747775321	9.04E-09	NA	ANGPTL1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	7.019658481	2.22E-12	NA	TOR1AIP2	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-6.326185074	2.51E-10	NA	TOR1AIP1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	7.315875894	2.56E-13	NA	GLUL	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	5.696492621	1.22E-08	NA	RGS16	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-6.2172478	5.06E-10	NA	EDEM3	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	5.114461275	3.15E-07	NA	FAM129A	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-10.96927859	5.37E-28	NA	IVNS1ABP	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	5.479566428	4.26E-08	NA	ASPM	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-5.248400051	1.53E-07	NA	ZBTB41	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	5.63158912	1.79E-08	NA	LMOD1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	5.539664387	3.03E-08	NA	PTPN7	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	17.9449473	5.26E-72	NA	ADIPOR1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	6.974245032	3.08E-12	NA	CYB5R1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-6.610594891	3.83E-11	NA	CHI3L1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-5.835326788	5.37E-09	NA	PPP1R15B	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	6.339118019	2.31E-10	NA	PIK3C2B	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-8.684511672	3.80E-18	NA	NUAK2	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	7.20941614	5.62E-13	NA	KLHDC8A	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	8.929627508	4.27E-19	NA	ELK4	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	5.308513088	1.11E-07	NA	LGTN	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	6.667461527	2.60E-11	NA	C1orf116	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	5.560063563	2.70E-08	NA	CD34	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	5.413080469	6.19E-08	NA	TMEM206	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-9.673994306	3.89E-22	NA	ANGEL2	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	13.9886247	1.83E-44	NA	WDR26	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	7.903967712	2.70E-15	NA	CDC42BPA	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-5.530654963	3.19E-08	NA	C1orf96	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	7.852065598	4.09E-15	NA	ABCB10	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	6.078839607	1.21E-09	NA	TAF5L	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-9.432779281	3.99E-21	NA	EXOC8	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	6.618987747	3.62E-11	NA	PCNXL2	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-5.976805832	2.28E-09	NA	TARBP1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-6.640446084	3.13E-11	NA	ARID4B	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	8.149743034	3.65E-16	NA	NID1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	6.230819064	4.64E-10	NA	HEATR1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-5.935857263	2.92E-09	NA	CHML	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-5.278241895	1.30E-07	NA	CEP170	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-5.444062454	5.21E-08	NA	ADSS	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	14.64126958	1.53E-48	NA	ACP1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	8.368462674	5.84E-17	NA	ASAP2	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	6.119996956	9.36E-10	NA	CPSF3	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	7.308064058	2.71E-13	NA	KLF11	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	7.635392931	2.25E-14	NA	LPIN1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	11.1624895	6.22E-29	NA	MFSD2B	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	4.985278338	6.19E-07	NA	NCOA1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	7.9654993	1.65E-15	NA	RAB10	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-6.793577092	1.09E-11	NA	EPT1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-4.855390746	1.20E-06	NA	TMEM214	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	6.236825536	4.47E-10	NA	AGBL5	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	5.050012876	4.42E-07	NA	KRTCAP3	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-9.083206468	1.05E-19	NA	FOSL2	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	6.971652836	3.13E-12	NA	PPP1CB	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	5.134767076	2.82E-07	NA	LBH	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-9.953567828	2.43E-23	NA	SLC30A6	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-6.258597444	3.88E-10	NA	YIPF4	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	10.581314	3.64E-26	NA	LTBP1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-7.777610259	7.39E-15	NA	C2orf56	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-6.276488644	3.46E-10	NA	FAM82A1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-11.68487204	1.52E-31	NA	PPM1B	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-4.84219684	1.28E-06	NA	CRIPT	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-4.833550769	1.34E-06	NA	FOXN2	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	5.633698054	1.76E-08	NA	ERLEC1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	5.710021276	1.13E-08	NA	CCDC104	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-8.662658127	4.61E-18	NA	PAPOLG	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	5.716155094	1.09E-08	NA	COMMD1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	8.277722516	1.26E-16	NA	HSPC159	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	9.647530364	5.04E-22	NA	ANXA4	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	8.148521761	3.68E-16	NA	PCBP1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-6.761422858	1.37E-11	NA	NAGK	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-6.572688268	4.94E-11	NA	ZNF638	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	6.443767741	1.17E-10	NA	ALMS1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	5.275130127	1.33E-07	NA	MTHFD2	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-5.303251682	1.14E-07	NA	DOK1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-6.020727269	1.74E-09	NA	HK2	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	9.624692625	6.29E-22	NA	KCMF1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	6.593856742	4.29E-11	NA	VAMP8	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	15.12182727	1.16E-51	NA	RPIA	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	13.02686021	8.61E-39	NA	MAL	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-7.073382002	1.51E-12	NA	CNNM3	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-6.565329756	5.19E-11	NA	UNC50	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	5.690467831	1.27E-08	NA	PDCL3	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	5.324222076	1.01E-07	NA	C2orf29	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-6.041889578	1.52E-09	NA	IL1R2	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-10.71473627	8.68E-27	NA	IL1RL1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-12.09080066	1.18E-33	NA	IL18R1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-6.224457501	4.83E-10	NA	IL18RAP	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	4.801072876	1.58E-06	NA	MRPS9	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-6.067461551	1.30E-09	NA	GCC2	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-6.915451815	4.66E-12	NA	RANBP2	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	11.12527841	9.45E-29	NA	TTL	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	6.026908452	1.67E-09	NA	IL1RN	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-7.775026552	7.54E-15	NA	PSD4	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-6.373444629	1.85E-10	NA	INSIG2	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	6.722168239	1.79E-11	NA	MARCO	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	16.26864836	1.65E-59	NA	GYPC	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	6.910250023	4.84E-12	NA	PTPN18	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-8.64314082	5.47E-18	NA	CCNT2	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	8.733323171	2.47E-18	NA	R3HDM1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-9.985962288	1.76E-23	NA	SPOPL	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-9.878347385	5.17E-23	NA	KYNU	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	6.954167099	3.55E-12	NA	MBD5	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	7.596845027	3.03E-14	NA	KIF5C	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-8.396295865	4.61E-17	NA	RIF1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	8.476415583	2.32E-17	NA	FMNL2	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-5.831802208	5.48E-09	NA	ARL6IP6	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	7.314753929	2.58E-13	NA	PKP4	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-5.04430497	4.55E-07	NA	44627	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-8.830426575	1.04E-18	NA	SLC4A10	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-6.807072264	9.96E-12	NA	PPIG	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	7.907142293	2.63E-15	NA	CYBRD1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-7.924095744	2.30E-15	NA	HAT1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	11.15034406	7.13E-29	NA	ZAK	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-7.189085997	6.52E-13	NA	MTX2	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-5.176619023	2.26E-07	NA	PLEKHA3	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-4.757410337	1.96E-06	NA	NUP35	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-5.404715781	6.49E-08	NA	WDR75	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	11.42165713	3.26E-30	NA	C2orf88	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	9.452342543	3.31E-21	NA	MFSD6	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-6.161556633	7.20E-10	NA	GLS	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	5.375870708	7.62E-08	NA	MYO1B	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-9.107086754	8.46E-20	NA	OBFC2A	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-6.149314519	7.78E-10	NA	COQ10B	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-4.881752992	1.05E-06	NA	MOBKL3	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-5.0202453	5.16E-07	NA	BZW1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	9.346319251	9.08E-21	NA	ABI2	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-6.307476323	2.84E-10	NA	CTLA4	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	5.505732734	3.68E-08	NA	ADAM23	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-5.682967363	1.32E-08	NA	RPE	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	5.279983514	1.29E-07	NA	SMARCAL1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-10.19890024	2.01E-24	NA	CTDSP1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	7.852882987	4.07E-15	NA	FAM134A	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	4.960461436	7.03E-07	NA	ZFAND2B	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	7.045385635	1.85E-12	NA	STK16	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	16.16329559	9.15E-59	NA	DNAJB2	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-8.323403075	8.55E-17	NA	STK11IP	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-5.050481977	4.41E-07	NA	ACSL3	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	5.487468144	4.08E-08	NA	RHBDD1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	5.016082561	5.27E-07	NA	SP140L	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	5.280520737	1.29E-07	NA	SP100	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	7.965420824	1.65E-15	NA	PSMD1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	4.696794	2.64E-06	NA	COPS7B	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	6.715646766	1.87E-11	NA	EIF4E2	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	14.00464176	1.46E-44	NA	UBE2F	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	6.108252521	1.01E-09	NA	GAL3ST2	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	6.024918209	1.69E-09	NA	ITGB1BP1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	11.39326357	4.52E-30	NA	ODC1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-5.80789783	6.33E-09	NA	WDR35	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-7.979875838	1.46E-15	NA	LAPTM4A	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-5.430645649	5.62E-08	NA	PUM2	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	5.995442439	2.03E-09	NA	C2orf44	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	5.220009654	1.79E-07	NA	ASXL2	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	6.471374464	9.71E-11	NA	HADHA	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	5.139167776	2.76E-07	NA	EIF2B4	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	6.042524489	1.52E-09	NA	PPM1G	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	6.954434629	3.54E-12	NA	SUPT7L	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	8.079706491	6.49E-16	NA	NLRC4	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	9.274719482	1.78E-20	NA	CDC42EP3	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-11.51535277	1.10E-30	NA	ATL2	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-5.55201588	2.82E-08	NA	OXER1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-6.214726928	5.14E-10	NA	THADA	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-7.423715956	1.14E-13	NA	SRBD1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-5.828449661	5.59E-09	NA	CALM2	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-4.711908524	2.45E-06	NA	FBXO11	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	18.25205461	1.99E-74	NA	PSME4	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-6.008362741	1.87E-09	NA	FANCL	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-6.210041231	5.30E-10	NA	XPO1	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	5.641324827	1.69E-08	NA	CCT4	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
NA	-5.155009123	2.54E-07	NA	C2orf86	BMI	TWAS_gene_level_aggregation	Tang_HumMolGen24	Gene_level_bonf_signif_p_under_2.9E-6	
