gene_id	gene_name	V12D07-075_D1	V13M13-362_A1	V12D07-075_A1	V12Y31-080_A1	V12D05-348_D1	V12D05-350_D1	V13M13-362_D1	V12D05-348_C1	V12D05-350_C1	V13Y24-346_C1	meanrank	samples_signif
ENSG00000184277	TM2D3	464	744	1291	470	494	705	1257	775	592	553	734.5	11
ENSG00000184302	SIX6		340		734	2134	1813		789	1661		1245.16666666667	7
ENSG00000184347	SLIT3	1150	2450	1148	762	1747	1141		949	1139		1310.75	9
ENSG00000184349	EFNA5	1135	1044		459	2241	2077		734	596		1183.71428571429	8
ENSG00000184368	MAP7D2	1639	2399	1088	2634	938	797	761	975	893	2212	1433.6	11
ENSG00000184402	SS18L1	3569				4350	3072			5179		4042.5	5
ENSG00000184408	KCND2	2971	1890	3136	3499	1892	1667	2078	2679	4554		2707.33333333333	10
ENSG00000184432	COPB2	4174	2509	3639		2782	3892	3528	2710	2200	2106	3060	10
ENSG00000184436	THAP7					3824	6129			4230		4727.66666666667	4
ENSG00000184451	CCR10				662	1494	1835					1330.33333333333	4
ENSG00000184486	POU3F2	1479				1213	883		1316	1294		1237	6
ENSG00000184489	PTP4A3						5590		3424	3728		4247.33333333333	4
ENSG00000184497	TMEM255B	200										200	2
ENSG00000184500	PROS1								1683	1676		1679.5	3
ENSG00000184515	BEX5	271	224	197	198	193	206	99	93	88	223	179.2	11
ENSG00000184524	CEND1	1377		1260	2999	1832	982	1043	737	761	1493	1387.11111111111	10
ENSG00000184545	DUSP8	3352	2470	2382		4103	4466	3607	2511	2733		3203	9
ENSG00000184557	SOCS3			488							399	443.5	3
ENSG00000184575	XPOT	4138		3883		5438	4106	3609	4794	4419	2281	4083.5	9
ENSG00000184588	PDE4B		2191	3399			5317	2698	5589	5880		4179	7
ENSG00000184602	SNN	4651	799			4356	4766	4054	3591	4948		3880.71428571429	8
ENSG00000184613	NELL2	302	580	477	637	269	359	200	156	216	437	363.3	11
ENSG00000184640	SEPTIN9	4256	2257	2974		4515	4478	2674	4000	3134		3536	9
ENSG00000184672	RALYL	1079	1273	903	1119	819	963	923	466	604	825	897.4	11
ENSG00000184708	EIF4ENIF1						6170			4832		5501	3
ENSG00000184743	ATL3					4624	3343		4850			4272.33333333333	4
ENSG00000184752	NDUFA12	1008	1362	1336	927	881	1188	1385	601	582	880	1015	11
ENSG00000184787	UBE2G2		3138			5641	6050		5222	6642		5338.6	6
ENSG00000184828	ZBTB7C									5002		5002	2
ENSG00000184831	APOO	3994	2887	3087		3950	5858	3096	2519	4324		3714.375	9
ENSG00000184840	TMED9	3870		2826		3426	3798	3228	2053	2295	2575	3008.875	9
ENSG00000184845	DRD1		71									71	2
ENSG00000184863	RBM33					5954						5954	2
ENSG00000184867	ARMCX2	1390		2983	1080	3058	2290	1452	2051	2859	2640	2200.33333333333	10
ENSG00000184887	BTBD6	2020			3005	2071	3280	2806	1856	1801	2859	2462.25	9
ENSG00000184897	H1FX	773	1639	2106	906	1478	1496	1204	970	1140	1359	1307.1	11
ENSG00000184900	SUMO3	857	1390	598	1057	1377	922	448	1189	916	800	955.4	11
ENSG00000184905	TCEAL2	519	1105	416	1184	790	1069	293	436	435	570	681.7	11
ENSG00000184916	JAG2	1793			1553	2506	2335		2191	3772		2358.33333333333	7
ENSG00000184924	PTRHD1	4438				4883	5658	3779	3770	5652		4696.66666666667	7
ENSG00000184939	ZFP90				3917	5734	4970	4695	5216	4961		4915.5	7
ENSG00000184983	NDUFA6	2018		1981	2953	3131	4652	2846	1918	2630	2118	2694.11111111111	10
ENSG00000184986	TMEM121						4784					4784	2
ENSG00000184990	SIVA1	1477		2690	2684	3980	2404	3220	1179	1393	1407	2270.44444444444	10
ENSG00000184992	BRI3BP	3395		3657		4838	5476		5455	5553		4729	7
ENSG00000185009	AP3M1	2547			1541	3358	3467		3896	5350		3359.83333333333	7
ENSG00000185022	MAFF			2723								2723	2
ENSG00000185024	BRF1				3312	4074	4911	4916	4268	5055		4422.66666666667	7
ENSG00000185033	SEMA4B						4059		4303	4507		4289.66666666667	4
ENSG00000185043	CIB1		3237		3914	3340	3763		1957	2168	3073	3064.57142857143	8
ENSG00000185046	ANKS1B	1723	1340	908	3632	1717	1531	1560	4168	4587	2319	2348.5	11
ENSG00000185052	SLC24A3	2068	2674	1159	1269	1588	1478	1051	973	1241	1369	1487	11
ENSG00000185070	FLRT2					3997	4840	2908		2698		3610.75	5
ENSG00000185088	RPS27L	1500	2000	3649	565	1894	4033	2852	2577	2716	1400	2318.6	11
ENSG00000185090	MANEAL	1471	1337		1580	2701	2377	2100	1857	1490	1595	1834.22222222222	10
ENSG00000185104	FAF1								5691	6055		5873	3
ENSG00000185115	NSMCE3	3194	3225	3777	929	2416	2540	2538	2374	3876		2763.22222222222	10
ENSG00000185122	HSF1	3895			3025	4768	3508		3748	3987	2294	3603.57142857143	8
ENSG00000185129	PURA	2587	3109	1797		5880		4910	5453			3956	7
ENSG00000185149	NPY2R	2153				884	881		694	464		1015.2	6
ENSG00000185187	SIGIRR	2744				5668	5707		5449	6310		5175.6	6
ENSG00000185189	NRBP2		2328	1227	3546	3481	2440	2848	3814	5183	2074	2993.44444444444	10
ENSG00000185201	IFITM2			582		1315	1491			2357	194	1187.8	6
ENSG00000185222	TCEAL9	3330	2999	1509	2241	2083	4494	4947	2247	3513	1962	2932.5	11
ENSG00000185236	RAB11B	3408	2971	3891		4120	3853	3084	3855	4644	2864	3632.22222222222	10
ENSG00000185262	UBALD2			2742			6022					4382	3
ENSG00000185274	GALNT17	2208			2371	1857	1566	2227		2297		2087.66666666667	7
ENSG00000185324	CDK10					3272	2561			3966		3266.33333333333	4
ENSG00000185340	GAS2L1							4802	5348	5521		5223.66666666667	4
ENSG00000185352	HS6ST3	2810	2138	1742	2188	1886	1779	1693	1844	2381		2051.22222222222	10
ENSG00000185359	HGS					5937	5154		4276	6367		5433.5	5
ENSG00000185414	MRPL30				3458	4146	4008	4775	4693	4735		4302.5	7
ENSG00000185418	TARSL2							3167				3167	2
ENSG00000185420	SMYD3					5495	3232	3867	4167	4689		4290	6
ENSG00000185432	METTL7A	2448	1177	1771	860	267	208	2307	1607	1201	1242	1308.8	11
ENSG00000185437	SH3BGR								5306	6426		5866	3
ENSG00000185442	FAM174B					4965	4320					4642.5	3
ENSG00000185475	TMEM179B					4347	3621		4775	4780		4380.75	5
ENSG00000185513	L3MBTL1				3216	5055	3898			3462		3907.75	5
ENSG00000185518	SV2B	3644	906	1151	478	1575	1038	3532		1743		1758.375	9
ENSG00000185519	FAM131C						5053			6130		5591.5	3
ENSG00000185551	NR2F2	631	248	435	60	227	198	252	733	770	335	388.9	11
ENSG00000185559	DLK1	146	46	204	32	72	154	421	95	100	202	147.2	11
ENSG00000185565	LSAMP	2830	1032	1009	2482	1816	1474	896	2258	1199	1230	1622.6	11
ENSG00000185567	AHNAK2	3297					4679	1602	3000	3392		3194	6
ENSG00000185608	MRPL40	2026		3406	1525	3170	2958	4044	2685	2239	1807	2651.11111111111	10
ENSG00000185615	PDIA2				1311	3513	1956					2260	4
ENSG00000185619	PCGF3					4817	4454			6093		5121.33333333333	4
ENSG00000185624	P4HB	1252	796	2305	1582	1680	1728	3085	1912	1556	1894	1779	11
ENSG00000185627	PSMD13	2967		2429	3778	2763	3593	2232	2508	3655	3149	3008.22222222222	10
ENSG00000185630	PBX1	3326		1719		1921	2681	2745	2422	1971		2397.85714285714	8
ENSG00000185633	NDUFA4L2					2383	4572			4299		3751.33333333333	4
ENSG00000185650	ZFP36L1	291	1722	1207	823	539	880	1070	772	874	384	856.2	11
ENSG00000185651	UBE2L3	3091	1588	3272	2316	4931	3765	3238	2471	3214	3090	3097.6	11
ENSG00000185658	BRWD1	986	1948	818	3187	1026	902	954	1241	1127	640	1282.9	11
ENSG00000185681	MORN5								457	1022		739.5	3
ENSG00000185716	MOSMO			3936		4235	5031		4128	3843		4234.6	6
ENSG00000185721	DRG1	3335		3894		4797	5380		3840	4335		4263.5	7
ENSG00000185722	ANKFY1	4004			3585	4939	4883		5434	3659		4417.33333333333	7
ENSG00000185728	YTHDF3					3713		4747		6483		4981	4
ENSG00000185736	ADARB2							2262				2262	2
ENSG00000185742	C11orf87		1136				2105					1620.5	3
ENSG00000185745	IFIT1	928	1419	1083	284	3017	2906	4703	1197	1204	575	1731.6	11
ENSG00000185774	KCNIP4	2285	2063	1107	751	1128	1056	493	878	1119	523	1140.3	11
ENSG00000185787	MORF4L1	900	185	412	329	326	678	265	632	519	292	453.8	11
ENSG00000185800	DMWD	3465	3172	4011		3790	5397	3650	2369	3523	2743	3568.88888888889	10
ENSG00000185803	SLC52A2					5342	4995					5168.5	3
ENSG00000185808	PIGP	2180			684	2257	3590	4967	4556	5185		3345.57142857143	8
ENSG00000185813	PCYT2					4516	6196	4790	4954	6640		5419.2	6
ENSG00000185818	NAT8L	2120	2041	1002	1402	3391	3421	1449	1385	791		1889.11111111111	10
ENSG00000185825	BCAP31	1169	1314	2580	3451	2571	3937	1378	1266	1538	3152	2235.6	11
ENSG00000185880	TRIM69	3438			2833	5549	5516	4599	4205	4588		4389.71428571429	8
ENSG00000185883	ATP6V0C	310	479	168	310	232	245	108	151	152	237	239.2	11
ENSG00000185896	LAMP1	1706	1983	2493	3263	1953	1976	1608	4427	3973	2420	2580.2	11
ENSG00000185904	LINC00839					3844	2810		1289	1718		2415.25	5
ENSG00000185909	KLHDC8B	544	787	1020	312	1216	1559	2395	787	1120	1509	1124.9	11
ENSG00000185920	PTCH1	2545		2419				2394	2213	1773		2268.8	6
ENSG00000185950	IRS2		3129	1421	1536	2172	1442	1545	4538	2872	2011	2296.22222222222	10
ENSG00000185963	BICD2	4626								6348		5487	3
ENSG00000185985	SLITRK2						5299	4664	4313	4228		4626	5
ENSG00000186010	NDUFA13	367	619	646	402	595	1191	838	566	779	1303	730.6	11
ENSG00000186020	ZNF529	3386						4168		6587		4713.66666666667	4
ENSG00000186063	AIDA		2866	3803				4912	5389	6469		4687.8	6
ENSG00000186106	ANKRD46	3712	1991	2226		2314	1738	1234	2926	2961	1916	2335.33333333333	10
ENSG00000186111	PIP5K1C				3562		5237	2353		4469		3905.25	5
ENSG00000186153	WWOX									6484		6484	2
ENSG00000186166	CCDC84						5894					5894	2
ENSG00000186184	POLR1D	3116	3199	3938	1730	2381	4159	3327	3603	4691	1974	3211.8	11
ENSG00000186187	ZNRF1	1666	2939	1943	2427	3067	2343	1899	1457	1716	1388	2084.5	11
ENSG00000186205	MARC1					1417	945		1521	1094		1244.25	5
ENSG00000186231	KLHL32						5398	3199				4298.5	3
ENSG00000186260	MRTFB	634	226	760	437	934	1060	398	622	920	587	657.8	11
ENSG00000186283	TOR3A					4647	4128		5130	3232		4284.25	5
ENSG00000186288	PABPC1L2A						5485					5485	2
ENSG00000186297	GABRA5	248	96	176	108	164	189	312	138	301	552	228.4	11
ENSG00000186298	PPP1CC	3538	2778	3948	3849	2608	4682	4129	3772	4189		3721.44444444444	10
ENSG00000186310	NAP1L3	239	180	205	614	122	118	223	150	192	252	229.5	11
ENSG00000186318	BACE1	2075		518		5933	5335	983	4222	3586		3236	8
ENSG00000186340	THBS2							3137		6308		4722.5	3
ENSG00000186350	RXRA						3729	5034	4570	5029		4590.5	5
ENSG00000186352	ANKRD37									5525		5525	2
ENSG00000186377	CYP4X1	1902			1976	1774	2128	1389	2091	2080		1905.71428571429	8
ENSG00000186395	KRT10	4299	2337	1836	2785	3903	3536	3487	2184	4364	2288	3101.9	11
ENSG00000186409	CCDC30									4263		4263	2
ENSG00000186416	NKRF	2438	1744	2902	3047	3051	3041	2423	2418	2549		2623.66666666667	10
ENSG00000186417	GLDN			246				270				258	3
ENSG00000186432	KPNA4	3017	3136	2250		4362	4301	2753	4657	3326	2664	3385.11111111111	10
ENSG00000186439	TRDN	1251		345	519	21	27		166	114	222	333.125	9
ENSG00000186462	NAP1L2	764	1493	733	1153	779	629	368	476	520	962	787.7	11
ENSG00000186468	RPS23	478	1006	474	651	633	649	546	2080	2066	1071	965.4	11
ENSG00000186469	GNG2	117	93	148	182	239	203	87	198	162	220	164.9	11
ENSG00000186472	PCLO	731	1620	486	1190	1211	1183	656	900	1196	725	989.8	11
ENSG00000186480	INSIG1	2804	1064	824		2915	3349	3392	3961	5586	2022	2879.66666666667	10
ENSG00000186487	MYT1L	1311	1498	881	855	923	852	1331	706	879	1162	1039.8	11
ENSG00000186501	TMEM222	2813	2905		1561	4642	2503	3142	1948	2626	2630	2752.22222222222	10
ENSG00000186575	NF2									6992		6992	2
ENSG00000186577	SMIM29	1866	1250	3076	539	1568	1643	1554	1804	1695	1284	1627.9	11
ENSG00000186591	UBE2H		2785	3440	3130	5955	4914	4136	5094	4696	2482	4070.22222222222	10
ENSG00000186635	ARAP1					5574	6053		4757	6226		5652.5	5
ENSG00000186642	PDE2A		353		1044	2473	1222	2408		2528		1671.33333333333	7
ENSG00000186648	CARMIL3						3209					3209	2
ENSG00000186660	ZFP91					5847			5299			5573	3
ENSG00000186687	LYRM7	3134				5839		4614				4529	4
ENSG00000186710	CFAP73								164	177		170.5	3
ENSG00000186716	BCR	3721	1382		2423	5843	4222	2034	3593	4073		3411.375	9
ENSG00000186787	SPIN2B					3945	4930					4437.5	3
ENSG00000186815	TPCN1						5261		5672			5466.5	3
ENSG00000186834	HEXIM1		2708		2237	3574	5519	3210	3325	3671		3463.42857142857	8
ENSG00000186866	POFUT2				1449	4587	3806			2332		3043.5	5
ENSG00000186868	MAPT	2138	474	656	983	696	620	876	1093	848	918	930.2	11
ENSG00000186889	TMEM17	677	956		454	1095	1520	2333	1331	974		1167.5	9
ENSG00000186908	ZDHHC17	3705	1937			2865	2556	3071	5503	5154		3541.57142857143	8
ENSG00000186973	FAM183A								96	166		131	3
ENSG00000187051	RPS19BP1	3007		3876		3189	4140	3661	3324	4164		3623	8
ENSG00000187068	C3orf70									6608		6608	2
ENSG00000187079	TEAD1	3969	1220	3060	1739	3127	2563	3416	3173	2342	2573	2718.2	11
ENSG00000187094	CCK	856	83	226	171	341	312	482	349	461	233	351.4	11
ENSG00000187109	NAP1L1	710	1846	726	2133	1600	2923	1256	2994	3126	2416	1973	11
ENSG00000187118	CMC1	4578			2022	4045	3506	4267	3844	4784		3863.71428571429	8
ENSG00000187122	SLIT1	1329	663	630	461	750	742	625	867	776	815	765.8	11
ENSG00000187123	LYPD6							1112				1112	2
ENSG00000187134	AKR1C1	2509				4000			3576	6407		4123	5
ENSG00000187135	VSTM2B					2249	1698					1973.5	3
ENSG00000187147	RNF220	4482	2062	3882		4066	3895	4618	5228	4867	2445	3949.44444444444	10
ENSG00000187164	SHTN1	882	2190	878	2016	3699	4416	892	2857	4916	1949	2469.5	11
ENSG00000187186	AL162231.1	1593	1465	3000	551	2515	3430	2216	2279	2426	2047	2152.2	11
ENSG00000187189	TSPYL4	408	339	274	746	356	595	256	345	271	474	406.4	11
ENSG00000187193	MT1X	2004		147	468	368	375		407	516	246	566.375	9
ENSG00000187231	SESTD1							3660				3660	2
ENSG00000187239	FNBP1	4298	2711	3436		4241		3346	5708			3956.66666666667	7
ENSG00000187240	DYNC2H1						5682		4523	3349		4518	4
ENSG00000187257	RSBN1L									6489		6489	2
ENSG00000187325	TAF9B					3301	3595	4731	5252	6197		4615.2	6
ENSG00000187391	MAGI2	3220	2583	3521	2364	3637	3317		4740	4820		3525.25	9
ENSG00000187398	LUZP2	3321	1067	3501	3614	1969	2511	1802	3995	3739	2560	2807.9	11
ENSG00000187446	CHP1	2799	1249	1062	1645	3221	3285	1988	2149	2740	2370	2250.8	11
ENSG00000187479	C11orf96	518	3179	697	953	1765	1495	2121	1031	1583	64	1340.6	11
ENSG00000187514	PTMA	144		270	623	519	462	177	591	552	843	464.555555555556	10
ENSG00000187555	USP7	3799	2275	3277	3401	3102	3245	3100	3255	4037	2213	3170.4	11
ENSG00000187601	MAGEH1	688	420	1232	804	666	633	1295	474	669	756	763.7	11
ENSG00000187608	ISG15	822		1303	164	2111	3517	2659	1516	1176	407	1519.44444444444	10
ENSG00000187624	C17orf97									5030		5030	2
ENSG00000187630	DHRS4L2									6902		6902	2
ENSG00000187634	SAMD11				270				2766	4091		2375.66666666667	4
ENSG00000187664	HAPLN4		745			3068	2843	2737	1476	1871		2123.33333333333	7
ENSG00000187672	ERC2	4039		2037	3505	2904	2942					3085.4	6
ENSG00000187713	TMEM203					4266		4032	4010	3964		4068	5
ENSG00000187714	SLC18A3									877		877	2
ENSG00000187730	GABRD		120									120	2
ENSG00000187735	TCEA1	4062	2194			3819	4807	3426	4182	5575		4009.28571428571	8
ENSG00000187742	SECISBP2									6625		6625	2
ENSG00000187764	SEMA4D	1186	2525	424			5995	560	3983	5564	1519	2719.5	9
ENSG00000187773	DIPK1C								5101	3933		4517	3
ENSG00000187866	FAM122A						5826					5826	2
ENSG00000187954	CYHR1	3126			2593	4275	3759	4194	3833	3339	2740	3482.375	9
ENSG00000187957	DNER	629	196	649	604	897	977	2021	1199	1284	787	924.3	11
ENSG00000188010	MORN2	1088	2940		1082	1714	2027	2754	831	937	1917	1698.88888888889	10
ENSG00000188011	RTP5	1510	551	779	537	2122	1809	198	754	572	905	973.7	11
ENSG00000188021	UBQLN2	1319	3135	1147	3251	1233	1703	1636	1050	1540	2093	1810.7	11
ENSG00000188039	NWD1								2154	2244		2199	3
ENSG00000188042	ARL4C	2175	328	1541	1348	1617	1604	1687	1386	1219	2414	1531.9	11
ENSG00000188130	MAPK12	3086					4527					3806.5	3
ENSG00000188133	TMEM215					485	430					457.5	3
ENSG00000188153	COL4A5							953		3394		2173.5	3
ENSG00000188158	NHS						3619					3619	2
ENSG00000188177	ZC3H6	2531			3745	5739	5774			7003		4958.4	6
ENSG00000188186	LAMTOR4	2324	2933	2965		1893	4109	3400	2626	2918	2540	2856.44444444444	10
ENSG00000188191	PRKAR1B	171	292	129	294	151	135	65	97	125	151	161	11
ENSG00000188229	TUBB4B	258	118	741	460	455	588	122	140	168	363	341.3	11
ENSG00000188243	COMMD6	2259	2370		894	1389	2473	2880	1594	2196	1876	1992.33333333333	10
ENSG00000188290	HES4	3046	2251	1891	2933	2219	2788	1337	2913	1898	1061	2233.7	11
ENSG00000188313	PLSCR1			2136						5490		3813	3
ENSG00000188342	GTF2F2					5508	5941		5236	5934		5654.75	5
ENSG00000188343	FAM92A	4704				3708	4787	3893	3232	3542		3977.66666666667	7
ENSG00000188352	FOCAD	3622			3822	4572	2410	2243	2380	2661		3101.42857142857	8
ENSG00000188419	CHM	3868				4813	5105		5020	4119		4585	6
ENSG00000188486	H2AFX						5748	4313		5341		5134	4
ENSG00000188517	COL25A1	1803	1323		2438	739	315	1848	356	124	839	1087.22222222222	10
ENSG00000188529	SRSF10		1860	3550	3841	4484	4675	4103	4396	4415	2325	3738.77777777778	10
ENSG00000188536	HBA2	73	109	77	121	155	290	403	14	11	36	128.9	11
ENSG00000188554	NBR1	4698				4882	5693	4447	4406	6328		5075.66666666667	7
ENSG00000188573	FBLL1	982	993	1168	1165	1148	1253	578	807	728	868	969	11
ENSG00000188580	NKAIN2						2638	2077	3386	4856		3239.25	5
ENSG00000188612	SUMO2	786	1241	1268	1365	1202	1223	1512	982	1293	715	1158.7	11
ENSG00000188613	NANOS1	1204			1387	1845	2303		2172	3116		2004.5	7
ENSG00000188620	HMX3					410	389					399.5	3
ENSG00000188636	RTL6					5892		4117	5011	5176		5049	5
ENSG00000188643	S100A16			2865			3933	4097	3649	4897	661	3350.33333333333	7
ENSG00000188647	PTAR1									6033		6033	2
ENSG00000188674	C2orf80	1511	2326	1911	744	1455	1567	979	1348	1766	2034	1564.1	11
ENSG00000188677	PARVB	1659			1490	2138	2425	1697	2575	3151		2162.14285714286	8
ENSG00000188690	UROS	3342	2155	3044	2984	2355	3254	2535	2814	4984		3051.88888888889	10
ENSG00000188706	ZDHHC9			1886				1524		6687		3365.66666666667	4
ENSG00000188725	SMIM15					5515			5578	6084		5725.66666666667	4
ENSG00000188730	VWC2		908	1021	2452	1329	1792	1973	3117	2076		1833.5	9
ENSG00000188732	FAM221A							3638				3638	2
ENSG00000188747	NOXA1						5026					5026	2
ENSG00000188783	PRELP					390	316		213	165	274	271.6	6
ENSG00000188803	SHISA6	3390		1722				1306	2507	1983		2181.6	6
ENSG00000188846	RPL14	718	1077	686	739	420	1187	996	856	1610	1018	930.7	11
ENSG00000188895	MSL1	3085	1966	3826	2636	3010	3083	3645	3663	3033	2961	3090.8	11
ENSG00000188931	CFAP126								279	315		297	3
ENSG00000188938	FAM120AOS	2334	2749		1863	4750	2887		2923	3376	1834	2839.5	9
ENSG00000188976	NOC2L	3338				5405	5690	3678	4716	5457		4714	7
ENSG00000188981	MSANTD1					2834	1974			2746		2518	4
ENSG00000188986	NELFB					5479		4514		5102		5031.66666666667	4
ENSG00000188994	ZNF292					5731	5267			6161		5719.66666666667	4
ENSG00000189043	NDUFA4	878	299	318	107	177	249	385	336	302	334	338.5	11
ENSG00000189056	RELN		638			713	444		2226	2401		1284.4	6
ENSG00000189058	APOD	164	1636	160	951	515	395	101	525	358	140	494.5	11
ENSG00000189060	H1F0	2349	1763	3728	2884	1578	2482		3978	4080		2855.25	9
ENSG00000189067	LITAF			1074				677	3553	3980		2321	5
ENSG00000189077	TMEM120A	4155				4161	4562	3252	3246	4870		4041	7
ENSG00000189091	SF3B3	1969	3254		3671	3514	4034	4349	4172	3100	3114	3464.11111111111	10
ENSG00000189127	ANKRD34B	68		173	53	80	116	1218	118	262		261	9
ENSG00000189129	PLAC9					2068	2469		1901	3996		2608.5	5
ENSG00000189157	FAM47E				2498	4455	4950			3093		3749	5
ENSG00000189159	JPT1	372	1253	422	339	360	590	241	377	352	490	479.6	11
ENSG00000189171	S100A13	2528	2657	1474	1315	1719	1021	2561	4361	4891	1690	2421.7	11
ENSG00000189180	ZNF33A				2239	5633			5510	6575		4989.25	5
ENSG00000189195	BTBD8	4106	1617		3715	3889	3144		5040	5918		3918.42857142857	8
ENSG00000189221	MAOA	1684	1770	1720	1470	3332	3023	2036	2358	1593	2431	2141.7	11
ENSG00000189227	C15orf61	2752	1807		3506	3187	3458	3713	2655	2662	2776	2946.22222222222	10
ENSG00000189241	TSPYL1	209	433	201	433	202	262	170	149	178	209	244.6	11
ENSG00000189266	PNRC2			3091		5003	5449			5833		4844	5
ENSG00000189292	ALKAL2					844						844	2
ENSG00000189306	RRP7A	4613		3877		5181				6714		5096.25	5
ENSG00000189337	KAZN		3084	2105		2342	1914	3304	5565	5896		3458.57142857143	8
ENSG00000189350	TOGARAM2									1580		1580	2
ENSG00000189367	KIAA0408	2505	2202	2452	3028	2087	2830	3198	3339	3234	3142	2801.7	11
ENSG00000189369	GSPT2	2823	2817		2360	2214	4119	1773	2622	2153	2928	2645.44444444444	10
ENSG00000189376	C8orf76						5766					5766	2
ENSG00000189403	HMGB1	1036	1973	1067	1777	1422	1375	1233	2540	2366	1195	1598.4	11
ENSG00000196072	BLOC1S2	1994	1788	2151	2263	1693	1842	2020	2879	3127	2240	2199.7	11
ENSG00000196090	PTPRT			1105	2121	1145	746	1531	705	706		1151.28571428571	8
ENSG00000196091	MYBPC1	3831		1872	2202			3807	4600	3740		3342	7
ENSG00000196104	SPOCK3	1492	1210	1011	2667	822	1071	1143	2690	2307	760	1517.3	11
ENSG00000196118	CCDC189	2072					3999	2391				2820.66666666667	4
ENSG00000196123	KIAA0895L					5727	3738			4036		4500.33333333333	4
ENSG00000196126	HLA-DRB1	750		721	2167	273	306	3562	1224	857	185	1116.11111111111	10
ENSG00000196136	SERPINA3	33	167	52	131	108	129	46	415	237	25	134.3	11
ENSG00000196139	AKR1C3								2436	3509		2972.5	3
ENSG00000196141	SPATS2L	2377	1176	3078	2101	365	215	4888	369	310	1450	1632.9	11
ENSG00000196154	S100A4								1393	1060		1226.5	3
ENSG00000196177	ACADSB	4480	3051	3652		5110	4640	3646	5061	6155		4474.375	9
ENSG00000196187	TMEM63A							772				772	2
ENSG00000196189	SEMA4A					5234	4290	1663		2323		3377.5	5
ENSG00000196199	MPHOSPH8				2964	4597	3592	3251	5189	6030		4270.5	7
ENSG00000196208	GREB1	1245			856	2252	1322					1418.75	5
ENSG00000196218	RYR1	3061				4622	5374		3201	4468		4145.2	6
ENSG00000196220	SRGAP3	2348	3087	3122		5460	3240	2198	3427	2165	1933	2997.77777777778	10
ENSG00000196227	FAM217B	4435	3270	3426		5100	3572	5084	4717	6550		4519.25	9
ENSG00000196230	TUBB	207	111	275	290	218	238	63	117	136	210	186.5	11
ENSG00000196235	SUPT5H	4246	2650	3880	2481	3294	4156	4256	4210	4116		3698.77777777778	10
ENSG00000196262	PPIA	387	542	263	632	508	540	389	456	594	443	475.4	11
ENSG00000196277	GRM7	2000			2389	1906	1824	2621		1857		2099.5	7
ENSG00000196305	IARS	2250	2602	2570	2831	2845	2153	1824	2069	2185	2790	2411.9	11
ENSG00000196313	POM121	4402				3344	3857		3674	3855		3826.4	6
ENSG00000196323	ZBTB44			3328		5057	6045			6223		5163.25	5
ENSG00000196338	NLGN3	3304				3741	4017	3445	3652	3640	2777	3510.85714285714	8
ENSG00000196352	CD55	262	839	727	1964	3595	2247	4344	1688	2942	3084	2169.2	11
ENSG00000196353	CPNE4						1181					1181	2
ENSG00000196361	ELAVL3	2315		2765	2471	1188	1193	2576	4418	4569	2259	2639.33333333333	10
ENSG00000196363	WDR5					5560	4962			4673		5065	4
ENSG00000196365	LONP1	4178		3356	3830	5398		4794	4548	5201		4472.14285714286	8
ENSG00000196367	TRRAP					5111	6080					5595.5	3
ENSG00000196368	NUDT11	748	1178	440	598	725	871	194	636	753	820	696.3	11
ENSG00000196372	ASB13					4312	3917					4114.5	3
ENSG00000196376	SLC35F1	4283	752	2837	2764	3435	2747	2771		2225		2726.75	9
ENSG00000196405	EVL	1137	1304	1018	2580	1255	981	833	1107	1350	948	1251.3	11
ENSG00000196419	XRCC6	894	1329	1974	1552	1793	2729	1762	1260	1646	2154	1709.3	11
ENSG00000196428	TSC22D2			3294		5176	4217	3884	5008	6043		4603.66666666667	7
ENSG00000196440	ARMCX4						6144			5293		5718.5	3
ENSG00000196455	PIK3R4									5059		5059	2
ENSG00000196459	TRAPPC2				2074	3214	3485	4396		3688		3371.4	6
ENSG00000196465	MYL6B	1230	1317	1094	1104	1764	1943	909	1287	1325	1810	1378.3	11
ENSG00000196470	SIAH1						5691			4266		4978.5	3
ENSG00000196498	NCOR2	2358	2382	2548	2455	3284	4093		3016	3294	2060	2832.22222222222	10
ENSG00000196502	SULT1A1	2214			3573	2817	2104	2138	2155	2182		2454.71428571429	8
ENSG00000196504	PRPF40A	4630		2353		5051	6040		5099	6376		4924.83333333333	7
ENSG00000196507	TCEAL3	2137	1013	2699	1155	2562	2559	2044	2230	2498	1800	2069.7	11
ENSG00000196510	ANAPC7	3542			3048		5220	3332	4018	5116		4046	7
ENSG00000196517	SLC6A9							4468		5591		5029.5	3
ENSG00000196531	NACA	671	1444	941	3570	1238	2928	1266	2118	3066	2524	1976.6	11
ENSG00000196547	MAN2A2			2146			4786	2533	5045	6891	2696	4016.16666666667	7
ENSG00000196562	SULF2	2336			2993	2085	1973	3366	2395	2692		2548.57142857143	8
ENSG00000196569	LAMA2								1390	792		1091	3
ENSG00000196576	PLXNB2	4154				1712	1087		2085	1620	885	1923.83333333333	7
ENSG00000196581	AJAP1						4761					4761	2
ENSG00000196586	MYO6			3623			5687	3930	5732	6265		5047.4	6
ENSG00000196591	HDAC2	2255	2924	3032	3339	2260	2624	4031	2589	4272	2275	2960.1	11
ENSG00000196628	TCF4				2650	2655	2376	4690	5054	4622		3674.5	7
ENSG00000196636	SDHAF3								4930	5585		5257.5	3
