"label" "pval" "genesource_alldxes_domain_FDR" "signature" "geneset" "overlap" "background" "hits" "spdomain_sex" "genesource" "globalfdr"
"599" "Anorexia" 0.39 0.79 361 15 1 10974 "ARRB1" "x7_MaleUp" "twas" 1
"600" "ADHD" 0.4 0.79 361 448 16 10974 "POMC,ACTR3B,TEX10,KIAA1109,PLCL2,BAG4,ELAVL4,SNAPC4,LUZP1,BRWD1,NCKIPSD,CCDC7,NSF,IP6K1,RUNX1T1,CDC27" "x7_MaleUp" "twas" 1
"601" "BIP" 0.46 0.79 361 165 6 10974 "FAM193A,ERVK3-1,BSN,NSF,CDC27,CKMT1A" "x7_MaleUp" "twas" 1
"602" "SCZ" 0.65 0.98 361 995 31 10974 "NSF,PLCL2,RETREG2,KIF21A,UBE2O,PPP1R13B,C5orf63,RAB27B,MACROD2,NRGN,LRP8,SLC4A1AP,ZNF318,CADPS,BRD8,BAG4,SYT1,MAPT,PACSIN1,CSDC2,ORC4,UBE2Z,FAM81A,TRIM37,QPCT,NICN1,RABGAP1L,ST6GALNAC6,PPME1,ATG2A,GDPD1" "x7_MaleUp" "twas" 1
"603" "AD" 0.92 1 361 326 7 10974 "NICN1,GRAMD1B,MYPOP,ANK2,CAMK4,KCNJ3,STX1B" "x7_MaleUp" "twas" 1
"604" "BMI" 0.94 1 361 3438 100 10974 "POMC,AP1S1,GON4L,GDPD1,USP33,PPP1R13B,CSRNP3,DCUN1D4,ATG2A,PACSIN1,ARPP21,PRKN,UBE2Z,STX1B,C2CD2L,PRRT2,NICN1,IDS,ACVR2A,RAB27B,DNAJB14,HPCAL4,FAM219B,LUZP1,CALB2,RETREG2,GUCY1A1,AAK1,NRXN2,PPM1A,TEX10,DLK1,BRWD1,MAP2K4,IP6K1,ARHGEF7,MYPOP,PDS5B,SOCS5,TIMM17A,CLCN6,DOCK3,OPLAH,RHOF,ATP2B1,RAB3A,NLGN1,RABGAP1L,PCSK1,ADARB1,BRD8,FBXO9,CSDC2,CKMT1A,CHD5,RTP5,SCN2A,ADGRB2,RMST,FAM193A,DYNLL2,ERICH3,RALYL,DNAJC6,EPCAM,SPRYD3,RIMKLA,DEDD2,ELAVL4,BSN,RAPH1,BRINP3,RIMS1,NSF,PRLHR,HNRNPUL2,CDC27,HECTD1,GPR135,MEG8,RBM33,NDEL1,TMEM161B,ZNF512,ASMTL,CAPRIN2,TMEM91,PLCB4,QPCT,SPTBN2,MTMR6,MAP1A,SYT7,ETV1,UBE2O,ELOVL4,NCS1,IGIP,TTC7B,CHST1" "x7_MaleUp" "twas" 1
"605" "TS" 1 1 361 4 0 10974 "" "x7_MaleUp" "twas" 1
"606" "AUD" 1 1 361 1 0 10974 "" "x7_MaleUp" "twas" 1
"607" "Lefthanded" 0.22 1 411 9 1 15085 "LRRC37A2" "x8_MaleUp" "twas" 1
"608" "GAD" 0.24 1 411 10 1 15085 "KANSL1-AS1" "x8_MaleUp" "twas" 1
"609" "ASD" 0.33 1 411 43 2 15085 "KANSL1-AS1,LRRC37A2" "x8_MaleUp" "twas" 1
"610" "Anorexia" 0.37 1 411 17 1 15085 "ANKRD52" "x8_MaleUp" "twas" 1
"611" "AD" 0.58 1 411 414 11 15085 "ZFP90,CD2AP,NYAP1,PROC,ANK2,MTMR3,MTSS2,TMEM170B,PLCH1,CAMK4,PLEKHA1" "x8_MaleUp" "twas" 1
"612" "MDD" 0.84 1 411 304 6 15085 "DCC,DENND1B,PSMD4,ZMAT2,RASGRP1,NAB2" "x8_MaleUp" "twas" 1
"613" "BIP" 0.98 1 411 214 2 15085 "CHMP1A,CKMT1A" "x8_MaleUp" "twas" 1
"614" "ADHD" 0.99 1 411 545 7 15085 "HNRNPL,XAF1,SLC22A15,RNF168,RBPJ,PDGFD,COL5A2" "x8_MaleUp" "twas" 1
"615" "SCZ" 0.99 1 411 1206 21 15085 "ZMAT2,CACNA1I,LRRC37A2,GATAD2B,NAB2,SH3RF1,DCC,AKT3,NSUN6,CPEB1,PIAS2,C1orf216,CSDC2,FBXL17,ORC4,GRIN2A,ZNF365,THAP5,KIF2A,TLN2,BTRC" "x8_MaleUp" "twas" 1
"616" "BMI" 1 1 411 4112 73 15085 "SHTN1,SAMD11,EFR3B,NEIL2,DCUN1D4,FAM214B,TPST2,NAP1L4,CLGN,ARL8A,RASGRP1,WSCD1,ZFYVE1,BDNF,CACNA1I,ALDH1A1,GUCY1A1,FGD4,SLC22A15,ZMAT2,PIAS2,ARHGEF7,SSBP2,TCF7L2,DIO2,KCNK4,NRXN3,KAT7,MBNL3,PLEKHA5,ADARB1,MPZL1,RNF168,METTL15,TRIM47,FBXL17,CSDC2,CKMT1A,TPM1,RAD54B,ST6GALNAC3,BTBD11,RRAGC,RPAP2,ENPP1,FRY,USP48,RAPH1,ANKRD28,ARMC10,HCRTR2,DNMT3A,BCR,PTPRM,FRMPD1,OPTN,ZBTB44,XPO7,SAMD12,GRM3,GNL3L,MTMR6,PSMD4,NFKB1,STOML1,MTMR3,CBX4,IGIP,C8orf34,C2orf88,MTSS2,CHST1,AGO3" "x8_MaleUp" "twas" 1
"617" "TS" 1 1 411 4 0 15085 "" "x8_MaleUp" "twas" 1
"618" "AUD" 1 1 411 2 0 15085 "" "x8_MaleUp" "twas" 1
"619" "ASD" 0.061 0.73 277 43 3 13187 "KANSL1-AS1,RSRC1,WNT3" "x9_MaleUp" "twas" 0.622065934065934
"620" "GAD" 0.21 1 277 11 1 13187 "KANSL1-AS1" "x9_MaleUp" "twas" 0.99175572519084
"621" "ADHD" 0.38 1 277 507 12 13187 "SNHG7,BID,ARID4A,PCNX1,DOK4,LATS1,BAG4,RNF168,KIF27,RSRC1,RTL5,CDC27" "x9_MaleUp" "twas" 1
"622" "AD" 0.39 1 277 376 9 13187 "NYAP1,CELF1,ZKSCAN1,FCF1,ZC3H12B,ZNF230,PITPNB,KCNJ3,CCDC6" "x9_MaleUp" "twas" 1
"623" "MDD" 0.69 1 277 276 5 13187 "ZNF638,DOCK3,RSRC1,CDC27,FCF1" "x9_MaleUp" "twas" 1
"624" "SCZ" 0.98 1 277 1121 15 13187 "PCNX1,POLR3H,KIF21A,GATAD2B,KANSL3,FXR1,AKT3,BAG4,CELF1,FBXL17,PPP1R21,CREB1,RRN3,UGGT2,RALGAPA2" "x9_MaleUp" "twas" 1
"625" "BIP" 0.98 1 277 194 1 13187 "CDC27" "x9_MaleUp" "twas" 1
"626" "BMI" 1 1 277 3829 61 13187 "TNRC6B,GON4L,BID,RIPOR2,SKAP2,BPTF,DCUN1D4,CACUL1,TLCD4,TYRO3,DNAJB14,CELF1,AAK1,RSRC1,EIF5A,CREB1,MAP2K4,ZNF654,PCSK2,PDS5B,TCF7L2,DOCK3,ATP2B1,KLHL8,CDH13,FAM210B,OBI1,RNF168,UGGT2,PIAS1,ZNF713,FBXL17,ZKSCAN1,ZRANB2,SETD2,SOX11,IFI6,PARD3B,TAF15,RASSF2,ARID4A,RRN3,SLITRK4,RIMS1,OPTN,SLC22A18,BAZ2B,HNRNPUL2,CDC27,MEG8,SOCS4,ORMDL3,TCF25,RSRP1,CUX1,ASMTL,TSC1,DLG4,JADE1,AGO3,VCPKMT" "x9_MaleUp" "twas" 1
"627" "Lefthanded" 1 1 277 9 0 13187 "" "x9_MaleUp" "twas" 1
"628" "TS" 1 1 277 4 0 13187 "" "x9_MaleUp" "twas" 1
"629" "Anorexia" 1 1 277 17 0 13187 "" "x9_MaleUp" "twas" 1
"630" "AUD" 1 1 277 1 0 13187 "" "x9_MaleUp" "twas" 1
"631" "GAD" 0.13 1 161 9 1 10613 "KANSL1-AS1" "x10_MaleUp" "twas" 0.852579505300353
"632" "ADHD" 0.27 1 161 406 8 10613 "ARID4A,TOX4,POMC,KIF27,ZBTB20,CPNE4,KDM4A,CCAR1" "x10_MaleUp" "twas" 1
"633" "AD" 0.3 1 161 298 6 10613 "ZFP90,FCF1,ANK2,PHACTR1,SDS,KCNJ3" "x10_MaleUp" "twas" 1
"634" "ASD" 0.41 1 161 35 1 10613 "KANSL1-AS1" "x10_MaleUp" "twas" 1
"635" "MDD" 0.85 1 161 221 2 10613 "NRXN2,FCF1" "x10_MaleUp" "twas" 1
"636" "BMI" 0.99 1 161 3192 36 10613 "POMC,CPNE4,TECPR2,CASTOR1,SMCO4,GUCY1A1,CBX8,NRXN2,ZNF160,EIF5A,PCDH7,CPNE3,GOLGA2,TCF7L2,SLC15A4,UBXN2A,GRP,SPICE1,SZRD1,GYPC,RTP5,PAPLN,IFI6,ZBTB7A,ARID4A,SREK1IP1,CERS1,DNMT3A,BCR,ASMTL,LCORL,SYNGAP1,IL13RA1,ISL1,NKAIN4,EPC1" "x10_MaleUp" "twas" 1
"637" "SCZ" 1 1 161 931 6 10613 "PHF21A,KDM4A,PPP1R21,GIGYF2,ZNF804A,SYNGAP1" "x10_MaleUp" "twas" 1
"638" "Lefthanded" 1 1 161 8 0 10613 "" "x10_MaleUp" "twas" 1
"639" "BIP" 1 1 161 156 0 10613 "" "x10_MaleUp" "twas" 1
"640" "TS" 1 1 161 4 0 10613 "" "x10_MaleUp" "twas" 1
"641" "Anorexia" 1 1 161 14 0 10613 "" "x10_MaleUp" "twas" 1
"642" "AUD" 1 1 161 1 0 10613 "" "x10_MaleUp" "twas" 1
"643" "SCZ" 0.3 1 60 805 7 8900 "FNDC10,SLC12A4,NEU1,ACHE,LY6H,CSDC2,GRIN2A" "x11_MaleUp" "twas" 1
"644" "AD" 0.5 1 60 247 2 8900 "SSBP4,KCNJ3" "x11_MaleUp" "twas" 1
"645" "ADHD" 0.71 1 60 365 2 8900 "CD83,POMC" "x11_MaleUp" "twas" 1
"646" "MDD" 0.73 1 60 190 1 8900 "PSMD4" "x11_MaleUp" "twas" 1
"647" "BMI" 0.77 1 60 2854 17 8900 "PACRG,POMC,CD83,DMTN,NEU1,ATP2B1,NCAN,TMEM59L,CXCR4,CSDC2,RFK,SCN2A,RMST,MBLAC2,LMTK3,FNDC10,PSMD4" "x11_MaleUp" "twas" 1
"648" "ASD" 1 1 60 31 0 8900 "" "x11_MaleUp" "twas" 1
"649" "Lefthanded" 1 1 60 5 0 8900 "" "x11_MaleUp" "twas" 1
"650" "BIP" 1 1 60 125 0 8900 "" "x11_MaleUp" "twas" 1
"651" "GAD" 1 1 60 5 0 8900 "" "x11_MaleUp" "twas" 1
"652" "TS" 1 1 60 1 0 8900 "" "x11_MaleUp" "twas" 1
"653" "Anorexia" 1 1 60 12 0 8900 "" "x11_MaleUp" "twas" 1
"654" "AUD" 1 1 60 1 0 8900 "" "x11_MaleUp" "twas" 1
"655" "BMI" 0.99 1 18 2284 2 7115 "C2CD2L,SLITRK4" "x12_MaleUp" "twas" 1
"656" "ADHD" 1 1 18 277 0 7115 "" "x12_MaleUp" "twas" 1
"657" "SCZ" 1 1 18 640 0 7115 "" "x12_MaleUp" "twas" 1
"658" "AD" 1 1 18 196 0 7115 "" "x12_MaleUp" "twas" 1
"659" "ASD" 1 1 18 23 0 7115 "" "x12_MaleUp" "twas" 1
"660" "Lefthanded" 1 1 18 5 0 7115 "" "x12_MaleUp" "twas" 1
"661" "MDD" 1 1 18 148 0 7115 "" "x12_MaleUp" "twas" 1
"662" "BIP" 1 1 18 100 0 7115 "" "x12_MaleUp" "twas" 1
"663" "GAD" 1 1 18 2 0 7115 "" "x12_MaleUp" "twas" 1
"664" "TS" 1 1 18 1 0 7115 "" "x12_MaleUp" "twas" 1
"665" "Anorexia" 1 1 18 9 0 7115 "" "x12_MaleUp" "twas" 1
"666" "AUD" 1 1 18 1 0 7115 "" "x12_MaleUp" "twas" 1
"667" "GAD" 0.17 0.67 280 10 1 14716 "KANSL1-AS1" "x13_MaleUp" "twas" 0.936261127596439
"668" "ASD" 0.2 0.67 280 43 2 14716 "KANSL1-AS1,WNT3" "x13_MaleUp" "twas" 0.99175572519084
"669" "MDD" 0.2 0.67 280 296 8 14716 "DCC,NLGN1,DENND1B,NICN1,NRXN2,ZNF638,ANKRD36,TUFT1" "x13_MaleUp" "twas" 0.99175572519084
"670" "AD" 0.25 0.67 280 407 10 14716 "ZFP90,NICN1,HAR1A,GLYR1,CADPS2,MTMR3,PHACTR1,CAMK4,PLEKHA1,RSKR" "x13_MaleUp" "twas" 1
"671" "Anorexia" 0.28 0.67 280 17 1 14716 "ANKRD52" "x13_MaleUp" "twas" 1
"672" "ADHD" 0.58 1 280 539 10 14716 "HNRNPL,AVL9,RASGRF2,GRK4,RAP1GAP2,DENND4C,TPBG,SLC22A15,GKAP1,CCDC7" "x13_MaleUp" "twas" 1
"673" "SCZ" 0.92 1 280 1191 17 14716 "SBNO1,PBRM1,KIF21A,GATAD2B,LRP4-AS1,DCC,AKT3,ZBTB37,CPEB1,PPP3CA,RORB,ANKRD36B,CSDC2,FBXL17,NICN1,ANKRD36,RABGAP1L" "x13_MaleUp" "twas" 1
"674" "BMI" 0.94 1 280 4042 66 14716 "KCNJ12,SAMD11,SYT14,GRK4,DCUN1D4,CERT1,SBNO1,PBRM1,C2CD2L,NICN1,AVL9,IVNS1ABP,S100PBP,FAM217B,TUFT1,NRXN2,NBPF1,SLC22A15,PCDH7,MAP2K4,DIO2,ATP2B1,ANKRD36,NLGN1,OBI1,RABGAP1L,PLEKHA5,SURF6,GKAP1,FBXL17,CSDC2,PDE1A,PPP3CA,CALCR,VPS13C,GLYR1,SOX11,MIR210HG,FRY,USP48,RAPH1,ZFHX3,BCR,MAFG,OPTN,ARMH3,CHIC2,XPO7,HNRNPUL2,MEG8,RBM33,TNRC6A,RAB3IP,ZNF512,ADAM19,CAPRIN2,TSC1,RAP1GAP2,ZBTB37,NCOA7,MTMR3,CADPS2,PTPRD-AS1,KLHL12,AGO3,HEYL" "x13_MaleUp" "twas" 1
"675" "Lefthanded" 1 1 280 9 0 14716 "" "x13_MaleUp" "twas" 1
"676" "BIP" 1 1 280 213 0 14716 "" "x13_MaleUp" "twas" 1
"677" "TS" 1 1 280 4 0 14716 "" "x13_MaleUp" "twas" 1
"678" "AUD" 1 1 280 1 0 14716 "" "x13_MaleUp" "twas" 1
"679" "GAD" 0.2 1 374 6 1 10044 "KANSL1-AS1" "x14_MaleUp" "twas" 0.99175572519084
"680" "Lefthanded" 0.23 1 374 7 1 10044 "NSF" "x14_MaleUp" "twas" 1
"681" "ASD" 0.32 1 374 31 2 10044 "KANSL1-AS1,NSF" "x14_MaleUp" "twas" 1
"682" "MDD" 0.58 1 374 220 8 10044 "NEGR1,RANGAP1,BSN,NSF,DOCK3,SLC12A5,CELF4,PTCH1" "x14_MaleUp" "twas" 1
"683" "BIP" 0.66 1 374 149 5 10044 "SNAP91,BSN,NSF,TTC39A,PRKCZ" "x14_MaleUp" "twas" 1
"684" "SCZ" 0.99 1 374 921 23 10044 "CNNM2,SNAP91,NSF,INA,NEGR1,CDK5R1,RANGAP1,PRRT1,VGF,HCN1,NRGN,PRKCZ,PGAP1,SYT1,MARK2,EEF1A2,QPCT,CACNA2D2,RUNDC3B,NPTX1,SLC10A4,ADGRB3,SERPINI1" "x14_MaleUp" "twas" 1
"685" "ADHD" 1 1 374 413 7 10044 "RGS17,POMC,FBXL18,ELAVL4,LUZP1,NSF,CACNA2D2" "x14_MaleUp" "twas" 1
"686" "AD" 1 1 374 299 2 10044 "YWHAH,STX1B" "x14_MaleUp" "twas" 1
"687" "BMI" 1 1 374 3190 92 10044 "POMC,FBXL18,ZFHX4,ARHGDIG,CSRNP3,AFF3,SLITRK1,STX1B,TRIM46,CMIP,CACNA2D2,CLVS1,PCDH17,NEGR1,PRRT1,ATP6V1B2,LUZP1,CALB2,RGS17,LONRF2,GUCY1A1,AAK1,ADGRB3,NPTX1,TSC22D3,DMTN,SLC7A10,DLK1,ENC1,BASP1,ZNF654,CNNM2,ARHGEF7,INPP5F,ASIC1,SOCS5,DOCK3,CDH13,PRKCB,DMXL2,KIF3C,ALCAM,CAMKV,MARK2,ADARB1,PDE1A,AK5,CHD5,SEZ6L2,NCDN,RTP5,RANGAP1,CDK5R1,SCN2A,BTBD11,DYNLL2,ERICH3,G3BP2,DNAJC6,PRKCZ,EPCAM,GPX3,ST8SIA3,ELAVL4,BSN,ZNF324,CDKN2D,VAMP1,SLITRK4,STMN2,NECAP1,RIMS1,PTPRM,NSF,FSD1,OPCML,MOAP1,PAFAH1B2,RAP1GAP,RUNDC3A,QPCT,DLG4,PTDSS1,E2F6,GRIPAP1,SERPINI1,VGF,NKAIN4,ELOVL4,MTCH1,NPY,PRKACB" "x14_MaleUp" "twas" 1
"688" "TS" 1 1 374 4 0 10044 "" "x14_MaleUp" "twas" 1
"689" "Anorexia" 1 1 374 13 0 10044 "" "x14_MaleUp" "twas" 1
"690" "AUD" 1 1 374 1 0 10044 "" "x14_MaleUp" "twas" 1
"691" "ASD" 0.0096 0.12 276 37 4 12128 "KANSL1-AS1,MTMR9,WNT3,NSF" "x15_MaleUp" "twas" 0.268985507246377
"692" "Lefthanded" 0.15 0.6 276 7 1 12128 "NSF" "x15_MaleUp" "twas" 0.912786885245902
"693" "GAD" 0.15 0.6 276 7 1 12128 "KANSL1-AS1" "x15_MaleUp" "twas" 0.912786885245902
"694" "BIP" 0.22 0.67 276 179 6 12128 "MLLT11,GRID2,NSF,ABCA3,ATP6V0A1,THSD7A" "x15_MaleUp" "twas" 1
"695" "ADHD" 0.4 0.97 276 477 12 12128 "JOSD1,DUSP3,RASGRF2,CNR1,ADORA1,ABLIM3,OLIG1,BRWD1,CCDC7,GGNBP2,NSF,FGFR3" "x15_MaleUp" "twas" 1
"696" "MDD" 0.67 1 276 247 5 12128 "NLGN1,NSF,AQP1,DOCK3,CACNA1E" "x15_MaleUp" "twas" 1
"697" "SCZ" 0.98 1 276 1069 16 12128 "NGEF,NSF,KIF21A,SLITRK5,CDK5R1,GABBR1,SEPTIN3,ASPHD1,KCNN3,SH3GL3,CHST8,RABGAP1L,C12orf76,ATP6V1G2,NMD3,GDPD1" "x15_MaleUp" "twas" 1
"698" "AD" 1 1 276 344 2 12128 "DACT3,STX1B" "x15_MaleUp" "twas" 1
"699" "BMI" 1 1 276 3655 64 12128 "GGNBP2,SHTN1,SH3KBP1,PTGFR,GDPD1,CSRNP3,MLLT11,ASPHD1,ARPP21,AFF3,STX1B,PYGB,FGFR3,OPRL1,SYNJ1,SLC7A10,CHGA,FAM117B,ENC1,BRWD1,PCDH7,DOCK3,GABARAPL1,MTMR9,GAREM2,DMXL2,NLGN1,ROGDI,RABGAP1L,DLX1,CAMKV,SNCA,NTNG1,PDE1A,PTPRD,DACT3,ATP6V0A1,RAD54B,CHST8,CDK5R1,ATP6V1A,MN1,CERS1,PTBP3,RIMS1,NSF,FSD1,RUNDC3A,PLCB4,RALGPS1,JOSD1,PINK1,DNM1,NKAIN4,CACNA2D3,ADAP1,PTPRD-AS1,MRPL35,TRPM3,IGIP,TSPAN13,HECTD4,CHST1,PRKACB" "x15_MaleUp" "twas" 1
"700" "TS" 1 1 276 4 0 12128 "" "x15_MaleUp" "twas" 1
"701" "Anorexia" 1 1 276 17 0 12128 "" "x15_MaleUp" "twas" 1
"702" "AUD" 1 1 276 1 0 12128 "" "x15_MaleUp" "twas" 1
"703" "ADHD" 0.048 0.33 64 407 6 9849 "VIM,DOT1L,ANXA1,KDM6B,NAA40,MVP" "x1_FemUp" "twas" 0.582274509803922
"704" "SCZ" 0.055 0.33 64 877 10 9849 "ELOVL7,ATF4,HLA-C,SF3B4,HLA-A,COQ10B,TAPBP,MVP,NAA40,CD14" "x1_FemUp" "twas" 0.608180790960452
"705" "MDD" 0.16 0.53 64 210 3 9849 "NAA40,HLA-C,MGP" "x1_FemUp" "twas" 0.91938080495356
"706" "ASD" 0.18 0.53 64 30 1 9849 "ANXA1" "x1_FemUp" "twas" 0.954514285714286
"707" "BIP" 0.6 1 64 140 1 9849 "NAA40" "x1_FemUp" "twas" 1
"708" "BMI" 0.74 1 64 3063 18 9849 "MVP,RAC3,EEPD1,DOT1L,COQ10B,PSMD9,HLA-A,LIMD2,S100A11,MGP,TAPBP,KDM6B,JPX,ANXA5,SF3B4,LTBR,IGF2R,TAGLN" "x1_FemUp" "twas" 1
"709" "AD" 0.84 1 64 274 1 9849 "CD14" "x1_FemUp" "twas" 1
"710" "Lefthanded" 1 1 64 7 0 9849 "" "x1_FemUp" "twas" 1
"711" "GAD" 1 1 64 7 0 9849 "" "x1_FemUp" "twas" 1
"712" "TS" 1 1 64 4 0 9849 "" "x1_FemUp" "twas" 1
"713" "Anorexia" 1 1 64 13 0 9849 "" "x1_FemUp" "twas" 1
"714" "AUD" 1 1 64 1 0 9849 "" "x1_FemUp" "twas" 1
"715" "BIP" 0.1 1 39 208 2 14742 "ALAS1,NMB" "x3_FemUp" "twas" 0.754471544715447
"716" "MDD" 0.54 1 39 293 1 14742 "MGP" "x3_FemUp" "twas" 1
"717" "SCZ" 0.62 1 39 1187 3 14742 "NMB,HLA-A,ALAS1" "x3_FemUp" "twas" 1
"718" "ADHD" 0.76 1 39 536 1 14742 "VIM" "x3_FemUp" "twas" 1
"719" "BMI" 0.87 1 39 4015 8 14742 "FMC1,HLA-A,S100A11,MGP,JPX,RNF185,ALAS1,TAGLN" "x3_FemUp" "twas" 1
"720" "AD" 1 1 39 406 0 14742 "" "x3_FemUp" "twas" 1
"721" "ASD" 1 1 39 43 0 14742 "" "x3_FemUp" "twas" 1
"722" "Lefthanded" 1 1 39 10 0 14742 "" "x3_FemUp" "twas" 1
"723" "GAD" 1 1 39 11 0 14742 "" "x3_FemUp" "twas" 1
"724" "TS" 1 1 39 5 0 14742 "" "x3_FemUp" "twas" 1
"725" "Anorexia" 1 1 39 18 0 14742 "" "x3_FemUp" "twas" 1
"726" "AUD" 1 1 39 2 0 14742 "" "x3_FemUp" "twas" 1
"727" "MDD" 0.5 1 128 270 3 13041 "KBTBD4,SLC35E2A,CACNA1E" "x4_FemUp" "twas" 1
"728" "SCZ" 0.54 1 128 1112 11 13041 "SPOUT1,PSD2,SEMA4B,LRP4,BTBD1,RPL12,SREBF2,RPL10,CTNNA1,SGSM2,CBWD1" "x4_FemUp" "twas" 1
"729" "AD" 0.72 1 128 377 3 13041 "SPEG,KBTBD4,LRP4" "x4_FemUp" "twas" 1
"730" "BIP" 0.85 1 128 191 1 13041 "SLC35E2A" "x4_FemUp" "twas" 1
"731" "ADHD" 0.86 1 128 490 3 13041 "SEMA4B,EFCAB2,MXRA8" "x4_FemUp" "twas" 1
"732" "BMI" 0.87 1 128 3786 32 13041 "LGR4,EFEMP2,LTBP3,CYBRD1,CDH7,KBTBD4,CRISPLD1,CYBC1,CLDN10,HAT1,RPL12,LRP4,ITGA7,MYL6,SF3B6,ZFAS1,SGSM2,SEMA4B,JPX,ANKRD9,PSD2,LEPROT,CARHSP1,ZNF384,PON2,RAVER1,DENND5A,SREBF2,PKD2,FAM228B,SPEG,DTX1" "x4_FemUp" "twas" 1
"733" "ASD" 1 1 128 40 0 13041 "" "x4_FemUp" "twas" 1
"734" "Lefthanded" 1 1 128 8 0 13041 "" "x4_FemUp" "twas" 1
"735" "GAD" 1 1 128 9 0 13041 "" "x4_FemUp" "twas" 1
"736" "TS" 1 1 128 4 0 13041 "" "x4_FemUp" "twas" 1
"737" "Anorexia" 1 1 128 17 0 13041 "" "x4_FemUp" "twas" 1
"738" "AUD" 1 1 128 2 0 13041 "" "x4_FemUp" "twas" 1
"739" "SCZ" 0.32 1 112 1172 11 14129 "SMDT1,LPCAT4,SPCS1,BTBD1,PPTC7,ESAM,ALAS1,DNPH1,HLA-DQB1,BLOC1S2,ARHGAP17" "x5_FemUp" "twas" 1
"740" "BMI" 0.46 1 112 3928 32 14129 "BOLA2,BOLA3,ATXN2L,SPCS1,SULT1A1,NDUFB3,PYDC1,ACP1,GLRX,TRMT112,ATP6V1F,MYL12A,BLOC1S1,C19orf73,VDAC2,MPC1,S100A11,YAE1,ZSWIM7,TMEM200A,LGALS3,JPX,WASHC3,PPTC7,ITM2B,SLC2A1,RAMP2,GNG11,REXO2,ANXA5,EWSR1,ALAS1" "x5_FemUp" "twas" 1
"741" "BIP" 0.5 1 112 209 2 14129 "ALAS1,SPCS1" "x5_FemUp" "twas" 1
"742" "ADHD" 0.61 1 112 527 4 14129 "VIM,GPR108,BLOC1S2,VWF" "x5_FemUp" "twas" 1
"743" "AD" 0.82 1 112 390 2 14129 "HLA-DQB1,PYDC1" "x5_FemUp" "twas" 1
"744" "MDD" 0.91 1 112 293 1 14129 "BCHE" "x5_FemUp" "twas" 1
"745" "ASD" 1 1 112 42 0 14129 "" "x5_FemUp" "twas" 1
"746" "Lefthanded" 1 1 112 10 0 14129 "" "x5_FemUp" "twas" 1
"747" "GAD" 1 1 112 10 0 14129 "" "x5_FemUp" "twas" 1
"748" "TS" 1 1 112 5 0 14129 "" "x5_FemUp" "twas" 1
"749" "Anorexia" 1 1 112 16 0 14129 "" "x5_FemUp" "twas" 1
"750" "AUD" 1 1 112 2 0 14129 "" "x5_FemUp" "twas" 1
"751" "AD" 0.056 0.67 177 411 9 14966 "HLA-DQB1,TBCEL,LACTB2,ARHGAP29,FAM241A,MFSD2A,PLAT,TSPAN14,CD55" "x6_FemUp" "twas" 0.608180790960452
"752" "ADHD" 0.31 1 177 543 8 14966 "VIM,TRIOBP,CA2,GSDME,CLDN5,TIE1,VWF,VWA1" "x6_FemUp" "twas" 1
"753" "SCZ" 0.35 1 177 1205 16 14966 "GPN3,NMB,CLIC1,HLA-F,LPCAT4,BTBD1,CALHM2,SERPING1,HLA-F-AS1,ESAM,MFAP4,TAP2,RAMP3,GSDME,HLA-DQB1,SGO2" "x6_FemUp" "twas" 1
"754" "BMI" 0.48 1 177 4088 49 14966 "HIC1,BOLA2,BOLA3,ATXN2L,SOCS1,NDUFB3,TAP2,RALY-AS1,ABHD3,LY96,IFI27,GPN3,BLVRB,CTSL,MYL12A,DIMT1,CAMKMT,BEST1,MFSD2A,S100A11,GYPC,CA2,TGM2,TRIOBP,HLA-F,CRIM1,SAP30,CD55,CALHM2,LGALS3,SERPING1,JPX,ODC1,GRAMD4,FAM66D,PLAC9,SLC2A1,RAMP2,GNG11,FRS3,UCP2,GSDME,CYTOR,ANXA5,CLIC1,DENND5A,TNC,EWSR1,TAGLN" "x6_FemUp" "twas" 1
"755" "BIP" 0.73 1 177 215 2 14966 "NMB,NPW" "x6_FemUp" "twas" 1
"756" "MDD" 0.87 1 177 299 2 14966 "CLIC1,MICA" "x6_FemUp" "twas" 1
"757" "ASD" 1 1 177 44 0 14966 "" "x6_FemUp" "twas" 1
"758" "Lefthanded" 1 1 177 10 0 14966 "" "x6_FemUp" "twas" 1
"759" "GAD" 1 1 177 11 0 14966 "" "x6_FemUp" "twas" 1
"760" "TS" 1 1 177 5 0 14966 "" "x6_FemUp" "twas" 1
"761" "Anorexia" 1 1 177 17 0 14966 "" "x6_FemUp" "twas" 1
"762" "AUD" 1 1 177 2 0 14966 "" "x6_FemUp" "twas" 1
"763" "ADHD" 0.19 1 224 448 12 11111 "VIM,PYGM,GPR108,ANXA1,LYPLAL1,RASSF3,CHST9,YBEY,SNORC,VWA1,CD9,MDFIC" "x7_FemUp" "twas" 0.979555555555556
"764" "SCZ" 0.2 1 224 995 24 11111 "CNN3,MUSTN1,STAT6,DDR1,HLA-F,BAK1,PCDHB4,TGFBR2,RNF5,FAM178B,FCGRT,BTBD1,SNORC,MOG,SPPL2A,NES,PRORP,SERPING1,RPL10,L3HYPDH,HBEGF,LCAT,MFAP4,RRAS" "x7_FemUp" "twas" 0.99175572519084
"765" "ASD" 0.52 1 224 36 1 11111 "ANXA1" "x7_FemUp" "twas" 1
