gene_id	gene_name	V12D05-348_C1	V12D05-348_D1	V12D05-350_C1	V12D05-350_D1	V12D07-075_A1	V12D07-075_D1	V12Y31-080_A1	V13M13-362_A1	V13M13-362_D1	nsigsamps	meanrank
ENSG00000136810	TXN	671									1	671
ENSG00000136813	ECPAS	497									1	497
ENSG00000136819	C9orf78		538								1	538
ENSG00000136824	SMC2				753						1	753
ENSG00000136830	NIBAN2		812				178				2	495
ENSG00000136842	TMOD1		119					133			2	126
ENSG00000136854	STXBP1	250	786								2	518
ENSG00000136859	ANGPTL2									696	1	696
ENSG00000136877	FPGS						494				1	494
ENSG00000136888	ATP6V1G1		427								1	427
ENSG00000136897	MRPL50								348		1	348
ENSG00000136928	GABBR2				437						1	437
ENSG00000136931	NR5A1		519	336		391		273			4	379.75
ENSG00000136933	RABEPK	829									1	829
ENSG00000136942	RPL35		523		1008	265					3	598.666666666667
ENSG00000136960	ENPP2								430		1	430
ENSG00000137055	PLAA		1147								1	1147
ENSG00000137070	IL11RA						338				1	338
ENSG00000137094	DNAJB5							306			1	306
ENSG00000137100	DCTN3		855								1	855
ENSG00000137103	TMEM8B			123							1	123
ENSG00000137133	HINT2								127		1	127
ENSG00000137142	IGFBPL1		399								1	399
ENSG00000137154	RPS6	838	201		1103					727	4	717.25
ENSG00000137177	KIF13A							741			1	741
ENSG00000137200	CMTR1			469							1	469
ENSG00000137207	YIPF3				1146						1	1146
ENSG00000137210	TMEM14B									814	1	814
ENSG00000137261	KIAA0319									1118	1	1118
ENSG00000137267	TUBB2A	83	71	56	126	583		151	61	500	8	203.875
ENSG00000137285	TUBB2B							415		167	2	291
ENSG00000137288	UQCC2				516						1	516
ENSG00000137312	FLOT1				585						1	585
ENSG00000137337	MDC1					377					1	377
ENSG00000137343	ATAT1				963						1	963
ENSG00000137409	MTCH1	154				397	326		239	370	5	297.2
ENSG00000137414	FAM8A1		1111								1	1111
ENSG00000137474	MYO7A									607	1	607
ENSG00000137500	CCDC90B			548							1	548
ENSG00000137501	SYTL2									1015	1	1015
ENSG00000137502	RAB30		1006								1	1006
ENSG00000137601	NEK1	760									1	760
ENSG00000137642	SORL1				776						1	776
ENSG00000137726	FXYD6				1134	326		420	88	82	5	410
ENSG00000137766	UNC13C							162		862	2	512
ENSG00000137802	MAPKBP1				573						1	573
ENSG00000137814	HAUS2		1014								1	1014
ENSG00000137818	RPLP1	151	153		278	80		175		200	6	172.833333333333
ENSG00000137821	LRRC49		1122								1	1122
ENSG00000137822	TUBGCP4					526					1	526
ENSG00000137824	RMDN3				352	618					2	485
ENSG00000137869	CYP19A1									472	1	472
ENSG00000137872	SEMA6D		769								1	769
ENSG00000137876	RSL24D1					604					1	604
ENSG00000137944	KYAT3					305		690			2	497.5
ENSG00000137947	GTF2B						358				1	358
ENSG00000137992	DBT		524								1	524
ENSG00000138018	SELENOI				1023					752	2	887.5
ENSG00000138031	ADCY3							480			1	480
ENSG00000138032	PPM1B				344						1	344
ENSG00000138069	RAB1A									529	1	529
ENSG00000138078	PREPL	81	428	283	88						4	220
ENSG00000138083	SIX3	640	53		191		205	202		193	6	247.333333333333
ENSG00000138107	ACTR1A					275					1	275
ENSG00000138111	MFSD13A			417							1	417
ENSG00000138119	MYOF				859						1	859
ENSG00000138135	CH25H					75					1	75
ENSG00000138138	ATAD1		496								1	496
ENSG00000138175	ARL3									285	1	285
ENSG00000138190	EXOC6		1115								1	1115
ENSG00000138207	RBP4	378	1017			255				292	4	485.5
ENSG00000138279	ANXA7					239				419	2	329
ENSG00000138311	ZNF365	331									1	331
ENSG00000138326	RPS24	352			953		331		303	1098	5	607.4
ENSG00000138378	STAT4		1022	325	424			443		367	5	516.2
ENSG00000138380	CARF		560								1	560
ENSG00000138385	SSB		1141								1	1141
ENSG00000138398	PPIG		445								1	445
ENSG00000138430	OLA1	551			994						2	772.5
ENSG00000138433	CIR1								326		1	326
ENSG00000138443	ABI2		1007							516	2	761.5
ENSG00000138468	SENP7	594									1	594
ENSG00000138495	COX17		105		257			188			3	183.333333333333
ENSG00000138593	SECISBP2L						220				1	220
ENSG00000138600	SPPL2A								322		1	322
ENSG00000138606	SHF									378	1	378
ENSG00000138642	HERC6									647	1	647
ENSG00000138650	PCDH10	659									1	659
ENSG00000138663	COPS4	965	628								2	796.5
ENSG00000138668	HNRNPD							437			1	437
ENSG00000138698	RAP1GDS1				388						1	388
ENSG00000138757	G3BP2	688	684	128		605			306		5	482.2
ENSG00000138760	SCARB2				238			571			2	404.5
ENSG00000138777	PPA2									1147	1	1147
ENSG00000138785	INTS12								132		1	132
ENSG00000138801	PAPSS1				902						1	902
ENSG00000138814	PPP3CA	896	318	246	266				105		5	366.2
ENSG00000138834	MAPK8IP3									916	1	916
ENSG00000138944	SHISAL1				875						1	875
ENSG00000139083	ETV6					244					1	244
ENSG00000139112	GABARAPL1							659		1037	2	848
ENSG00000139117	CPNE8		1146		531						2	838.5
ENSG00000139163	ETNK1		656					596			2	626
ENSG00000139174	PRICKLE1	836					73				2	454.5
ENSG00000139182	CLSTN3	394			250			517		124	4	321.25
ENSG00000139200	PIANP		292								1	292
ENSG00000139220	PPFIA2					374					1	374
ENSG00000139233	LLPH						336			1192	2	764
ENSG00000139278	GLIPR1			291							1	291
ENSG00000139324	TMTC3					646					1	646
ENSG00000139343	SNRPF				1045						1	1045
ENSG00000139428	MMAB		1175								1	1175
ENSG00000139436	GIT2	559									1	559
ENSG00000139517	LNX2	471									1	471
ENSG00000139624	CERS5			338							1	338
ENSG00000139644	TMBIM6		1129								1	1129
ENSG00000139645	ANKRD52					369					1	369
ENSG00000139668	WDFY2							373			1	373
ENSG00000139684	ESD			465							1	465
ENSG00000139726	DENR		865								1	865
ENSG00000139874	SSTR1				471					272	2	371.5
ENSG00000139910	NOVA1							540	351		2	445.5
ENSG00000139970	RTN1	37	91	32	81	256		259		384	7	162.857142857143
ENSG00000139973	SYT16	964	707							1150	3	940.333333333333
ENSG00000139977	NAA30	610									1	610
ENSG00000139998	RAB15		1190								1	1190
ENSG00000140157	NIPA2			471							1	471
ENSG00000140259	MFAP1	908									1	908
ENSG00000140264	SERF2	679	986		316						3	660.333333333333
ENSG00000140265	ZSCAN29									807	1	807
ENSG00000140280	LYSMD2									539	1	539
ENSG00000140284	SLC27A2				961						1	961
ENSG00000140287	HDC				218			19		6	3	81
ENSG00000140319	SRP14				847		81	383		423	4	433.5
ENSG00000140332	TLE3							363			1	363
ENSG00000140367	UBE2Q2	477									1	477
ENSG00000140386	SCAPER						147				1	147
ENSG00000140403	DNAJA4					110				513	2	311.5
ENSG00000140406	TLNRD1						85				1	85
ENSG00000140416	TPM1		509								1	509
ENSG00000140443	IGF1R								323		1	323
ENSG00000140450	ARRDC4	789								1066	2	927.5
ENSG00000140474	ULK3	776									1	776
ENSG00000140488	CELF6							146		341	2	243.5
ENSG00000140526	ABHD2				630	283					2	456.5
ENSG00000140538	NTRK3	693	681		351						3	575
ENSG00000140598	EFL1		993								1	993
ENSG00000140600	SH3GL3				958						1	958
ENSG00000140688	C16orf58	880									1	880
ENSG00000140718	FTO				934	451					2	692.5
ENSG00000140836	ZFHX3		954			163		369		1151	4	659.25
ENSG00000140848	CPNE2	212	1113	233				549		73	5	436
ENSG00000140854	KATNB1						141				1	141
ENSG00000140905	GCSH		183								1	183
ENSG00000140937	CDH11							493			1	493
ENSG00000140941	MAP1LC3B					461				1002	2	731.5
ENSG00000140945	CDH13	44	325	107	70	92	144	343	177	255	9	173
ENSG00000140950	MEAK7				646						1	646
ENSG00000140988	RPS2	234	233		170			305		149	5	218.2
ENSG00000141027	NCOR1	507								699	2	603
ENSG00000141219	C17orf80	655									1	655
ENSG00000141252	VPS53									888	1	888
ENSG00000141314	RHBDL3							300			1	300
ENSG00000141349	G6PC3							304			1	304
ENSG00000141367	CLTC				508						1	508
ENSG00000141380	SS18								224		1	224
ENSG00000141404	GNAL	170		292					84		3	182
ENSG00000141425	RPRD1A						495				1	495
ENSG00000141433	ADCYAP1	442	122	85	100	146		214	47	7	8	145.375
ENSG00000141469	SLC14A1					631					1	631
ENSG00000141480	ARRB2								297	444	2	370.5
ENSG00000141485	SLC13A5			264		415					2	339.5
ENSG00000141503	MINK1	872									1	872
ENSG00000141504	SAT2	962						529			2	745.5
ENSG00000141542	RAB40B	149	223	408	547	569		491	415		7	400.285714285714
ENSG00000141556	TBCD					462					1	462
ENSG00000141560	FN3KRP									436	1	436
ENSG00000141568	FOXK2					477					1	477
ENSG00000141644	MBD1			456							1	456
ENSG00000141646	SMAD4	957			667						2	812
ENSG00000141668	CBLN2								258		1	258
ENSG00000141741	MIEN1				616						1	616
ENSG00000141753	IGFBP4		355						24		2	189.5
ENSG00000141756	FKBP10		605								1	605
ENSG00000141759	TXNL4A		373								1	373
ENSG00000141837	CACNA1A				927						1	927
ENSG00000141858	SAMD1							715			1	715
ENSG00000141867	BRD4	900									1	900
ENSG00000141933	TPGS1		1034								1	1034
ENSG00000141959	PFKL			573			388				2	480.5
ENSG00000142039	CCDC97							564			1	564
ENSG00000142046	TMEM91									218	1	218
ENSG00000142089	IFITM3	575									1	575
ENSG00000142166	IFNAR1						350				1	350
ENSG00000142168	SOD1	412				135	325	738		806	5	483.2
ENSG00000142185	TRPM2									796	1	796
ENSG00000142186	SCYL1				648						1	648
ENSG00000142188	TMEM50B			374							1	374
ENSG00000142192	APP	741	134		136	191	133			1120	6	409.166666666667
ENSG00000142227	EMP3		457								1	457
ENSG00000142230	SAE1	377									1	377
ENSG00000142235	LMTK3	566								1106	2	836
ENSG00000142408	CACNG8				763				431		2	597
ENSG00000142409	ZNF787					187					1	187
ENSG00000142507	PSMB6		928					533			2	730.5
ENSG00000142534	RPS11	300	475		284						3	353
ENSG00000142541	RPL13A	88	659				224	716			4	421.75
ENSG00000142657	PGD				543						1	543
ENSG00000142669	SH3BGRL3									236	1	236
ENSG00000142684	ZNF593						378				1	378
ENSG00000142686	C1orf216	540									1	540
ENSG00000142687	KIAA0319L						288	612			2	450
ENSG00000142875	PRKACB		109		186					152	3	149
ENSG00000142892	PIGK				1085						1	1085
ENSG00000142937	RPS8		98		154			619		805	4	419
ENSG00000142949	PTPRF	323								602	2	462.5
ENSG00000143013	LMO4	722				637		241			3	533.333333333333
ENSG00000143126	CELSR2									348	1	348
ENSG00000143153	ATP1B1	799	165		261		149	86		576	6	339.333333333333
ENSG00000143156	NME7					443					1	443
ENSG00000143157	POGK	588									1	588
ENSG00000143162	CREG1						436				1	436
ENSG00000143171	RXRG									945	1	945
ENSG00000143183	TMCO1		627								1	627
ENSG00000143252	SDHC			578							1	578
ENSG00000143256	PFDN2							301		788	2	544.5
ENSG00000143258	USP21	642									1	642
ENSG00000143314	MRPL24		607								1	607
ENSG00000143315	PIGM	763									1	763
ENSG00000143320	CRABP2							541			1	541
ENSG00000143321	HDGF							629			1	629
ENSG00000143333	RGS16					382					1	382
ENSG00000143337	TOR1AIP1		530								1	530
ENSG00000143344	RGL1		1001								1	1001
ENSG00000143416	SELENBP1				449						1	449
ENSG00000143498	TAF1A									253	1	253
ENSG00000143499	SMYD2	494									1	494
ENSG00000143502	SUSD4	301	186					296		179	4	240.5
ENSG00000143545	RAB13		662								1	662
ENSG00000143546	S100A8					336					1	336
ENSG00000143549	TPM3		584								1	584
ENSG00000143590	EFNA3				458						1	458
ENSG00000143603	KCNN3							245			1	245
ENSG00000143621	ILF2				1128						1	1128
ENSG00000143632	ACTA1		285								1	285
ENSG00000143641	GALNT2	613				483				350	3	482
ENSG00000143702	CEP170	500			1093					1115	3	902.666666666667
ENSG00000143727	ACP1			322							1	322
ENSG00000143742	SRP9				1043						1	1043
ENSG00000143761	ARF1		464					684			2	574
ENSG00000143786	CNIH3		441								1	441
ENSG00000143819	EPHX1		1096							1049	2	1072.5
ENSG00000143858	SYT2					412					1	412
ENSG00000143878	RHOB						74			963	2	518.5
ENSG00000143924	EML4		577		741						2	659
ENSG00000143933	CALM2		403	41	80			95		459	5	215.6
ENSG00000143947	RPS27A		79		134	342		160	238	671	6	270.666666666667
ENSG00000143970	ASXL2		937								1	937
ENSG00000143977	SNRPG	915									1	915
ENSG00000144040	SFXN5		600					528			2	564
ENSG00000144057	ST6GAL2					486				191	2	338.5
ENSG00000144063	MALL				659						1	659
ENSG00000144115	THNSL2	734									1	734
ENSG00000144119	C1QL2			190				219		29	3	146
ENSG00000144120	TMEM177								443		1	443
ENSG00000144290	SLC4A10			244	985					1048	3	759
ENSG00000144339	TMEFF2	459	88		407	183		127		730	6	332.333333333333
ENSG00000144355	DLX1			353	1143						2	748
ENSG00000144369	FAM171B				990						1	990
ENSG00000144381	HSPD1					96		603		1063	3	587.333333333333
ENSG00000144401	METTL21A	450									1	450
ENSG00000144406	UNC80	453								949	2	701
ENSG00000144407	PTH2R	874									1	874
ENSG00000144445	KANSL1L						487				1	487
ENSG00000144567	RETREG2		1128								1	1128
ENSG00000144591	GMPPA		1004								1	1004
ENSG00000144597	EAF1				682	593					2	637.5
ENSG00000144647	POMGNT2							665			1	665
ENSG00000144713	RPL32	220	744	449	82	484		185			6	360.666666666667
ENSG00000144724	PTPRG				864						1	864
ENSG00000144744	UBA3				1142						1	1142
ENSG00000144746	ARL6IP5		924		706					692	3	774
ENSG00000144749	LRIG1				1072					1078	2	1075
ENSG00000144815	NXPE3				1027						1	1027
ENSG00000144827	ABHD10						478				1	478
ENSG00000144834	TAGLN3	574							376	612	3	520.666666666667
ENSG00000144868	TMEM108		384								1	384
ENSG00000144895	EIF2A	506									1	506
ENSG00000144909	OSBPL11				750						1	750
ENSG00000144959	NCEH1		1106		411						2	758.5
ENSG00000145022	TCTA			391							1	391
ENSG00000145050	MANF					357					1	357
ENSG00000145147	SLIT2				1071						1	1071
ENSG00000145194	ECE2		1015		298						2	656.5
ENSG00000145198	VWA5B2	411									1	411
ENSG00000145241	CENPC				987						1	987
ENSG00000145247	OCIAD2		630								1	630
ENSG00000145248	SLC10A4	520	139	385		266		204	408	298	7	317.142857142857
ENSG00000145284	SCD5		317		796					960	3	691
ENSG00000145335	SNCA	24	45	48	114	93	382	490		475	8	208.875
ENSG00000145337	PYURF				718						1	718
ENSG00000145349	CAMK2D			197						416	2	306.5
ENSG00000145354	CISD2					422			302		2	362
ENSG00000145362	ANK2	97	471		310						3	292.666666666667
ENSG00000145390	USP53		952								1	952
ENSG00000145416	MARCH1	264									1	264
ENSG00000145423	SFRP2				621						1	621
ENSG00000145425	RPS3A	314	73	511	119	243		316		195	7	253
ENSG00000145451	GLRA3		825		152			621			3	532.666666666667
ENSG00000145494	NDUFS6		765								1	765
ENSG00000145495	MARCH6			579	812						2	695.5
ENSG00000145545	SRD5A1		900		1026						2	963
ENSG00000145592	RPL37	813			99	155		254			4	330.25
ENSG00000145632	PLK2						257				1	257
ENSG00000145642	SHISAL2B		400								1	400
ENSG00000145708	CRHBP									223	1	223
ENSG00000145715	RASA1									1209	1	1209
ENSG00000145730	PAM		365		587						2	476
ENSG00000145734	BDP1								277		1	277
ENSG00000145741	BTF3			476							1	476
ENSG00000145743	FBXL17		611								1	611
ENSG00000145794	MEGF10	937									1	937
ENSG00000145819	ARHGAP26				779						1	779
ENSG00000145824	CXCL14					262			16		2	139
ENSG00000145864	GABRB2		525		469						2	497
ENSG00000145912	NHP2		341		470						2	405.5
ENSG00000145920	CPLX2	436		177					141	86	4	210
ENSG00000145934	TENM2	249		67	194	145					4	163.75
ENSG00000145990	GFOD1		1174								1	1174
ENSG00000146006	LRRTM2			412							1	412
ENSG00000146021	KLHL3						363				1	363
ENSG00000146072	TNFRSF21						248				1	248
ENSG00000146085	MMUT							320			1	320
ENSG00000146109	ABT1									1004	1	1004
ENSG00000146151	HMGCLL1		1182								1	1182
ENSG00000146247	PHIP		1037								1	1037
ENSG00000146352	CLVS2									442	1	442
ENSG00000146360	GPR6	165		459						291	3	305
ENSG00000146374	RSPO3				402				314		2	358
ENSG00000146386	ABRACL									220	1	220
ENSG00000146414	SHPRH	867									1	867
ENSG00000146433	TMEM181		1026								1	1026
ENSG00000146463	ZMYM4	567									1	567
ENSG00000146476	ARMT1				451						1	451
ENSG00000146587	RBAK				1006						1	1006
ENSG00000146674	IGFBP3							499		337	2	418
ENSG00000146729	NIPSNAP2		921								1	921
ENSG00000146757	ZNF92			189							1	189
ENSG00000146938	NLGN4X	451	589						189		3	409.666666666667
ENSG00000146966	DENND2A						420				1	420
ENSG00000147027	TMEM47	654			297					368	3	439.666666666667
ENSG00000147036	LANCL3							628		586	2	607
ENSG00000147044	CASK	770									1	770
ENSG00000147100	SLC16A2					658					1	658
ENSG00000147123	NDUFB11	432			535						2	483.5
ENSG00000147140	NONO									536	1	536
ENSG00000147162	OGT		1023								1	1023
ENSG00000147231	RADX		70	229	61		395	59		877	6	281.833333333333
ENSG00000147246	HTR2C					292					1	292
ENSG00000147251	DOCK11								107		1	107
ENSG00000147255	IGSF1		112		291		179	132	340		5	210.8
ENSG00000147256	ARHGAP36		69	343	39	76	122	24	86	74	8	104.125
ENSG00000147257	GPC3		415	582						226	3	407.666666666667
ENSG00000147324	MFHAS1					282					1	282
ENSG00000147383	NSDHL				851						1	851
ENSG00000147400	CETN2		711							624	2	667.5
ENSG00000147416	ATP6V1B2		217		557	140					3	304.666666666667
ENSG00000147439	BIN3				1074						1	1074
ENSG00000147465	STAR						404				1	404
ENSG00000147588	PMP2		319	428	629	211		530	222		6	389.833333333333
ENSG00000147604	RPL7		135		986	257					3	459.333333333333
ENSG00000147642	SYBU						376			1172	2	774
ENSG00000147655	RSPO2			161						714	2	437.5
ENSG00000147669	POLR2K		981								1	981
ENSG00000147676	MAL2		722								1	722
ENSG00000147677	EIF3H				944				432		2	688
ENSG00000147679	UTP23			192							1	192
ENSG00000147724	FAM135B				666						1	666
ENSG00000147862	NFIB				626						1	626
ENSG00000147955	SIGMAR1	843									1	843
ENSG00000148053	NTRK2		249				143	701			3	364.333333333333
ENSG00000148082	SHC3				804						1	804
ENSG00000148120	AOPEP			530							1	530
ENSG00000148123	PLPPR1									358	1	358
ENSG00000148175	STOM						324	265			2	294.5
ENSG00000148180	GSN		232								1	232
ENSG00000148219	ASTN2			326							1	326
ENSG00000148229	POLE3						409				1	409
ENSG00000148303	RPL7A		379		176	88		745			4	347
ENSG00000148339	SLC25A25					504					1	504
ENSG00000148362	PAXX		1125								1	1125
ENSG00000148408	CACNA1B									247	1	247
ENSG00000148450	MSRB2									1169	1	1169
ENSG00000148468	FAM171A1		733		370						2	551.5
ENSG00000148488	ST8SIA6									725	1	725
ENSG00000148606	POLR3A		1065								1	1065
ENSG00000148671	ADIRF	157	141						429		3	242.333333333333
ENSG00000148672	GLUD1		548							173	2	360.5
ENSG00000148737	TCF7L2							435		933	2	684
ENSG00000148798	INA	244							195		2	219.5
ENSG00000148826	NKX6-2		1002			247			386		3	545
ENSG00000148834	GSTO1									780	1	780
ENSG00000148840	PPRC1				422				278		2	350
ENSG00000148943	LIN7C		590								1	590
ENSG00000148950	IMMP1L				579						1	579
ENSG00000149091	DGKZ								394		1	394
ENSG00000149115	TNKS1BP1	713									1	713
ENSG00000149187	CELF1	913									1	913
ENSG00000149196	HIKESHI									351	1	351
ENSG00000149218	ENDOD1				980			537			2	758.5
ENSG00000149257	SERPINH1					340					1	340
ENSG00000149273	RPS3	303	241		347					1045	4	484
ENSG00000149294	NCAM1				825						1	825
ENSG00000149308	NPAT								240		1	240
ENSG00000149311	ATM					479					1	479
ENSG00000149313	AASDHPPT			448				536			2	492
ENSG00000149357	LAMTOR1		337								1	337
ENSG00000149428	HYOU1	887								410	2	648.5
ENSG00000149541	B3GAT3									644	1	644
ENSG00000149557	FEZ1					625					1	625
ENSG00000149591	TAGLN		29		205	464					3	232.666666666667
ENSG00000149599	DUSP15					271					1	271
ENSG00000149633	KIAA1755	426									1	426
ENSG00000149806	FAU		264		676			234		593	4	441.75
ENSG00000149925	ALDOA	515									1	515
ENSG00000149927	DOC2A	958		175	995					640	4	692
ENSG00000150093	ITGB1		246				364				2	305
ENSG00000150275	PCDH15		1108								1	1108
ENSG00000150361	KLHL1	552			383			261		206	4	350.5
ENSG00000150394	CDH8				399						1	399
ENSG00000150459	SAP18									1208	1	1208
ENSG00000150551	LYPD1									61	1	61
ENSG00000150593	PDCD4		564								1	564
ENSG00000150594	ADRA2A									829	1	829
ENSG00000150625	GPM6A	292	382		106					377	4	289.25
ENSG00000150656	CNDP1			129							1	129
ENSG00000150672	DLG2						425				1	425
ENSG00000150753	CCT5		508							641	2	574.5
ENSG00000150764	DIXDC1									804	1	804
ENSG00000150768	DLAT			519							1	519
ENSG00000150787	PTS		267		488						2	377.5
ENSG00000150938	CRIM1		866		182					414	3	487.333333333333
ENSG00000150991	UBC			496		129					2	312.5
ENSG00000150995	ITPR1	36	144	102	222			710			5	242.8
ENSG00000151012	SLC7A11			444							1	444
ENSG00000151067	CACNA1C	321									1	321
ENSG00000151136	BTBD11									1006	1	1006
ENSG00000151150	ANK3				404						1	404
ENSG00000151320	AKAP6	267									1	267
ENSG00000151322	NPAS3							432			1	432
ENSG00000151366	NDUFC2		354		940					294	3	529.333333333333
ENSG00000151458	ANKRD50		598								1	598
ENSG00000151466	SCLT1						114				1	114
ENSG00000151490	PTPRO		985		195						2	590
ENSG00000151491	EPS8							557			1	557
ENSG00000151500	THYN1				673						1	673
ENSG00000151552	QDPR			534						1177	2	855.5
ENSG00000151632	AKR1C2					386					1	386
ENSG00000151690	MFSD6				729			455			2	592
ENSG00000151693	ASAP2	852									1	852
ENSG00000151726	ACSL1							637			1	637
ENSG00000151729	SLC25A4				974						1	974
ENSG00000151743	AMN1	239									1	239
ENSG00000151778	SERP2	558	387								2	472.5
ENSG00000151779	NBAS	730	709								2	719.5
ENSG00000151892	GFRA1		262		151					163	3	192
ENSG00000151923	TIAL1						260				1	260
ENSG00000151929	BAG3					58					1	58
ENSG00000151952	TMEM132D				577						1	577
ENSG00000152061	RABGAP1L									672	1	672
ENSG00000152078	TLCD4	435									1	435
ENSG00000152082	MZT2B	173		393	617					922	4	526.25
ENSG00000152102	FAM168B				918						1	918
ENSG00000152104	PTPN14		588								1	588
ENSG00000152128	TMEM163	238		183							2	210.5
ENSG00000152133	GPATCH11							613			1	613
ENSG00000152154	TMEM178A								337		1	337
ENSG00000152214	RIT2							508			1	508
ENSG00000152223	EPG5		640					457			2	548.5
ENSG00000152234	ATP5F1A	282									1	282
ENSG00000152240	HAUS1		650								1	650
ENSG00000152332	UHMK1		887								1	887
ENSG00000152377	SPOCK1		339								1	339
ENSG00000152495	CAMK4									914	1	914
ENSG00000152518	ZFP36L2					273					1	273
ENSG00000152556	PFKM				1090						1	1090
ENSG00000152578	GRIA4					564		264			2	414
ENSG00000152580	IGSF10		932								1	932
ENSG00000152583	SPARCL1	262	33	133	66	171	108	34	296	128	9	136.777777777778
ENSG00000152661	GJA1		87	89	656			80	166		5	215.6
ENSG00000152778	IFIT5	708									1	708
ENSG00000152784	PRDM8	328	182	527	631					43	5	342.2
ENSG00000152818	UTRN							180			1	180
ENSG00000152894	PTPRK		138	522				167		382	4	302.25
ENSG00000152910	CNTNAP4		299					89		153	3	180.333333333333
ENSG00000152932	RAB3C	166	162	74	177	301				275	6	192.5
ENSG00000152942	RAD17		1167								1	1167
ENSG00000152953	STK32B									636	1	636
ENSG00000152954	NRSN1				800	206		249		518	4	443.25
ENSG00000152977	ZIC1			460		610			136		3	402
ENSG00000153046	CDYL			516							1	516
ENSG00000153048	CARHSP1				474						1	474
ENSG00000153113	CAST		842								1	842
ENSG00000153130	SCOC	616			865				280	411	4	543
ENSG00000153208	MERTK									1050	1	1050
ENSG00000153214	TMEM87B							516			1	516
ENSG00000153250	RBMS1					356					1	356
ENSG00000153339	TRAPPC8			252							1	252
ENSG00000153406	NMRAL1	855									1	855
ENSG00000153558	FBXL2				679						1	679
ENSG00000153560	UBP1									808	1	808
ENSG00000153707	PTPRD				1025						1	1025
ENSG00000153774	CFDP1		1136								1	1136
ENSG00000153820	SPHKAP									144	1	144
ENSG00000153827	TRIP12									1052	1	1052
ENSG00000153904	DDAH1	812								232	2	522
ENSG00000153933	DGKE				881					775	2	828
ENSG00000153956	CACNA2D1	207	253	545	215	269		313		310	7	301.714285714286
ENSG00000154027	AK5	561			814						2	687.5
ENSG00000154040	CABYR									1025	1	1025
ENSG00000154059	IMPACT	469									1	469
ENSG00000154096	THY1	119	372	57	242	205		215	274		7	212
ENSG00000154144	TBRG1				1097						1	1097
ENSG00000154146	NRGN	2	8	3	6	48	8	8	28	63	9	19.3333333333333
ENSG00000154222	CC2D1B		912								1	912
ENSG00000154277	UCHL1	319	283	65	143	87	91	76	292	17	9	152.555555555556
ENSG00000154328	NEIL2	384						620			2	502
ENSG00000154473	BUB3		806								1	806
ENSG00000154518	ATP5MC3	701					159				2	430
ENSG00000154556	SORBS2				641						1	641
ENSG00000154639	CXADR		970								1	970
ENSG00000154645	CHODL		77	361	330			134			4	225.5
ENSG00000154654	NCAM2			405				125		176	3	235.333333333333
ENSG00000154678	PDE1C	788									1	788
ENSG00000154723	ATP5PF									546	1	546
ENSG00000154764	WNT7A									1079	1	1079
ENSG00000154767	XPC								338		1	338
ENSG00000154856	APCDD1								252	461	2	356.5
ENSG00000154975	CA10	638	872	572	178					369	5	525.8
ENSG00000155016	CYP2U1		1042								1	1042
ENSG00000155090	KLF10					444					1	444
ENSG00000155093	PTPRN2						307				1	307
ENSG00000155097	ATP6V1C1					638					1	638
ENSG00000155115	GTF3C6	827									1	827
ENSG00000155158	TTC39B	849									1	849
ENSG00000155265	GOLGA7B	275									1	275
ENSG00000155304	HSPA13		353		546						2	449.5
ENSG00000155363	MOV10				1091						1	1091
ENSG00000155366	RHOC		643								1	643
ENSG00000155367	PPM1J			398							1	398
ENSG00000155506	LARP1					644	493			929	3	688.666666666667
ENSG00000155511	GRIA1	147			448	235					3	276.666666666667
ENSG00000155592	ZKSCAN2								325		1	325
ENSG00000155636	RBM45		1192								1	1192
ENSG00000155660	PDIA4		890								1	890
ENSG00000155755	TMEM237			373							1	373
ENSG00000155816	FMN2					457					1	457
ENSG00000155849	ELMO1						92		269		2	180.5
ENSG00000155876	RRAGA					472					1	472
ENSG00000155886	SLC24A2				1060						1	1060
ENSG00000155897	ADCY8								211		1	211
ENSG00000155903	RASA2				915						1	915
ENSG00000155957	TMBIM4	785			627						2	706
ENSG00000155961	RAB39B				1122						1	1122
ENSG00000155966	AFF2							402		158	2	280
ENSG00000156011	PSD3	179	218		332						3	243
ENSG00000156030	ELMSAN1	271									1	271
ENSG00000156052	GNAQ	918									1	918
ENSG00000156076	WIF1		328	179	425	176	164				5	254.4
ENSG00000156097	GPR61									955	1	955
ENSG00000156110	ADK	698									1	698
ENSG00000156136	DCK			214							1	214
ENSG00000156261	CCT8		784								1	784
ENSG00000156298	TSPAN7	38	364	172	272	515	78	494		1069	8	375.25
ENSG00000156299	TIAM1				894						1	894
ENSG00000156313	RPGR		376								1	376
ENSG00000156381	ANKRD9			501						980	2	740.5
ENSG00000156395	SORCS3	668								314	2	491
ENSG00000156411	ATP5MPL	581	718		217			559			4	518.75
ENSG00000156414	TDRD9	346	516		212					146	4	305
ENSG00000156467	UQCRB				518		218				2	368
ENSG00000156482	RPL30	751	601		241			357			4	487.5
ENSG00000156504	FAM122B								272		1	272
ENSG00000156508	EEF1A1	105	49		29	45	30	119		121	7	71.1428571428571
ENSG00000156531	PHF6				860						1	860
ENSG00000156564	LRFN2			433							1	433
ENSG00000156603	MED19									978	1	978
ENSG00000156642	NPTN	41			63		191			629	4	231
ENSG00000156671	SAMD8				857						1	857
ENSG00000156697	UTP14A	842									1	842
ENSG00000156875	MFSD14A				607						1	607
