H369 clusters	gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
473	TLL1	1.34E-85	1.59538534	0.977	0.199	8.00E-81
473	LHX1-DT	2.57E-84	1.72031057	0.966	0.237	1.53E-79
473	RORB	9.31E-80	2.74715523	0.989	0.265	5.54E-75
473	NDST4	7.84E-79	2.30439515	0.966	0.256	4.66E-74
473	STK32A	1.59E-75	1.83284652	1	0.294	9.45E-71
473	LHX1	6.87E-74	1.69358048	0.943	0.241	4.09E-69
473	GFRA1	6.11E-73	1.64169251	0.931	0.24	3.64E-68
473	RGS16	7.46E-68	1.87814356	0.667	0.115	4.44E-63
473	ZMAT4	2.60E-64	2.194912	0.977	0.321	1.54E-59
473	TANC1	3.07E-60	1.70088876	0.931	0.294	1.83E-55
473	TMEM132C	5.70E-59	2.24702996	0.977	0.391	3.39E-54
473	GSG1L	1.89E-56	1.54518931	0.943	0.332	1.13E-51
473	TMTC1	1.81E-55	2.42873213	1	0.75	1.08E-50
473	MYO16	2.13E-51	2.14514507	0.989	0.517	1.27E-46
473	PLCH1	5.59E-51	1.72922942	0.954	0.333	3.32E-46
473	CDH4	3.04E-49	2.15500582	0.989	0.545	1.81E-44
473	RIN2	2.14E-48	1.4692037	0.989	0.455	1.27E-43
473	ZFHX3	4.52E-47	1.75649506	1	0.831	2.69E-42
473	CADPS2	4.81E-46	1.90571085	0.989	0.495	2.86E-41
473	NR2F2-AS1	2.61E-45	1.58320541	0.816	0.229	1.55E-40
473	MSI2	6.40E-45	1.72259256	1	0.753	3.81E-40
473	PTPRK	4.69E-44	1.59505145	1	0.419	2.79E-39
473	CHRM5	5.42E-40	1.50410607	0.954	0.45	3.22E-35
473	FGF13	1.35E-39	1.88126769	1	0.704	8.03E-35
473	DPP10	4.06E-39	1.68952589	1	0.765	2.41E-34
473	MEGF11	3.59E-38	1.63593036	0.793	0.302	2.14E-33
473	GPC5	5.33E-38	2.13543721	0.966	0.579	3.17E-33
473	PRKD1	4.72E-37	1.45051158	0.989	0.533	2.81E-32
473	CAMK1D	4.92E-37	1.79031942	0.977	0.643	2.92E-32
473	ADCY2	2.13E-36	1.42029719	1	0.558	1.26E-31
473	TSHZ2	1.08E-33	1.57052893	1	0.637	6.43E-29
473	INPP4B	6.45E-33	1.58011473	1	0.708	3.84E-28
473	AC107223.1	1.03E-28	1.65077014	0.92	0.613	6.10E-24
473	PDE7B	6.07E-25	1.41336899	0.92	0.563	3.61E-20
473	MT-ND1	1.41E-24	1.42800814	0.943	0.711	8.42E-20
473	MT-RNR2	2.24E-24	1.49576611	0.966	0.841	1.33E-19
473	NNAT	7.10E-20	1.56359843	0.897	0.567	4.22E-15
475	RORB	2.13E-40	1.71435588	0.752	0.265	1.27E-35
475	ZFPM2	1.79E-21	1.3300424	0.805	0.515	1.07E-16
475	KCNT2	1.14E-19	1.11106399	0.832	0.622	6.79E-15
475	HMCN1	1.62E-18	2.06534327	0.283	0.079	9.64E-14
475	PPP3CA	1.83E-17	0.88673616	0.938	0.968	1.09E-12
475	PCSK1N	3.03E-17	1.19102317	0.965	0.904	1.81E-12
475	LUZP2	8.77E-16	1.08966455	0.841	0.671	5.22E-11
475	SGCZ	1.83E-15	1.29789168	0.885	0.823	1.09E-10
475	ANKFN1	8.75E-15	1.02423659	0.726	0.547	5.20E-10
475	DLX6-AS1	1.56E-14	0.80165335	0.549	0.266	9.28E-10
475	PEG10	4.83E-14	0.86383688	0.894	0.748	2.87E-09
475	RADX	6.39E-14	0.85085663	0.637	0.409	3.80E-09
475	ZFPM2-AS1	2.08E-13	1.00700138	0.513	0.258	1.24E-08
475	NRXN3	4.51E-13	0.76813954	0.929	0.81	2.68E-08
475	FRMPD4	2.92E-11	1.00529732	0.796	0.632	1.74E-06
475	DPYD	2.96E-11	0.62297166	0.947	0.755	1.76E-06
475	GNAS	3.47E-11	0.66841863	0.965	0.973	2.07E-06
475	PTPRD	6.90E-11	0.66709557	1	0.97	4.10E-06
475	BUB3	7.64E-11	0.8339107	0.54	0.351	4.54E-06
475	IGSF1	1.49E-10	0.58823052	0.372	0.168	8.89E-06
475	THSD7B	2.21E-10	1.02629833	0.549	0.316	1.31E-05
475	CELF4	2.58E-10	0.54320251	0.885	0.923	1.53E-05
475	AUXG01000058.1	3.86E-10	0.77395128	0.779	0.741	2.30E-05
475	PTGER3	5.67E-10	0.66772833	0.345	0.156	3.37E-05
475	EFNA5	1.67E-09	0.73799021	0.885	0.853	9.94E-05
475	SORCS1	1.84E-09	0.70341656	0.726	0.493	0.00010946
475	NNAT	2.24E-09	0.71800036	0.743	0.567	0.00013335
475	KCNC2	4.08E-09	0.5375485	0.805	0.659	0.00024276
475	LINC02641	4.60E-09	0.61432245	0.31	0.143	0.00027368
475	SOX1-OT	8.20E-09	0.64283386	0.434	0.237	0.00048781
475	HTR2C	1.12E-08	0.79612544	0.726	0.524	0.00066883
475	SOX5	1.40E-08	0.66411422	0.796	0.648	0.00082984
475	MAML3	1.42E-08	0.62155033	0.717	0.541	0.00084391
475	WIF1	1.42E-08	0.93677433	0.301	0.134	0.00084485
475	RANBP17	2.10E-08	0.64881619	0.77	0.782	0.001247
475	FTH1	2.30E-08	0.66282109	0.876	0.821	0.00136852
475	SCN9A	2.78E-08	0.58595186	0.805	0.793	0.00165378
475	NDN	4.14E-08	0.72646663	0.717	0.582	0.00245988
475	NPNT	5.99E-08	0.68065803	0.372	0.197	0.00356117
475	LINGO2	1.10E-07	0.68349679	0.929	0.895	0.00652022
475	TUBB2A	1.54E-07	0.72234065	0.85	0.803	0.0091767
475	PTEN	1.75E-07	0.5655949	0.788	0.852	0.0104224
475	RFTN1	1.80E-07	0.65119826	0.442	0.294	0.01069695
475	AC055839.2	2.47E-07	0.57994895	0.77	0.676	0.0146922
475	SOX4	2.78E-07	0.96025086	0.496	0.341	0.01656279
475	SOX11	3.71E-07	0.74275023	0.451	0.299	0.02204583
475	RHBDD2	5.10E-07	0.58086201	0.779	0.762	0.03031084
475	ISYNA1	5.70E-07	0.67012089	0.381	0.222	0.03389803
475	NDFIP1	8.25E-07	0.6211824	0.903	0.942	0.04909616
475	TMX4	8.37E-07	0.55421833	0.752	0.805	0.04981276
477	PMCH	5.70E-129	5.00912553	0.827	0.096	3.39E-124
477	NPFFR2	6.33E-87	1.24937628	0.704	0.089	3.76E-82
477	TENT5A	3.31E-84	1.98867419	0.938	0.194	1.97E-79
477	OSBPL3	1.47E-81	2.42834495	0.864	0.173	8.77E-77
477	IGF1	2.72E-81	1.42945741	0.704	0.099	1.62E-76
477	AC007614.1	4.68E-53	1.40518029	0.802	0.197	2.78E-48
477	ZNF521	4.99E-49	1.84330626	0.975	0.385	2.97E-44
477	SAMD3	1.88E-47	1.63635812	0.914	0.294	1.12E-42
477	RASGEF1B	1.09E-46	1.75933829	0.938	0.34	6.48E-42
477	PDGFD	6.73E-45	1.62072334	0.827	0.234	4.00E-40
477	HTR2C	3.16E-43	2.19490038	1	0.524	1.88E-38
477	STK32A	1.92E-42	1.27390183	0.877	0.294	1.14E-37
477	PCSK2	6.46E-40	1.78775185	0.988	0.649	3.84E-35
477	EPS8	4.94E-39	1.41864762	0.877	0.36	2.94E-34
477	PTPRM	8.17E-39	1.65377728	1	0.836	4.86E-34
477	AL033504.1	1.19E-38	1.56688835	0.963	0.471	7.10E-34
477	RAB27B	2.40E-38	1.44674226	0.988	0.628	1.43E-33
477	PELI2	1.14E-37	1.34997409	0.827	0.295	6.77E-33
477	SAMD5	1.26E-35	1.41003899	0.963	0.462	7.48E-31
477	RAB3C	2.60E-35	1.23612361	0.988	0.92	1.55E-30
477	DPYD	4.06E-35	1.46243005	1	0.755	2.42E-30
477	P3H2	5.13E-35	1.87306886	0.938	0.487	3.05E-30
477	LRRC4C	1.16E-34	1.4753178	1	0.957	6.92E-30
477	KLHL1	5.41E-34	1.79333524	0.975	0.582	3.22E-29
477	DACH1	1.68E-33	1.54866486	0.963	0.474	9.99E-29
477	DACH2	5.47E-32	1.51482412	0.901	0.458	3.25E-27
477	PAM	1.06E-31	1.25118932	0.988	0.93	6.32E-27
477	HDAC9	4.55E-31	1.8779722	1	0.827	2.70E-26
477	GRIK1	8.62E-31	1.522192	0.975	0.522	5.13E-26
477	CADM2	2.65E-30	1.15840485	1	0.972	1.58E-25
477	CEP112	3.15E-28	1.16666907	0.988	0.735	1.88E-23
477	SOX5	9.67E-27	1.4063741	0.988	0.648	5.75E-22
477	TRPM3	1.00E-26	1.72358973	0.951	0.585	5.98E-22
477	PDZRN4	3.52E-26	1.37182941	0.704	0.239	2.10E-21
477	SOX2-OT	2.43E-25	2.0008906	0.951	0.693	1.44E-20
477	BACH1	3.49E-25	1.31126027	0.877	0.48	2.08E-20
477	PCDH15	5.38E-25	1.62187323	0.988	0.83	3.20E-20
477	PTPRG	9.56E-24	1.14220295	1	0.805	5.68E-19
477	MIR137HG	4.86E-23	1.12536813	0.988	0.713	2.89E-18
477	CDH18	6.77E-23	1.17693234	1	0.894	4.03E-18
477	CNTNAP5	1.22E-22	1.52081011	0.975	0.838	7.26E-18
477	SEZ6L	8.45E-22	1.15296996	0.963	0.792	5.03E-17
477	PDE3B	1.67E-21	1.16701427	0.938	0.627	9.91E-17
477	DCC	2.22E-21	1.32044449	0.926	0.697	1.32E-16
477	CDH7	3.74E-21	1.17531294	0.877	0.506	2.22E-16
477	RIT2	6.42E-21	1.11627231	0.988	0.722	3.82E-16
477	ZNF804A	1.92E-20	1.31917128	0.951	0.704	1.14E-15
477	SOX6	1.50E-16	1.44991535	0.568	0.234	8.91E-12
477	COL25A1	9.14E-14	1.19667477	0.852	0.56	5.44E-09
477	ZNF385D	2.03E-11	1.66482916	0.753	0.615	1.21E-06
478	LGALS3	0	1.57681285	0.684	0.015	0
478	VIP	2.02E-291	2.82437034	0.633	0.023	1.20E-286
478	COL4A5	3.90E-261	1.20338234	0.734	0.034	2.32E-256
478	SLC1A3	8.27E-240	1.64672927	0.861	0.052	4.92E-235
478	F11-AS1	7.17E-142	1.18608133	0.443	0.022	4.26E-137
478	LGR5	7.49E-95	2.32675427	0.886	0.156	4.45E-90
478	SEMA3D	1.53E-89	2.41379347	0.823	0.135	9.11E-85
478	ANOS1	3.17E-68	1.94740156	0.81	0.173	1.89E-63
478	DCDC2	2.06E-62	1.50552168	0.899	0.239	1.23E-57
478	THSD7B	5.95E-61	2.69087242	0.962	0.316	3.54E-56
478	TLL1	8.17E-61	1.61909208	0.886	0.199	4.86E-56
478	CALB1	5.50E-59	2.19726762	0.924	0.264	3.27E-54
478	CLIC5	6.74E-55	1.2918816	0.772	0.185	4.01E-50
478	NR2F2-AS1	9.70E-53	1.75959622	0.886	0.229	5.77E-48
478	SAMD5	1.94E-48	2.26508982	0.987	0.462	1.16E-43
478	LHX1	2.49E-48	1.44622277	0.835	0.242	1.48E-43
478	GAD2	7.84E-48	1.63484986	1	0.386	4.66E-43
478	RFTN1	1.47E-45	1.19592176	0.873	0.294	8.75E-41
478	AL033504.1	1.62E-45	2.04015998	0.987	0.471	9.66E-41
478	LHX1-DT	1.41E-43	1.2048031	0.81	0.238	8.38E-39
478	TRPM3	2.32E-43	3.42662905	0.949	0.585	1.38E-38
478	PTPRK	3.21E-43	1.74557038	1	0.419	1.91E-38
478	SASH1	5.84E-42	1.76545803	0.949	0.406	3.47E-37
478	ID4	1.48E-41	1.35857104	0.722	0.186	8.80E-37
478	ZFHX3	2.23E-40	1.79397075	1	0.831	1.32E-35
478	GSG1L	2.61E-39	1.33379068	0.861	0.332	1.55E-34
478	PARD3B	1.36E-38	1.79970895	0.987	0.542	8.08E-34
478	GAD1	3.74E-37	1.37559067	0.975	0.453	2.23E-32
478	ANKFN1	1.59E-36	1.89913607	0.962	0.547	9.44E-32
478	CDH4	2.18E-35	1.76354478	0.949	0.545	1.30E-30
478	SDK1	3.62E-35	1.59443694	0.987	0.546	2.15E-30
478	PLCH1	6.40E-34	1.2741376	0.886	0.333	3.81E-29
478	TLE1	2.36E-33	1.20360393	0.797	0.322	1.40E-28
478	NECTIN3	1.54E-31	1.23192168	0.848	0.349	9.15E-27
478	CACNA2D3	3.49E-31	1.45037636	0.975	0.661	2.07E-26
478	MYO16	1.62E-30	1.55248783	0.937	0.517	9.63E-26
478	PDE7B	9.52E-29	1.49082293	0.949	0.563	5.66E-24
478	NRXN3	1.01E-28	1.41151079	1	0.81	6.01E-24
478	TENM2	2.87E-27	1.28904544	1	0.916	1.71E-22
478	KCTD16	6.60E-27	1.27141729	0.987	0.763	3.92E-22
478	CDH2	9.08E-27	1.29797535	0.949	0.827	5.40E-22
478	MAGI3	1.17E-26	1.32299768	0.962	0.747	6.93E-22
478	TSHZ2	3.88E-24	1.36353717	0.975	0.638	2.31E-19
478	ZFPM2	7.98E-24	1.53310706	0.899	0.515	4.75E-19
478	KIRREL3	8.15E-24	1.40821898	0.975	0.662	4.85E-19
478	NRG3	8.59E-23	1.20761699	1	0.978	5.11E-18
478	TMEM132C	2.02E-22	1.21524799	0.81	0.391	1.20E-17
478	LNC-LBCS	2.44E-20	1.24668348	0.785	0.369	1.45E-15
478	CHRM3	1.46E-19	1.40527477	0.848	0.527	8.68E-15
478	KCNB2	5.53E-19	1.1846542	0.962	0.733	3.29E-14
480	LEF1	3.36E-78	1.80088578	0.797	0.115	2.00E-73
480	ITGA2	1.44E-51	0.99014535	0.391	0.041	8.54E-47
480	NR2F2-AS1	6.80E-37	1.57719284	0.812	0.229	4.05E-32
480	NTNG1	1.72E-34	2.1682213	0.942	0.484	1.02E-29
480	TLL1	3.19E-30	1.76898699	0.667	0.199	1.90E-25
480	RMST	4.15E-28	1.44992146	1	0.806	2.47E-23
480	AC110023.1	3.21E-27	1.55735559	0.87	0.42	1.91E-22
480	KCNC2	2.03E-26	1.67171566	0.928	0.659	1.20E-21
480	ERBB4	1.43E-24	1.73160514	0.957	0.621	8.48E-20
480	CERS6	1.44E-24	1.03558112	0.986	0.864	8.54E-20
480	DMD	1.73E-24	1.4015798	0.986	0.78	1.03E-19
480	AC012409.2	8.35E-24	1.108024	0.478	0.116	4.96E-19
480	TAFA2	3.81E-23	1.42630179	0.957	0.714	2.26E-18
480	CRYM	4.02E-23	1.11911648	0.493	0.128	2.39E-18
480	FOXP2	7.03E-23	1.22172647	0.739	0.243	4.18E-18
480	ARHGAP24	1.75E-22	1.46547049	0.855	0.443	1.04E-17
480	NR2F2	4.74E-22	0.98615	0.623	0.192	2.82E-17
480	THSD7B	1.68E-21	1.16385452	0.783	0.316	1.00E-16
480	RORB	2.85E-21	1.03284225	0.754	0.265	1.69E-16
480	MDGA2	4.41E-21	1.24955903	1	0.982	2.62E-16
480	PLCB4	4.46E-20	1.06036531	0.986	0.821	2.66E-15
480	UNC5D	5.02E-20	1.22403737	1	0.734	2.98E-15
480	AL591501.1	6.46E-20	0.99362318	0.493	0.137	3.84E-15
480	CALB2	7.01E-20	1.60647583	0.913	0.621	4.17E-15
480	GNAS	3.63E-19	1.09966981	1	0.973	2.16E-14
480	GABRG3	5.13E-19	1.0297169	0.986	0.858	3.05E-14
480	AC136759.1	1.09E-18	1.45537039	0.681	0.313	6.48E-14
480	MAML3	2.06E-18	1.21355112	0.855	0.541	1.23E-13
480	HTR2C	7.79E-18	1.21586208	0.913	0.524	4.63E-13
480	SGCD	2.28E-17	1.04763322	0.899	0.563	1.36E-12
480	LDB2	2.69E-14	1.07024875	0.783	0.482	1.60E-09
480	PTPRK	3.83E-14	1.37357238	0.768	0.42	2.28E-09
480	KCNH5	1.09E-13	1.23608404	0.797	0.524	6.47E-09
480	CACHD1	1.16E-13	1.04135643	0.739	0.451	6.88E-09
480	RASGEF1B	1.79E-13	1.10125824	0.652	0.34	1.06E-08
480	PREX2	4.58E-13	1.03893773	0.565	0.249	2.72E-08
480	GABRG3-AS1	7.96E-12	0.96079776	0.739	0.467	4.74E-07
480	CACNA2D3	8.14E-12	1.08878181	0.841	0.661	4.84E-07
480	SOX5	2.80E-11	0.91266724	0.899	0.648	1.66E-06
480	PLD5	6.05E-11	0.97815741	0.754	0.534	3.60E-06
480	SOX2-OT	8.38E-11	0.93658079	0.87	0.693	4.98E-06
480	LINC02641	2.38E-10	0.92248017	0.377	0.143	1.41E-05
480	PLA2R1	4.77E-10	0.96545068	0.681	0.478	2.84E-05
480	AC091078.1	5.69E-10	0.94958383	0.609	0.385	3.38E-05
480	SDK1	9.39E-10	1.20175367	0.739	0.546	5.59E-05
480	LINC02223	1.13E-09	1.04257271	0.71	0.509	6.71E-05
480	RFTN1	1.25E-09	1.06669504	0.522	0.294	7.46E-05
480	TCF7L2	2.05E-09	0.9327164	0.507	0.27	0.0001222
480	LINC01579	4.20E-08	0.9487266	0.391	0.18	0.00249607
480	AC018742.1	7.52E-07	0.96393751	0.232	0.082	0.04473432
481	AC114316.1	1.05E-248	3.52985285	0.889	0.05	6.26E-244
481	ONECUT1	2.75E-230	1.28372006	0.792	0.04	1.63E-225
481	TH	3.68E-150	1.22063375	0.528	0.027	2.19E-145
481	PMFBP1	5.50E-145	0.98326954	0.639	0.042	3.27E-140
481	TEX41	2.50E-104	1.76544493	0.361	0.019	1.49E-99
481	OTP	1.58E-63	0.89676603	0.653	0.089	9.41E-59
481	AC124854.1	5.64E-62	0.74867393	0.458	0.047	3.35E-57
481	LINC00299	1.58E-45	0.82926423	0.597	0.104	9.37E-41
481	PON2	1.17E-36	0.82405577	0.694	0.172	6.93E-32
481	SIM1	4.26E-31	1.06442728	0.681	0.185	2.53E-26
481	VWC2	4.40E-27	1.25453052	0.861	0.373	2.62E-22
481	AC023905.1	5.03E-27	0.68559265	0.528	0.12	2.99E-22
481	EBF1	3.86E-25	1.56337186	0.542	0.152	2.30E-20
481	STK32B	2.39E-20	0.93961647	0.583	0.192	1.42E-15
481	NPAS3	3.13E-19	1.23241186	0.986	0.84	1.86E-14
481	INPP4B	3.54E-19	1.39815133	0.931	0.708	2.11E-14
481	AL136456.1	4.28E-19	0.88814239	0.403	0.103	2.54E-14
481	AC139720.1	8.90E-19	0.99484913	0.639	0.259	5.30E-14
481	SEMA6D	3.79E-17	1.17312045	0.917	0.542	2.26E-12
481	ZNF208	6.99E-17	1.00533258	0.625	0.259	4.16E-12
481	DACH1	7.38E-17	1.25921079	0.847	0.474	4.39E-12
481	CD36	8.92E-17	0.93866134	0.458	0.144	5.31E-12
481	COL11A1	5.83E-16	0.8222198	0.694	0.319	3.47E-11
481	EGFEM1P	3.04E-15	1.11532521	0.958	0.664	1.81E-10
481	ZNF521	4.10E-15	0.92545467	0.75	0.385	2.44E-10
481	HS3ST5	6.46E-15	1.4350257	0.764	0.504	3.84E-10
481	THSD7B	5.29E-14	1.72590792	0.625	0.316	3.15E-09
481	SCN7A	3.25E-13	0.69035065	0.875	0.59	1.93E-08
481	CDH12	3.41E-13	1.14693164	0.819	0.495	2.03E-08
481	SEMA6A	3.55E-13	0.73758389	0.764	0.424	2.11E-08
481	AC117461.1	6.07E-13	0.74485789	0.611	0.281	3.61E-08
481	OLFM3	8.18E-13	0.81077772	0.944	0.773	4.86E-08
481	RALYL	8.65E-13	0.72310166	1	0.972	5.14E-08
481	TRPM3	1.48E-12	1.59640047	0.861	0.585	8.82E-08
481	PLCH1	4.13E-12	1.12203017	0.625	0.334	2.45E-07
481	KCNB2	4.85E-12	0.9737112	0.958	0.733	2.88E-07
481	CDH20	6.87E-12	0.79913649	0.569	0.239	4.08E-07
481	ARHGAP24	1.79E-11	1.02751	0.75	0.443	1.06E-06
481	SCN9A	2.15E-11	0.67258092	0.944	0.793	1.28E-06
481	SLC35F4	2.51E-11	1.07692877	0.819	0.565	1.49E-06
481	GPR149	2.51E-11	0.67985529	0.653	0.322	1.49E-06
481	NDST4	3.15E-11	0.77424025	0.583	0.256	1.87E-06
481	HDAC2-AS2	3.66E-11	1.17385423	0.694	0.466	2.17E-06
481	ROBO1	1.49E-10	0.76293104	1	0.939	8.88E-06
481	AL033504.1	6.25E-09	0.80710592	0.764	0.472	0.00037152
481	DACH2	8.31E-09	0.7711038	0.694	0.458	0.00049424
481	PBX3	1.09E-08	0.87235607	0.653	0.421	0.00064958
481	ZNF804A	2.10E-08	0.65901169	0.903	0.704	0.00125201
481	ROBO2	5.66E-08	0.79822664	0.889	0.885	0.00336487
481	AL589740.1	6.03E-08	0.83477348	0.764	0.521	0.00358496
485	NTS	6.61E-35	2.94006285	0.62	0.104	3.93E-30
485	PENK	1.16E-34	2.3952641	0.66	0.123	6.89E-30
485	DLX1	8.67E-31	0.88992049	0.68	0.14	5.16E-26
485	CGNL1	1.03E-28	1.23053432	0.46	0.073	6.13E-24
485	SYTL4	1.93E-26	0.8896257	0.52	0.098	1.15E-21
485	PTGFR	2.21E-25	0.82418431	0.5	0.09	1.32E-20
485	GAD2	4.25E-23	1.34148406	0.96	0.386	2.53E-18
485	GABRE	1.12E-22	0.85564918	0.5	0.1	6.66E-18
485	RORB	1.65E-20	1.42919136	0.78	0.265	9.84E-16
485	ZFPM2-AS1	6.59E-19	1.40839993	0.74	0.258	3.92E-14
485	SRPX2	2.22E-18	0.93082432	0.38	0.074	1.32E-13
485	DIRAS3	1.87E-17	1.52899567	0.88	0.52	1.11E-12
485	ECEL1	3.79E-17	0.96246312	0.72	0.244	2.25E-12
485	ZFPM2	1.68E-16	1.57537156	0.92	0.516	1.00E-11
485	ARHGAP36	7.13E-16	1.17386574	0.52	0.143	4.24E-11
485	ZCCHC12	1.48E-15	1.44179007	0.88	0.467	8.78E-11
485	STK32A	2.49E-15	1.0665989	0.72	0.294	1.48E-10
485	S100A6	2.21E-14	1.15883569	0.82	0.414	1.31E-09
485	PCSK1N	1.72E-12	1.46446536	0.98	0.904	1.02E-07
485	TMEM65	7.02E-12	1.09794701	0.8	0.56	4.18E-07
485	CALY	8.17E-12	1.07445106	1	0.957	4.86E-07
485	NDN	1.58E-11	0.88147187	0.92	0.582	9.41E-07
485	GRM3	2.82E-11	0.81170969	0.78	0.437	1.68E-06
485	GNAS	9.12E-11	0.8374852	1	0.973	5.43E-06
485	CADPS2	9.44E-11	1.20315132	0.84	0.496	5.62E-06
485	UBC	1.01E-10	0.86703471	0.92	0.67	5.99E-06
485	GSTP1	2.05E-10	0.94624524	0.78	0.444	1.22E-05
485	B4GAT1	3.14E-10	0.80988629	0.9	0.637	1.87E-05
485	ACTG1	1.02E-09	0.87720767	0.96	0.804	6.07E-05
485	STMN2	1.08E-09	0.85582812	1	0.913	6.45E-05
485	SGCZ	1.31E-09	0.84206392	1	0.823	7.80E-05
485	HSP90AB1	1.54E-09	0.96421739	0.98	0.902	9.15E-05
485	RNASEK	1.79E-09	0.96196431	0.9	0.709	0.00010657
485	SELENOM	2.44E-09	0.81213005	0.78	0.496	0.00014543
485	GLRA2	2.92E-09	0.82338066	0.8	0.493	0.0001734
485	BEX3	3.95E-09	0.86583153	0.92	0.833	0.00023469
485	GABARAP	4.77E-09	0.79394082	0.86	0.612	0.00028361
485	TUBA1A	5.99E-09	0.95407048	0.98	0.82	0.0003565
485	TUBB	8.01E-09	0.83433015	0.94	0.736	0.00047663
485	PCDH9-AS1	8.32E-09	0.89115834	0.72	0.41	0.00049486
485	PIK3R1	1.20E-08	1.02234171	0.7	0.498	0.00071142
485	GAPDH	2.32E-08	0.95021021	0.94	0.866	0.00138013
485	BEX4	3.35E-08	0.80694885	0.92	0.783	0.0019944
485	HSPA8	3.94E-08	1.16829628	0.84	0.624	0.0023424
485	FTH1	7.88E-08	0.92574151	0.92	0.821	0.00468592
485	DDX24	1.47E-07	0.83870927	0.94	0.868	0.00873132
485	ACTB	2.09E-07	0.92323399	0.96	0.829	0.0124138
485	SKP1	2.23E-07	0.89288443	0.92	0.8	0.0132931
485	TUBB2A	3.03E-07	0.852326	0.94	0.803	0.01804503
485	SAMD5	7.59E-07	0.83664628	0.76	0.463	0.0451343
488	SHISAL2B	2.00E-245	1.22079127	0.88	0.049	1.19E-240
488	LMX1A	3.45E-234	1.83220991	0.96	0.062	2.05E-229
488	CHST9	5.11E-220	2.36067118	0.973	0.072	3.04E-215
488	CRNDE	8.29E-215	2.38891716	0.973	0.074	4.93E-210
488	LINC02197	8.86E-107	1.52494761	0.907	0.127	5.27E-102
488	GPC5-AS2	7.23E-105	1.81292759	0.907	0.133	4.30E-100
488	LAMA3	6.33E-104	1.29269006	0.84	0.106	3.76E-99
488	TTC6	1.39E-101	1.57453466	0.92	0.131	8.24E-97
488	AC009264.1	5.28E-90	2.15813218	0.907	0.157	3.14E-85
488	AL356737.2	1.12E-89	2.53253552	0.933	0.173	6.69E-85
488	ANOS1	5.08E-88	1.66042284	0.933	0.173	3.02E-83
488	AQP4-AS1	1.02E-69	2.03603064	0.92	0.216	6.06E-65
488	THSD7B	5.64E-67	2.72978828	1	0.316	3.35E-62
488	CHRM2	4.00E-62	2.28427425	0.987	0.302	2.38E-57
488	AC139720.1	5.25E-61	2.27540431	0.92	0.259	3.12E-56
488	ADAMTSL3	4.91E-59	1.63744013	0.88	0.23	2.92E-54
488	CARTPT	2.25E-57	1.77955447	0.733	0.13	1.34E-52
488	SATB1	3.08E-55	1.48741753	0.973	0.329	1.83E-50
488	SGCD	2.13E-52	3.26463374	1	0.562	1.27E-47
488	SNTG2	1.34E-50	1.48202785	0.92	0.273	7.97E-46
488	TRHDE	9.87E-50	1.71765744	0.96	0.322	5.87E-45
488	GPC5	2.15E-49	3.31197417	1	0.579	1.28E-44
488	INPP4B	3.91E-48	2.42285215	1	0.708	2.33E-43
488	PBX3	3.87E-47	1.87287438	0.987	0.421	2.30E-42
488	CPNE8	2.50E-46	1.51201259	1	0.383	1.49E-41
488	AC090579.1	3.53E-45	2.048481	0.893	0.307	2.10E-40
488	CLSTN2	5.97E-45	2.02750126	1	0.635	3.55E-40
488	CASK	5.53E-44	1.63367045	1	0.835	3.29E-39
488	LHFPL3	9.04E-40	1.80188059	1	0.748	5.37E-35
488	SAMD3	1.26E-39	1.22929234	0.92	0.294	7.51E-35
488	AC110296.1	3.17E-39	1.79492206	0.907	0.416	1.88E-34
488	ALK	2.19E-37	1.63982289	0.973	0.514	1.30E-32
488	SPOCK3	5.65E-37	1.54583107	1	0.769	3.36E-32
488	AC069228.1	8.64E-35	2.25255215	0.933	0.606	5.14E-30
488	PTPRT	3.94E-34	1.49262272	0.987	0.517	2.34E-29
488	PPFIA2	7.56E-34	1.23116888	1	0.967	4.50E-29
488	OXR1	8.36E-34	1.71568435	1	0.835	4.97E-29
488	GPC6	1.23E-33	1.57877893	0.987	0.761	7.29E-29
488	LRP1B	1.21E-32	1.24047687	1	0.954	7.17E-28
488	EPHA5	1.76E-32	1.26918137	1	0.583	1.05E-27
488	GRIK1	6.15E-31	1.34948814	1	0.522	3.66E-26
488	FSTL4	3.84E-30	1.4192248	0.933	0.525	2.28E-25
488	BACH1	6.76E-29	1.43261988	0.92	0.48	4.02E-24
488	ZNF385D	1.61E-28	1.49427921	0.987	0.615	9.56E-24
488	SLC8A1-AS1	2.66E-28	1.19472659	0.96	0.545	1.58E-23
488	KCNQ5	3.64E-27	1.24545967	1	0.707	2.16E-22
488	ADCY2	8.23E-27	1.17123925	1	0.558	4.90E-22
488	NRG1	5.22E-25	1.2111426	1	0.858	3.11E-20
488	GABRG3-AS1	9.72E-24	1.27374264	0.867	0.467	5.78E-19
488	TAC1	7.68E-21	1.59260206	0.787	0.321	4.57E-16
490	LINC00540	9.13E-213	1.77001401	0.81	0.067	5.43E-208
490	GAL	6.03E-127	1.94965477	0.705	0.081	3.59E-122
490	PROX1	5.72E-72	1.00741909	0.762	0.152	3.40E-67
490	PROX1-AS1	2.11E-68	0.92781508	0.676	0.125	1.26E-63
490	ECEL1	3.31E-56	1.18519184	0.857	0.243	1.97E-51
