gene	cluster_set	cluster
MMP17	hvg20_SNNk10	1
COL18A1	hvg20_SNNk10	1
GPRASP2	hvg20_SNNk10	1
SEPTIN6	hvg20_SNNk10	1
DPY19L1	hvg20_SNNk10	1
EPCAM	hvg20_SNNk10	1
GABBR2	hvg20_SNNk10	1
IRF9	hvg20_SNNk10	1
SLC8A2	hvg20_SNNk10	1
FBLL1	hvg20_SNNk10	1
NANOS1	hvg20_SNNk10	1
CHGB	hvg20_SNNk10	1
GPRASP1	hvg20_SNNk10	1
HPRT1	hvg20_SNNk10	1
CELF3	hvg20_SNNk10	1
SDC2	hvg20_SNNk10	1
SYT13	hvg20_SNNk10	1
NECAP1	hvg20_SNNk10	1
LRATD1	hvg20_SNNk10	1
CLVS2	hvg20_SNNk10	1
MIAT	hvg20_SNNk10	1
SUSD4	hvg20_SNNk10	1
PCDH7	hvg20_SNNk10	1
GDA	hvg20_SNNk10	1
MCAM	hvg20_SNNk10	1
TMED3	hvg20_SNNk10	1
PNMA8C	hvg20_SNNk10	1
LONRF2	hvg20_SNNk10	1
TUSC3	hvg20_SNNk10	1
EFNA5	hvg20_SNNk10	1
FNDC10	hvg20_SNNk10	1
CNIH2	hvg20_SNNk10	1
GRIA4	hvg20_SNNk10	1
TTC8	hvg20_SNNk10	1
RPAIN	hvg20_SNNk10	1
SYT5	hvg20_SNNk10	1
PSME2	hvg20_SNNk10	1
RBFOX2	hvg20_SNNk10	1
SLIT2	hvg20_SNNk10	1
DNM1	hvg20_SNNk10	1
SVOP	hvg20_SNNk10	1
SMARCA1	hvg20_SNNk10	1
AKAP12	hvg20_SNNk10	1
CALN1	hvg20_SNNk10	1
CD151	hvg20_SNNk10	1
COCH	hvg20_SNNk10	1
GALNT16	hvg20_SNNk10	1
CDKN2D	hvg20_SNNk10	1
SYNGR3	hvg20_SNNk10	1
ACHE	hvg20_SNNk10	1
GRIN1	hvg20_SNNk10	1
ADGRA1	hvg20_SNNk10	1
CCR10	hvg20_SNNk10	1
FGF13	hvg20_SNNk10	1
PRKCZ	hvg20_SNNk10	1
NRG1	hvg20_SNNk10	1
GABRA3	hvg20_SNNk10	1
UNC5D	hvg20_SNNk10	1
CACNB2	hvg20_SNNk10	1
TMEFF2	hvg20_SNNk10	1
ATP6V0E1	hvg20_SNNk10	1
NNAT	hvg20_SNNk10	1
DIRAS3	hvg20_SNNk10	1
PGAP1	hvg20_SNNk10	1
ECE2	hvg20_SNNk10	1
SNX10	hvg20_SNNk10	1
TMEM246	hvg20_SNNk10	1
TRAPPC4	hvg20_SNNk10	1
FXYD7	hvg20_SNNk10	1
SYN2	hvg20_SNNk10	1
CD200	hvg20_SNNk10	1
VAT1	hvg20_SNNk10	1
MESD	hvg20_SNNk10	1
MEIS3	hvg20_SNNk10	1
NUDT11	hvg20_SNNk10	1
PAK3	hvg20_SNNk10	1
SMPD4	hvg20_SNNk10	1
SORCS3	hvg20_SNNk10	1
CDK5R1	hvg20_SNNk10	1
MX1	hvg20_SNNk10	1
NEFH	hvg20_SNNk10	1
SHISAL1	hvg20_SNNk10	1
NSG2	hvg20_SNNk10	1
CENPV	hvg20_SNNk10	1
SSBP4	hvg20_SNNk10	1
CRIM1	hvg20_SNNk10	1
GRIK2	hvg20_SNNk10	1
NRXN3	hvg20_SNNk10	1
SHC2	hvg20_SNNk10	1
MAGEE1	hvg20_SNNk10	1
GPRIN1	hvg20_SNNk10	1
DYNC1I1	hvg20_SNNk10	1
SNRPF	hvg20_SNNk10	1
CTXN1	hvg20_SNNk10	1
ISYNA1	hvg20_SNNk10	1
CPNE3	hvg20_SNNk10	1
PTS	hvg20_SNNk10	1
BTG1	hvg20_SNNk10	1
SLC12A5	hvg20_SNNk10	1
ELMOD1	hvg20_SNNk10	1
SGPP2	hvg20_SNNk10	1
KIF9	hvg20_SNNk10	1
TMEM179	hvg20_SNNk10	1
PCSK2	hvg20_SNNk10	1
HSPA4L	hvg20_SNNk10	1
RCAN2	hvg20_SNNk10	1
GNG2	hvg20_SNNk10	1
CAMK2N2	hvg20_SNNk10	1
AHI1	hvg20_SNNk10	1
LSM5	hvg20_SNNk10	1
PNCK	hvg20_SNNk10	1
CASD1	hvg20_SNNk10	1
CACNA1B	hvg20_SNNk10	1
C1QTNF4	hvg20_SNNk10	1
GABRB3	hvg20_SNNk10	1
SLC2A13	hvg20_SNNk10	1
NRXN1	hvg20_SNNk10	1
ST8SIA4	hvg20_SNNk10	1
MYDGF	hvg20_SNNk10	1
SMIM4	hvg20_SNNk10	1
MAEA	hvg20_SNNk10	1
MLLT11	hvg20_SNNk10	1
CD164	hvg20_SNNk10	1
TSPYL5	hvg20_SNNk10	1
CALB2	hvg20_SNNk10	1
CPNE7	hvg20_SNNk10	1
SGSM2	hvg20_SNNk10	1
EPDR1	hvg20_SNNk10	1
GALNT17	hvg20_SNNk10	1
VGF	hvg20_SNNk10	1
UBE2E2	hvg20_SNNk10	1
JPT1	hvg20_SNNk10	1
SYN1	hvg20_SNNk10	1
SMIM10L2B	hvg20_SNNk10	1
H1F0	hvg20_SNNk10	1
PKIG	hvg20_SNNk10	1
TSPYL2	hvg20_SNNk10	1
LRRN2	hvg20_SNNk10	1
STAT1	hvg20_SNNk10	1
CDH18	hvg20_SNNk10	1
VKORC1	hvg20_SNNk10	1
PNMA5	hvg20_SNNk10	1
LSM6	hvg20_SNNk10	1
MBTPS1	hvg20_SNNk10	1
SPINT2	hvg20_SNNk10	1
HAX1	hvg20_SNNk10	1
COL7A1	hvg20_SNNk10	1
PACSIN1	hvg20_SNNk10	1
HEBP2	hvg20_SNNk10	1
ZBTB8OS	hvg20_SNNk10	1
SLC6A17	hvg20_SNNk10	1
RGS4	hvg20_SNNk10	1
CD46	hvg20_SNNk10	1
KCNH2	hvg20_SNNk10	1
CELF4	hvg20_SNNk10	1
FKBP11	hvg20_SNNk10	1
MAST1	hvg20_SNNk10	1
NPTXR	hvg20_SNNk10	1
SNAP91	hvg20_SNNk10	1
MORN2	hvg20_SNNk10	1
CAMK2B	hvg20_SNNk10	1
FNDC3A	hvg20_SNNk10	1
ST8SIA3	hvg20_SNNk10	1
SYT1	hvg20_SNNk10	1
ZDHHC2	hvg20_SNNk10	1
SEC11A	hvg20_SNNk10	1
SNRPD1	hvg20_SNNk10	1
HTATSF1	hvg20_SNNk10	1
SYBU	hvg20_SNNk10	1
FAM131A	hvg20_SNNk10	1
DNAJC12	hvg20_SNNk10	1
RIMBP2	hvg20_SNNk10	1
PLPPR3	hvg20_SNNk10	1
NBDY	hvg20_SNNk10	1
IER3IP1	hvg20_SNNk10	1
PIGP	hvg20_SNNk10	1
DNAL4	hvg20_SNNk10	1
REEP1	hvg20_SNNk10	1
KDELR2	hvg20_SNNk10	1
GLOD4	hvg20_SNNk10	1
TMEM158	hvg20_SNNk10	1
PTPN5	hvg20_SNNk10	1
GDAP1L1	hvg20_SNNk10	1
SLC8A1	hvg20_SNNk10	1
MPPED2	hvg20_SNNk10	1
CCDC184	hvg20_SNNk10	1
CMIP	hvg20_SNNk10	1
NAP1L2	hvg20_SNNk10	1
NRP2	hvg20_SNNk10	1
PCLO	hvg20_SNNk10	1
LYSMD2	hvg20_SNNk10	1
ATP8A2	hvg20_SNNk10	1
MAMLD1	hvg20_SNNk10	1
MANEAL	hvg20_SNNk10	1
TMTC1	hvg20_SNNk10	1
NME3	hvg20_SNNk10	1
HRH3	hvg20_SNNk10	1
CHD5	hvg20_SNNk10	1
AFF3	hvg20_SNNk10	1
TMED4	hvg20_SNNk10	1
RIT2	hvg20_SNNk10	1
DBN1	hvg20_SNNk10	1
SPRYD7	hvg20_SNNk10	1
VWC2	hvg20_SNNk10	1
MED31	hvg20_SNNk10	1
APMAP	hvg20_SNNk10	1
CSPG5	hvg20_SNNk10	1
PLPP5	hvg20_SNNk10	1
WASHC3	hvg20_SNNk10	1
BAIAP3	hvg20_SNNk10	1
PLPPR2	hvg20_SNNk10	1
SRP19	hvg20_SNNk10	1
PITPNM1	hvg20_SNNk10	1
LPCAT4	hvg20_SNNk10	1
NBL1	hvg20_SNNk10	1
FARSB	hvg20_SNNk10	1
TENM3	hvg20_SNNk10	1
NSF	hvg20_SNNk10	1
NMNAT2	hvg20_SNNk10	1
NSG1	hvg20_SNNk10	1
DUSP26	hvg20_SNNk10	1
DGUOK	hvg20_SNNk10	1
POFUT2	hvg20_SNNk10	1
OGDHL	hvg20_SNNk10	1
MTX2	hvg20_SNNk10	1
WDYHV1	hvg20_SNNk10	1
DTX1	hvg20_SNNk10	1
NAP1L3	hvg20_SNNk10	1
RFK	hvg20_SNNk10	1
DNAJA4	hvg20_SNNk10	1
ANKRD54	hvg20_SNNk10	1
KNDC1	hvg20_SNNk10	1
JKAMP	hvg20_SNNk10	1
HDAC6	hvg20_SNNk10	1
CSRNP3	hvg20_SNNk10	1
STXBP5	hvg20_SNNk10	1
NELL2	hvg20_SNNk10	1
SF3B6	hvg20_SNNk10	1
PCBD1	hvg20_SNNk10	1
KCNC2	hvg20_SNNk10	1
TCTEX1D2	hvg20_SNNk10	1
GUCY1B1	hvg20_SNNk10	1
DNAJC19	hvg20_SNNk10	1
AL162231.1	hvg20_SNNk10	1
SGSM1	hvg20_SNNk10	1
HTR2C	hvg20_SNNk10	1
GSTA4	hvg20_SNNk10	1
NEXMIF	hvg20_SNNk10	1
UBE2QL1	hvg20_SNNk10	1
GPR162	hvg20_SNNk10	1
CRIP2	hvg20_SNNk10	1
GABRG3	hvg20_SNNk10	1
RAB9B	hvg20_SNNk10	1
KIF3C	hvg20_SNNk10	1
MED10	hvg20_SNNk10	1
SMIM29	hvg20_SNNk10	1
DDIT3	hvg20_SNNk10	1
PCDH17	hvg20_SNNk10	1
SUPT16H	hvg20_SNNk10	1
SLC35G2	hvg20_SNNk10	1
ADGRB3	hvg20_SNNk10	1
ZNF25	hvg20_SNNk10	1
MAP2K4	hvg20_SNNk10	1
FKBP9	hvg20_SNNk10	1
C11orf96	hvg20_SNNk10	1
GAS6	hvg20_SNNk10	1
ARHGDIG	hvg20_SNNk10	1
FABP6	hvg20_SNNk10	1
CSTF3	hvg20_SNNk10	1
FBXL16	hvg20_SNNk10	1
ZMYND8	hvg20_SNNk10	1
CRELD1	hvg20_SNNk10	1
ZCCHC12	hvg20_SNNk10	1
CCDC28A	hvg20_SNNk10	1
TMEM263	hvg20_SNNk10	1
GLS2	hvg20_SNNk10	1
RUNDC3A	hvg20_SNNk10	1
ADD2	hvg20_SNNk10	1
GLRB	hvg20_SNNk10	1
BRD8	hvg20_SNNk10	1
GNB5	hvg20_SNNk10	1
TCEAL6	hvg20_SNNk10	1
CCNDBP1	hvg20_SNNk10	1
PTPRN	hvg20_SNNk10	1
CDK5R2	hvg20_SNNk10	1
NAPB	hvg20_SNNk10	1
CMSS1	hvg20_SNNk10	1
SSBP3	hvg20_SNNk10	1
RAB6B	hvg20_SNNk10	1
CDIPT	hvg20_SNNk10	1
MAGEF1	hvg20_SNNk10	1
DLD	hvg20_SNNk10	1
NAT14	hvg20_SNNk10	1
IFI6	hvg20_SNNk10	1
CAMKV	hvg20_SNNk10	1
SSRP1	hvg20_SNNk10	1
EEF1E1	hvg20_SNNk10	1
PRRT1	hvg20_SNNk10	1
CRMP1	hvg20_SNNk10	1
HSDL1	hvg20_SNNk10	1
REEP2	hvg20_SNNk10	1
TBPL1	hvg20_SNNk10	1
MCF2L	hvg20_SNNk10	1
FAM219B	hvg20_SNNk10	1
P4HTM	hvg20_SNNk10	1
UBE2S	hvg20_SNNk10	1
AC093323.1	hvg20_SNNk10	1
OCIAD2	hvg20_SNNk10	1
TBC1D9	hvg20_SNNk10	1
ANKRD6	hvg20_SNNk10	1
COQ4	hvg20_SNNk10	1
MEAF6	hvg20_SNNk10	1
CYP4X1	hvg20_SNNk10	1
SCN3B	hvg20_SNNk10	1
ABHD14A	hvg20_SNNk10	1
UNC119B	hvg20_SNNk10	1
IVD	hvg20_SNNk10	1
SIAE	hvg20_SNNk10	1
MEG3	hvg20_SNNk10	1
MRPL40	hvg20_SNNk10	1
DPY30	hvg20_SNNk10	1
STMP1	hvg20_SNNk10	1
SLC2A3	hvg20_SNNk10	1
NUDT9	hvg20_SNNk10	1
DACH2	hvg20_SNNk10	1
UBFD1	hvg20_SNNk10	1
NLGN2	hvg20_SNNk10	1
PLPPR4	hvg20_SNNk10	1
TAGLN3	hvg20_SNNk10	1
DMTN	hvg20_SNNk10	1
EID2B	hvg20_SNNk10	1
LSM10	hvg20_SNNk10	1
NEGR1	hvg20_SNNk10	1
SEC61A2	hvg20_SNNk10	1
DPCD	hvg20_SNNk10	1
TMEM91	hvg20_SNNk10	1
PLXNC1	hvg20_SNNk10	1
BLOC1S6	hvg20_SNNk10	1
TFPT	hvg20_SNNk10	1
PDXP	hvg20_SNNk10	1
MAGEH1	hvg20_SNNk10	1
CUL4B	hvg20_SNNk10	1
ATRAID	hvg20_SNNk10	1
PSMD10	hvg20_SNNk10	1
KBTBD6	hvg20_SNNk10	1
TCEAL1	hvg20_SNNk10	1
CNPY2	hvg20_SNNk10	1
MZT1	hvg20_SNNk10	1
OBSL1	hvg20_SNNk10	1
JAZF1	hvg20_SNNk10	1
CETN2	hvg20_SNNk10	1
MAP9	hvg20_SNNk10	1
TPST1	hvg20_SNNk10	1
ZNF226	hvg20_SNNk10	1
POR	hvg20_SNNk10	1
TMEM14A	hvg20_SNNk10	1
BUB3	hvg20_SNNk10	1
NOL4	hvg20_SNNk10	1
ABHD8	hvg20_SNNk10	1
TPD52L2	hvg20_SNNk10	1
MRTFB	hvg20_SNNk10	1
JPH3	hvg20_SNNk10	1
PARVB	hvg20_SNNk10	1
KPNA2	hvg20_SNNk10	1
LIN7B	hvg20_SNNk10	1
BEX5	hvg20_SNNk10	1
GNG10	hvg20_SNNk10	1
ELOF1	hvg20_SNNk10	1
BORCS8	hvg20_SNNk10	1
RBM8A	hvg20_SNNk10	1
AP3B2	hvg20_SNNk10	1
CRELD2	hvg20_SNNk10	1
DPP7	hvg20_SNNk10	1
CDC123	hvg20_SNNk10	1
TMEM63C	hvg20_SNNk10	1
IP6K2	hvg20_SNNk10	1
HSD11B1L	hvg20_SNNk10	1
RAB3A	hvg20_SNNk10	1
ARHGEF9	hvg20_SNNk10	1
MAGI1	hvg20_SNNk10	1
JAG2	hvg20_SNNk10	1
PNMA8A	hvg20_SNNk10	1
LMTK3	hvg20_SNNk10	1
PPID	hvg20_SNNk10	1
SIVA1	hvg20_SNNk10	1
MRPS33	hvg20_SNNk10	1
AMPD2	hvg20_SNNk10	1
SLC25A12	hvg20_SNNk10	1
COPS4	hvg20_SNNk10	1
DENND5B	hvg20_SNNk10	1
EMC7	hvg20_SNNk10	1
PSMB2	hvg20_SNNk10	1
EPB41L4A-AS1	hvg20_SNNk10	1
MRPL32	hvg20_SNNk10	1
SLC9A7	hvg20_SNNk10	1
HSPA13	hvg20_SNNk10	1
SLC25A14	hvg20_SNNk10	1
FAM241B	hvg20_SNNk10	1
TGFBR3L	hvg20_SNNk10	1
SLC9A6	hvg20_SNNk10	1
EBNA1BP2	hvg20_SNNk10	1
GRB10	hvg20_SNNk10	1
LRRN3	hvg20_SNNk10	1
CHORDC1	hvg20_SNNk10	1
DCTN3	hvg20_SNNk10	1
TMEM151B	hvg20_SNNk10	1
TMEM106C	hvg20_SNNk10	1
SARNP	hvg20_SNNk10	1
SYP	hvg20_SNNk10	1
DDX25	hvg20_SNNk10	1
AP2A1	hvg20_SNNk10	1
RANGAP1	hvg20_SNNk10	1
SRSF9	hvg20_SNNk10	1
CCT8	hvg20_SNNk10	1
RBM5	hvg20_SNNk10	1
FBXO44	hvg20_SNNk10	1
MAPRE3	hvg20_SNNk10	1
ELP2	hvg20_SNNk10	1
SLC25A1	hvg20_SNNk10	1
ERVK3-1	hvg20_SNNk10	1
NLRP1	hvg20_SNNk10	1
DGKE	hvg20_SNNk10	1
SLC1A4	hvg20_SNNk10	1
TPRG1L	hvg20_SNNk10	1
GRIA1	hvg20_SNNk10	1
SEC61B	hvg20_SNNk10	1
C15orf61	hvg20_SNNk10	1
CALB1	hvg20_SNNk10	1
C11orf49	hvg20_SNNk10	1
RBM4	hvg20_SNNk10	1
PNMA8B	hvg20_SNNk10	1
MRPS6	hvg20_SNNk10	1
NKRF	hvg20_SNNk10	1
ITGA3	hvg20_SNNk10	1
VPS4B	hvg20_SNNk10	1
SMAP2	hvg20_SNNk10	1
TAF9	hvg20_SNNk10	1
PKD1	hvg20_SNNk10	1
LAPTM4A	hvg20_SNNk10	1
TMEM25	hvg20_SNNk10	1
EGFL7	hvg20_SNNk10	1
HK1	hvg20_SNNk10	1
MRPL34	hvg20_SNNk10	1
PGRMC2	hvg20_SNNk10	1
ATP6V1G2	hvg20_SNNk10	1
AKIRIN1	hvg20_SNNk10	1
NAP1L5	hvg20_SNNk10	1
SSBP2	hvg20_SNNk10	1
SULT1A1	hvg20_SNNk10	1
IFIT1	hvg20_SNNk10	1
PSD	hvg20_SNNk10	1
RAB3GAP1	hvg20_SNNk10	1
TP53BP1	hvg20_SNNk10	1
NOP56	hvg20_SNNk10	1
MARS	hvg20_SNNk10	1
KIF5A	hvg20_SNNk10	1
GOLGA3	hvg20_SNNk10	1
SNX14	hvg20_SNNk10	1
ACP1	hvg20_SNNk10	1
THYN1	hvg20_SNNk10	1
PTPRN2	hvg20_SNNk10	1
CAMK1	hvg20_SNNk10	1
BUD31	hvg20_SNNk10	1
CELF1	hvg20_SNNk10	1
CMAS	hvg20_SNNk10	1
PRRT2	hvg20_SNNk10	1
ADGRB1	hvg20_SNNk10	1
MAPK8IP2	hvg20_SNNk10	1
B3GALNT1	hvg20_SNNk10	1
IMPACT	hvg20_SNNk10	1
PRKAR2B	hvg20_SNNk10	1
PI4KA	hvg20_SNNk10	1
SUPT7L	hvg20_SNNk10	1
SYNJ1	hvg20_SNNk10	1
GLS	hvg20_SNNk10	1
SLBP	hvg20_SNNk10	1
ABLIM2	hvg20_SNNk10	1
ERLEC1	hvg20_SNNk10	1
SERP2	hvg20_SNNk10	1
STARD3NL	hvg20_SNNk10	1
KIAA0513	hvg20_SNNk10	1
MAP2K1	hvg20_SNNk10	1
RAP1GAP	hvg20_SNNk10	1
PRPF19	hvg20_SNNk10	1
INPP5F	hvg20_SNNk10	1
FXR2	hvg20_SNNk10	1
MMP24OS	hvg20_SNNk10	1
RNF7	hvg20_SNNk10	1
LY6E	hvg20_SNNk10	1
GNG3	hvg20_SNNk10	1
RTL8A	hvg20_SNNk10	1
PTPRM	hvg20_SNNk10	1
SMIM12	hvg20_SNNk10	1
RGS2	hvg20_SNNk10	1
DZIP3	hvg20_SNNk10	1
GDAP1	hvg20_SNNk10	1
FAM216A	hvg20_SNNk10	1
CFAP36	hvg20_SNNk10	1
ZSCAN18	hvg20_SNNk10	1
SRA1	hvg20_SNNk10	1
INAFM1	hvg20_SNNk10	1
SMIM26	hvg20_SNNk10	1
BTF3L4	hvg20_SNNk10	1
SPTBN4	hvg20_SNNk10	1
ZNHIT3	hvg20_SNNk10	1
C20orf27	hvg20_SNNk10	1
TMEM126B	hvg20_SNNk10	1
ZMYM3	hvg20_SNNk10	1
EIPR1	hvg20_SNNk10	1
C7orf50	hvg20_SNNk10	1
VAT1L	hvg20_SNNk10	1
MCTS1	hvg20_SNNk10	1
CTIF	hvg20_SNNk10	1
ARF4	hvg20_SNNk10	1
CLSTN2	hvg20_SNNk10	1
OSTM1	hvg20_SNNk10	1
TMEM248	hvg20_SNNk10	1
B4GALNT4	hvg20_SNNk10	1
MORN4	hvg20_SNNk10	1
PFKM	hvg20_SNNk10	1
FBXL2	hvg20_SNNk10	1
PFKP	hvg20_SNNk10	1
TUB	hvg20_SNNk10	1
NIPSNAP1	hvg20_SNNk10	1
METTL5	hvg20_SNNk10	1
GET1	hvg20_SNNk10	1
FAM171B	hvg20_SNNk10	1
KIF3A	hvg20_SNNk10	1
ZNRF1	hvg20_SNNk10	1
FUBP1	hvg20_SNNk10	1
PRKAR1B	hvg20_SNNk10	1
PGM2L1	hvg20_SNNk10	1
CFAP20	hvg20_SNNk10	1
C19orf12	hvg20_SNNk10	1
CERS6	hvg20_SNNk10	1
FTO	hvg20_SNNk10	1
STIP1	hvg20_SNNk10	1
CTBP1	hvg20_SNNk10	1
ORMDL1	hvg20_SNNk10	1
MBOAT7	hvg20_SNNk10	1
LSM7	hvg20_SNNk10	1
FDX2	hvg20_SNNk10	1
ENDOG	hvg20_SNNk10	1
ABCC5	hvg20_SNNk10	1
SLC41A3	hvg20_SNNk10	1
PNMA6A	hvg20_SNNk10	1
SEC23A	hvg20_SNNk10	1
MLLT1	hvg20_SNNk10	1
WDR6	hvg20_SNNk10	1
TMED8	hvg20_SNNk10	1
DTD1	hvg20_SNNk10	1
PACSIN2	hvg20_SNNk10	1
FAAP20	hvg20_SNNk10	1
TMEM130	hvg20_SNNk10	1
ARHGEF7	hvg20_SNNk10	1
KLC2	hvg20_SNNk10	1
MAP6	hvg20_SNNk10	1
FBXO21	hvg20_SNNk10	1
PIP4K2B	hvg20_SNNk10	1
GAA	hvg20_SNNk10	1
SLC5A3	hvg20_SNNk10	1
HPCAL1	hvg20_SNNk10	1
G6PC3	hvg20_SNNk10	1
NR2F6	hvg20_SNNk10	1
ETNK1	hvg20_SNNk10	1
EPM2AIP1	hvg20_SNNk10	1
FRRS1L	hvg20_SNNk10	1
ELP1	hvg20_SNNk10	1
SLC25A22	hvg20_SNNk10	1
NBEA	hvg20_SNNk10	1
ACOT7	hvg20_SNNk10	1
MAPK9	hvg20_SNNk10	1
ZER1	hvg20_SNNk10	1
RNF41	hvg20_SNNk10	1
PLXNA3	hvg20_SNNk10	1
MRPS18C	hvg20_SNNk10	1
PAM	hvg20_SNNk10	1
IFT22	hvg20_SNNk10	1
YIPF5	hvg20_SNNk10	1
LPIN2	hvg20_SNNk10	1
ERP29	hvg20_SNNk10	1
OCRL	hvg20_SNNk10	1
PODXL2	hvg20_SNNk10	1
PFDN4	hvg20_SNNk10	1
LDOC1	hvg20_SNNk10	1
SHISA5	hvg20_SNNk10	1
MKRN1	hvg20_SNNk10	1
SV2A	hvg20_SNNk10	1
ME1	hvg20_SNNk10	1
DIPK1B	hvg20_SNNk10	1
YARS	hvg20_SNNk10	1
MEA1	hvg20_SNNk10	1
CISD1	hvg20_SNNk10	1
HAGH	hvg20_SNNk10	1
ZCCHC3	hvg20_SNNk10	1
TCEAL5	hvg20_SNNk10	1
CCT5	hvg20_SNNk10	1
MRPL57	hvg20_SNNk10	1
PRKACA	hvg20_SNNk10	1
MYCBP2	hvg20_SNNk10	1
NSMCE3	hvg20_SNNk10	1
ATP13A2	hvg20_SNNk10	1
KLHL12	hvg20_SNNk10	1
CYB5R1	hvg20_SNNk10	1
DMXL2	hvg20_SNNk10	1
UBQLN2	hvg20_SNNk10	1
CCT3	hvg20_SNNk10	1
BLOC1S2	hvg20_SNNk10	1
CACNA2D1	hvg20_SNNk10	1
ANXA6	hvg20_SNNk10	1
SDHAF2	hvg20_SNNk10	1
PUM1	hvg20_SNNk10	1
CDK5	hvg20_SNNk10	1
SCAMP5	hvg20_SNNk10	1
ABCA5	hvg20_SNNk10	1
UBE2B	hvg20_SNNk10	1
NUDT21	hvg20_SNNk10	1
CHL1	hvg20_SNNk10	1
GP1BB	hvg20_SNNk10	1
DAP3	hvg20_SNNk10	1
SLC25A11	hvg20_SNNk10	1
TRIM37	hvg20_SNNk10	1
LAGE3	hvg20_SNNk10	1
TTC19	hvg20_SNNk10	1
C12orf10	hvg20_SNNk10	1
FAM169A	hvg20_SNNk10	1
TMEM259	hvg20_SNNk10	1
PHF1	hvg20_SNNk10	1
USP14	hvg20_SNNk10	1
ZDBF2	hvg20_SNNk10	1
MOAP1	hvg20_SNNk10	1
TOM1	hvg20_SNNk10	1
TCAF1	hvg20_SNNk10	1
C3orf14	hvg20_SNNk10	1
PRAF2	hvg20_SNNk10	1
AP3M2	hvg20_SNNk10	1
HSPH1	hvg20_SNNk10	1
CCDC136	hvg20_SNNk10	1
AAGAB	hvg20_SNNk10	1
NISCH	hvg20_SNNk10	1
H1FX	hvg20_SNNk10	1
CLPTM1L	hvg20_SNNk10	1
ILF2	hvg20_SNNk10	1
TSPYL4	hvg20_SNNk10	1
GRIK5	hvg20_SNNk10	1
ARL1	hvg20_SNNk10	1
BMERB1	hvg20_SNNk10	1
LCMT1	hvg20_SNNk10	1
PSMA5	hvg20_SNNk10	1
MADD	hvg20_SNNk10	1
FKBP4	hvg20_SNNk10	1
USP5	hvg20_SNNk10	1
CCPG1	hvg20_SNNk10	1
SNAPC5	hvg20_SNNk10	1
MAPK8IP3	hvg20_SNNk10	1
SYNE1	hvg20_SNNk10	1
ATP2B1	hvg20_SNNk10	1
ACTR6	hvg20_SNNk10	1
TADA3	hvg20_SNNk10	1
HYOU1	hvg20_SNNk10	1
SLC35B1	hvg20_SNNk10	1
JAK1	hvg20_SNNk10	1
RBIS	hvg20_SNNk10	1
FARSA	hvg20_SNNk10	1
LAMTOR3	hvg20_SNNk10	1
NOP10	hvg20_SNNk10	1
CDS2	hvg20_SNNk10	1
NFU1	hvg20_SNNk10	1
ARMCX2	hvg20_SNNk10	1
CISD2	hvg20_SNNk10	1
TMEM132A	hvg20_SNNk10	1
CHMP1B	hvg20_SNNk10	1
ARHGAP35	hvg20_SNNk10	1
ARL4C	hvg20_SNNk10	1
MMGT1	hvg20_SNNk10	1
ARPC5L	hvg20_SNNk10	1
WDR7	hvg20_SNNk10	1
CCT6A	hvg20_SNNk10	1
ARF5	hvg20_SNNk10	1
NDUFAF2	hvg20_SNNk10	1
MCFD2	hvg20_SNNk10	1
GALNT11	hvg20_SNNk10	1
ENTPD6	hvg20_SNNk10	1
PTDSS1	hvg20_SNNk10	1
LRRC4B	hvg20_SNNk10	1
PSMA3	hvg20_SNNk10	1
PPP1R12C	hvg20_SNNk10	1
BMPR2	hvg20_SNNk10	1
CSNK1D	hvg20_SNNk10	1
H2AFZ	hvg20_SNNk10	1
CADM1	hvg20_SNNk10	1
CNOT7	hvg20_SNNk10	1
SCFD1	hvg20_SNNk10	1
ORAI2	hvg20_SNNk10	1
POLR2K	hvg20_SNNk10	1
YME1L1	hvg20_SNNk10	1
GOT1	hvg20_SNNk10	1
NRSN2	hvg20_SNNk10	1
IFT57	hvg20_SNNk10	1
PSMA1	hvg20_SNNk10	1
TUBA4A	hvg20_SNNk10	1
UNC119	hvg20_SNNk10	1
MAPK1IP1L	hvg20_SNNk10	1
DNAJC5	hvg20_SNNk10	1
UQCC2	hvg20_SNNk10	1
SNRPE	hvg20_SNNk10	1
KIFAP3	hvg20_SNNk10	1
MRPS26	hvg20_SNNk10	1
KLHDC10	hvg20_SNNk10	1
POLR2B	hvg20_SNNk10	1
PAM16	hvg20_SNNk10	1
IRF2BPL	hvg20_SNNk10	1
APEH	hvg20_SNNk10	1
STAT5B	hvg20_SNNk10	1
TRIO	hvg20_SNNk10	1
GANAB	hvg20_SNNk10	1
TRAPPC1	hvg20_SNNk10	1
ERGIC3	hvg20_SNNk10	1
NCDN	hvg20_SNNk10	1
PCYOX1	hvg20_SNNk10	1
CHCHD1	hvg20_SNNk10	1
FAM13B	hvg20_SNNk10	1
DNAJB9	hvg20_SNNk10	1
ATP6V1B2	hvg20_SNNk10	1
LGMN	hvg20_SNNk10	1
SUGP2	hvg20_SNNk10	1
MRPL17	hvg20_SNNk10	1
PMM1	hvg20_SNNk10	1
DYNC1LI1	hvg20_SNNk10	1
RNF145	hvg20_SNNk10	1
CHID1	hvg20_SNNk10	1
JAKMIP1	hvg20_SNNk10	1
NONO	hvg20_SNNk10	1
PPP3CB	hvg20_SNNk10	1
