gene_id	gene_name	V12D07-075_D1	V12D07-075_A1	V12Y31-080_A1	V12D05-348_D1	V12D05-350_D1	V13M13-362_D1	V12D05-348_C1	V12D05-350_C1	V13Y24-346_C1	nsigsamps	meanrank
ENSG00000174780	SRP72						379			237	2	308
ENSG00000174791	RIN1							731			1	731
ENSG00000174871	CNIH2				760			166	516		3	480.666666666667
ENSG00000174886	NDUFA11	351			425	176	585				4	384.25
ENSG00000174917	MICOS13					648			159		2	403.5
ENSG00000174938	SEZ6L2						550	713			2	631.5
ENSG00000174948	GPR149	298			542				481		3	440.333333333333
ENSG00000174996	KLC2				985		412				2	698.5
ENSG00000175040	CHST2			566	287	1061	1092				4	751.5
ENSG00000175061	SNHG29				872						1	872
ENSG00000175110	MRPS22							280			1	280
ENSG00000175130	MARCKSL1				616	657			448		3	573.666666666667
ENSG00000175161	CADM2					1042					1	1042
ENSG00000175166	PSMD2							497			1	497
ENSG00000175182	FAM131A					903					1	903
ENSG00000175215	CTDSP2			624							1	624
ENSG00000175264	CHST1					1133	502	685			3	773.333333333333
ENSG00000175265	GOLGA8A				875						1	875
ENSG00000175274	TP53I11									147	1	147
ENSG00000175287	PHYHD1				1062						1	1062
ENSG00000175322	ZNF519							639			1	639
ENSG00000175334	BANF1	309									1	309
ENSG00000175390	EIF3F					645					1	645
ENSG00000175395	ZNF25	461									1	461
ENSG00000175416	CLTB			385							1	385
ENSG00000175426	PCSK1		516	77	55	244	126	255			6	212.166666666667
ENSG00000175445	LPL			195			402	163	374		4	283.5
ENSG00000175467	SART1					989					1	989
ENSG00000175470	PPP2R2D			749					319		2	534
ENSG00000175548	ALG10B						428				1	428
ENSG00000175550	DRAP1						386				1	386
ENSG00000175573	C11orf68						759	236			2	497.5
ENSG00000175582	RAB6A			417		1163					2	790
ENSG00000175592	FOSL1		811								1	811
ENSG00000175602	CCDC85B						356				1	356
ENSG00000175606	TMEM70				1048						1	1048
ENSG00000175611	LINC00476						875				1	875
ENSG00000175634	RPS6KB2			477							1	477
ENSG00000175662	TOM1L2						818				1	818
ENSG00000175664	TEX26					1083					1	1083
ENSG00000175745	NR2F1		971	171		349		410		249	5	430
ENSG00000175782	SLC35E3				882						1	882
ENSG00000175866	BAIAP2					803		153			2	478
ENSG00000175893	ZDHHC21					431					1	431
ENSG00000175899	A2M		510	211							2	360.5
ENSG00000176014	TUBB6		915						471		2	693
ENSG00000176018	LYSMD3		134								1	134
ENSG00000176046	NUPR1				1073			419			2	746
ENSG00000176049	JAKMIP2									346	1	346
ENSG00000176095	IP6K1				827						1	827
ENSG00000176108	CHMP6		651								1	651
ENSG00000176204	LRRTM4						1079				1	1079
ENSG00000176209	SMIM19					796					1	796
ENSG00000176293	ZNF135						247				1	247
ENSG00000176340	COX8A			176	551	595	365			168	5	371
ENSG00000176381	PRR18						745				1	745
ENSG00000176386	CDC26		947								1	947
ENSG00000176401	EID2B			380			253				2	316.5
ENSG00000176407	KCMF1		498					592			2	545
ENSG00000176444	CLK2			181							1	181
ENSG00000176454	LPCAT4		626			945	844				3	805
ENSG00000176485	PLAAT3									386	1	386
ENSG00000176619	LMNB2		922								1	922
ENSG00000176623	RMDN1	257									1	257
ENSG00000176697	BDNF		109	249			714			206	4	319.5
ENSG00000176731	RBIS				579						1	579
ENSG00000176749	CDK5R1		543			479					2	511
ENSG00000176769	TCERG1L		439			1077					2	758
ENSG00000176788	BASP1		549	729	281	239	801		452		6	508.5
ENSG00000176840	MIR7-3HG	470			381	487	614	620			5	514.4
ENSG00000176871	WSB2					1107					1	1107
ENSG00000176884	GRIN1			605	1014	489	375	190	195		6	478
ENSG00000176894	PXMP2						831	759			2	795
ENSG00000176903	PNMA1						399				1	399
ENSG00000176956	LY6H		512	290	81		91		229		5	240.6
ENSG00000176971	FIBIN							396			1	396
ENSG00000177098	SCN4B		959								1	959
ENSG00000177105	RHOG							503			1	503
ENSG00000177106	EPS8L2			276	1127	917					3	773.333333333333
ENSG00000177150	FAM210A		186								1	186
ENSG00000177169	ULK1									192	1	192
ENSG00000177182	CLVS1		541								1	541
ENSG00000177189	RPS6KA3				521						1	521
ENSG00000177192	PUS1						1057				1	1057
ENSG00000177311	ZBTB38				1178						1	1178
ENSG00000177432	NAP1L5	165		404	284						3	284.333333333333
ENSG00000177479	ARIH2				721						1	721
ENSG00000177485	ZBTB33		799								1	799
ENSG00000177519	RPRM			386							1	386
ENSG00000177556	ATOX1					912	718				2	815
ENSG00000177600	RPLP2		195		395						2	295
ENSG00000177606	JUN		73		235		1029				3	445.666666666667
ENSG00000177614	PGBD5				993						1	993
ENSG00000177666	PNPLA2							577			1	577
ENSG00000177674	AGTRAP								429		1	429
ENSG00000177700	POLR2L			730	510	821	70				4	532.75
ENSG00000177707	NECTIN3					362	838	129			3	443
ENSG00000177728	TMEM94							780			1	780
ENSG00000177731	FLII			402			518				2	460
ENSG00000177733	HNRNPA0				958	321					2	639.5
ENSG00000177807	KCNJ10			575							1	575
ENSG00000177830	CHID1				1179		199				2	689
ENSG00000177854	TMEM187				947		940				2	943.5
ENSG00000177868	SVBP		275		1150						2	712.5
ENSG00000177875	CCDC184				1153						1	1153
ENSG00000177885	GRB2	169					955			70	3	398
ENSG00000177889	UBE2N							440			1	440
ENSG00000177954	RPS27		364	294	135	535	203	145			6	279.333333333333
ENSG00000177963	RIC8A				673						1	673
ENSG00000177971	IMP3		726								1	726
ENSG00000178074	C2orf69				594						1	594
ENSG00000178104	PDE4DIP					947					1	947
ENSG00000178127	NDUFV2					1115					1	1115
ENSG00000178149	DALRD3								173		1	173
ENSG00000178163	ZNF518B							751			1	751
ENSG00000178171	AMER3						509				1	509
ENSG00000178177	LCORL	116			540						2	328
ENSG00000178209	PLEC							244			1	244
ENSG00000178234	GALNT11					230					1	230
ENSG00000178235	SLITRK1				725						1	725
ENSG00000178252	WDR6	438								335	2	386.5
ENSG00000178307	TMEM11					978					1	978
ENSG00000178445	GLDC		663					457			2	560
ENSG00000178449	COX14			361	546	1074					3	660.333333333333
ENSG00000178467	P4HTM				609			516			2	562.5
ENSG00000178498	DTX3						905				1	905
ENSG00000178531	CTXN1	99		383			389	95	335		5	260.2
ENSG00000178605	GTPBP6						797				1	797
ENSG00000178662	CSRNP3							184			1	184
ENSG00000178691	SUZ12									146	1	146
ENSG00000178694	NSUN3							540			1	540
ENSG00000178695	KCTD12					636					1	636
ENSG00000178719	GRINA						152				1	152
ENSG00000178761	FAM219B						728				1	728
ENSG00000178951	ZBTB7A		751								1	751
ENSG00000178965	ERICH3							230			1	230
ENSG00000178980	SELENOW	108	146		352	219				228	5	210.6
ENSG00000178982	EIF3K							362			1	362
ENSG00000179010	MRFAP1	299									1	299
ENSG00000179058	C9orf50		573								1	573
ENSG00000179091	CYC1		169				1046				2	607.5
ENSG00000179218	CALR		747		744	875		486			4	713
ENSG00000179222	MAGED1						657	382			2	519.5
ENSG00000179240	GVQW3									327	1	327
ENSG00000179242	CDH4						397	327			2	362
ENSG00000179271	GADD45GIP1				606						1	606
ENSG00000179314	WSCD1			734							1	734
ENSG00000179344	HLA-DQB1								158		1	158
ENSG00000179364	PACS2				1126						1	1126
ENSG00000179388	EGR3					941					1	941
ENSG00000179399	GPC5						1091				1	1091
ENSG00000179456	ZBTB18					766					1	766
ENSG00000179604	CDC42EP4		925								1	925
ENSG00000179698	WDR97						904				1	904
ENSG00000179820	MYADM					1154					1	1154
ENSG00000179832	MROH1							309			1	309
ENSG00000179833	SERTAD2							201			1	201
ENSG00000179915	NRXN1					290					1	290
ENSG00000180155	LYNX1			394							1	394
ENSG00000180190	TDRP		689								1	689
ENSG00000180354	MTURN		642		917						2	779.5
ENSG00000180370	PAK2			541					480		2	510.5
ENSG00000180398	MCFD2		641		420						2	530.5
ENSG00000180530	NRIP1		314								1	314
ENSG00000180616	SSTR2	323		579	480			176			4	389.5
ENSG00000180628	PCGF5					1158					1	1158
ENSG00000180667	YOD1		211		463						2	337
ENSG00000180776	ZDHHC20				457		669				2	563
ENSG00000180817	PPA1		199		300				331		3	276.666666666667
ENSG00000180875	GREM2					904		560			2	732
ENSG00000180879	SSR4	132		244	245			472			4	273.25
ENSG00000180901	KCTD2				1144						1	1144
ENSG00000180914	OXTR		142				276				2	209
ENSG00000180917	CMTR2				667						1	667
ENSG00000180957	PITPNB						410				1	410
ENSG00000181019	NQO1				224	311		94			3	209.666666666667
ENSG00000181026	AEN		623								1	623
ENSG00000181027	FKRP						437				1	437
ENSG00000181031	RPH3AL					731	477				2	604
ENSG00000181045	SLC26A11			476		396					2	436
ENSG00000181061	HIGD1A	345								162	2	253.5
ENSG00000181085	MAPK15								304		1	304
ENSG00000181163	NPM1				244	575	193				3	337.333333333333
ENSG00000181191	PJA1						306				1	306
ENSG00000181195	PENK	186	40	43	56	84	14	53	378	21	9	97.2222222222222
ENSG00000181218	HIST3H2A						748				1	748
ENSG00000181222	POLR2A	383									1	383
ENSG00000181350	LRRC75A				1137		546				2	841.5
ENSG00000181418	DDN	134		106		80		159			4	119.75
ENSG00000181585	TMIE				897						1	897
ENSG00000181610	MRPS23	375									1	375
ENSG00000181652	ATG9B									139	1	139
ENSG00000181704	YIPF6		489								1	489
ENSG00000181751	C5orf30							632			1	632
ENSG00000181754	AMIGO1				741						1	741
ENSG00000181817	LSM10					697	673				2	685
ENSG00000181826	RELL1					907					1	907
ENSG00000181852	RNF41									195	1	195
ENSG00000181924	COA4		888								1	888
ENSG00000182013	PNMA8A				522				254	171	3	315.666666666667
ENSG00000182093	GET1			545	430	581					3	518.666666666667
ENSG00000182095	TNRC18									310	1	310
ENSG00000182103	FAM181B			535							1	535
ENSG00000182117	NOP10				621						1	621
ENSG00000182154	MRPL41				1131						1	1131
ENSG00000182175	RGMA								189		1	189
ENSG00000182195	LDOC1						612				1	612
ENSG00000182196	ARL6IP4		937	613							2	775
ENSG00000182218	HHIPL1			633							1	633
ENSG00000182220	ATP6AP2					209					1	209
ENSG00000182263	FIGN		523								1	523
ENSG00000182287	AP1S2						208			85	2	146.5
ENSG00000182463	TSHZ2				927						1	927
ENSG00000182481	KPNA2							96			1	96
ENSG00000182534	MXRA7		520				870				2	695
ENSG00000182601	HS3ST4			540		195	94	386	312		5	305.4
ENSG00000182621	PLCB1		684		954	820					3	819.333333333333
ENSG00000182628	SKA2	231									1	231
ENSG00000182636	NDN	98			333		439				3	290
ENSG00000182747	SLC35D3						744				1	744
ENSG00000182774	RPS17				383						1	383
ENSG00000182809	CRIP2			612		795			482		3	629.666666666667
ENSG00000182836	PLCXD3		410								1	410
ENSG00000182899	RPL35A	367	926	108	665	122		119		382	7	384.142857142857
ENSG00000182916	TCEAL7	223		127	119		632				4	275.25
ENSG00000182919	C11orf54						505				1	505
ENSG00000182934	SRPRA					1173					1	1173
ENSG00000182944	EWSR1					1120					1	1120
ENSG00000182968	SOX1				1060		313	642			3	671.666666666667
ENSG00000182973	CNOT10		688								1	688
ENSG00000182985	CADM1	182		164	1120						3	488.666666666667
ENSG00000183011	NAA38						248				1	248
ENSG00000183020	AP2A2								270		1	270
ENSG00000183036	PCP4	64	249	109	348	194	134	186	42	300	9	180.666666666667
ENSG00000183077	AFMID						757				1	757
ENSG00000183091	NEB						442				1	442
ENSG00000183255	PTTG1IP							712			1	712
ENSG00000183258	DDX41					1072					1	1072
ENSG00000183287	CCBE1				617						1	617
ENSG00000183354	KIAA2026					1035					1	1035
ENSG00000183379	SYNDIG1L									150	1	150
ENSG00000183395	PMCH		9				2	1		1	4	3.25
ENSG00000183431	SF3A3		555								1	555
ENSG00000183475	ASB7						523				1	523
ENSG00000183569	SERHL2			410							1	410
ENSG00000183578	TNFAIP8L3		591								1	591
ENSG00000183597	TANGO2									196	1	196
ENSG00000183617	MRPL54					1112					1	1112
ENSG00000183648	NDUFB1	51		201	677	607	458				5	398.8
ENSG00000183662	TAFA1				523				83		2	303
ENSG00000183691	NOG						664				1	664
ENSG00000183715	OPCML		264	277		119		124			4	196
ENSG00000183837	PNMA3						644				1	644
ENSG00000183888	SRARP		446								1	446
ENSG00000183960	KCNH8						209				1	209
ENSG00000183971	NPW					913	269				2	591
ENSG00000183978	COA3				873						1	873
ENSG00000183979	NPB	366		331							2	348.5
ENSG00000184005	ST6GALNAC3								492		1	492
ENSG00000184009	ACTG1	107	167	472							3	248.666666666667
ENSG00000184113	CLDN5		104								1	104
ENSG00000184117	NIPSNAP1	167									1	167
ENSG00000184156	KCNQ3				241						1	241
ENSG00000184160	ADRA2C				681			609			2	645
ENSG00000184162	NR2C2AP					972					1	972
ENSG00000184182	UBE2F						433				1	433
ENSG00000184205	TSPYL2				461	210					2	335.5
ENSG00000184221	OLIG1					513			523		2	518
ENSG00000184226	PCDH9				697						1	697
ENSG00000184261	KCNK12						894				1	894
ENSG00000184277	TM2D3				515			259	237		3	337
ENSG00000184302	SIX6			209							1	209
ENSG00000184304	PRKD1		645								1	645
ENSG00000184347	SLIT3					470					1	470
ENSG00000184368	MAP7D2						288				1	288
ENSG00000184402	SS18L1				716					275	2	495.5
ENSG00000184436	THAP7				972						1	972
ENSG00000184508	HDDC3				842						1	842
ENSG00000184515	BEX5		158		549	390	446				4	385.75
ENSG00000184524	CEND1					767					1	767
ENSG00000184557	SOCS3		375								1	375
ENSG00000184588	PDE4B			585							1	585
ENSG00000184613	NELL2			397		1011	331				3	579.666666666667
ENSG00000184678	HIST2H2BE		386								1	386
ENSG00000184752	NDUFA12						776	196			2	486
ENSG00000184840	TMED9						895				1	895
ENSG00000184867	ARMCX2					1019					1	1019
ENSG00000184897	H1FX		471								1	471
ENSG00000184900	SUMO3			514	871	374					3	586.333333333333
ENSG00000184905	TCEAL2	176				760	755	212			4	475.75
ENSG00000184916	JAG2									328	1	328
ENSG00000184924	PTRHD1				1091			699			2	895
ENSG00000184984	CHRM5						924				1	924
ENSG00000184985	SORCS2		434								1	434
ENSG00000184990	SIVA1		655				935				2	795
ENSG00000184992	BRI3BP				1133						1	1133
ENSG00000185033	SEMA4B							239			1	239
ENSG00000185043	CIB1		292						188		2	240
ENSG00000185046	ANKS1B				780						1	780
ENSG00000185052	SLC24A3							359			1	359
ENSG00000185070	FLRT2						172		361		2	266.5
ENSG00000185088	RPS27L				584						1	584
ENSG00000185090	MANEAL						901				1	901
ENSG00000185189	NRBP2			365							1	365
ENSG00000185215	TNFAIP2			570							1	570
ENSG00000185222	TCEAL9				810						1	810
ENSG00000185250	PPIL6					1046					1	1046
ENSG00000185252	ZNF74								273		1	273
ENSG00000185274	GALNT17		261								1	261
ENSG00000185290	NUPR2					1100					1	1100
ENSG00000185298	CCDC137		392								1	392
ENSG00000185339	TCN2			274							1	274
ENSG00000185352	HS6ST3									354	1	354
ENSG00000185359	HGS		453								1	453
ENSG00000185414	MRPL30					596					1	596
ENSG00000185432	METTL7A					908	1045			84	3	679
ENSG00000185442	FAM174B									362	1	362
ENSG00000185475	TMEM179B			465							1	465
ENSG00000185515	BRCC3					740					1	740
ENSG00000185532	PRKG1							323			1	323
ENSG00000185551	NR2F2	301	190	45	54	46	56	52	66		8	101.25
ENSG00000185559	DLK1	346	66		267	325		141	97		6	207
ENSG00000185565	LSAMP				398	780		231			3	469.666666666667
ENSG00000185608	MRPL40						1000				1	1000
ENSG00000185615	PDIA2				888	483					2	685.5
ENSG00000185627	PSMD13					823					1	823
ENSG00000185633	NDUFA4L2				450						1	450
ENSG00000185650	ZFP36L1		625								1	625
ENSG00000185651	UBE2L3					934					1	934
ENSG00000185658	BRWD1					499		621	359		3	493
ENSG00000185736	ADARB2		787								1	787
ENSG00000185760	KCNQ5				908		679				2	793.5
ENSG00000185774	KCNIP4				516						1	516
ENSG00000185787	MORF4L1			295	600	743					3	546
ENSG00000185880	TRIM69						850				1	850
ENSG00000185883	ATP6V0C						902			368	2	635
ENSG00000185909	KLHDC8B	166									1	166
ENSG00000185917	SETD4							465			1	465
ENSG00000186010	NDUFA13	95	184		337	341					4	239.25
ENSG00000186019	AC021092.1			370							1	370
ENSG00000186106	ANKRD46				415		480				2	447.5
ENSG00000186187	ZNRF1	416									1	416
ENSG00000186205	MARC1	203									1	203
ENSG00000186231	KLHL32		624								1	624
ENSG00000186260	MRTFB			179			380	384			3	314.333333333333
ENSG00000186297	GABRA5	140		630	222	82		127	71		6	212
ENSG00000186310	NAP1L3		262	524	336	387	205			338	6	342
ENSG00000186340	THBS2		749								1	749
ENSG00000186395	KRT10					979	1085				2	1032
ENSG00000186432	KPNA4		761								1	761
ENSG00000186439	TRDN							439			1	439
ENSG00000186462	NAP1L2				595			594			2	594.5
ENSG00000186468	RPS23			174	265	263		453			4	288.75
ENSG00000186469	GNG2		203	426	416	438	61				5	308.8
ENSG00000186470	BTN3A2	350									1	350
ENSG00000186472	PCLO		268								1	268
ENSG00000186480	INSIG1		865			185	997				3	682.333333333333
ENSG00000186487	MYT1L						874				1	874
ENSG00000186501	TMEM222					1114					1	1114
ENSG00000186575	NF2					859					1	859
ENSG00000186577	SMIM29						1039				1	1039
ENSG00000186648	CARMIL3						472				1	472
ENSG00000186716	BCR			250							1	250
ENSG00000186767	SPIN4			307				481			2	394
ENSG00000186868	MAPT				1057						1	1057
ENSG00000186889	TMEM17			311							1	311
ENSG00000186951	PPARA			587							1	587
ENSG00000186973	FAM183A								435		1	435
ENSG00000187024	PTRH1		801								1	801
ENSG00000187094	CCK		57	245	255	50	429		472		6	251.333333333333
ENSG00000187109	NAP1L1				533						1	533
ENSG00000187122	SLIT1		956		532		534	268			4	572.5
ENSG00000187123	LYPD6						551				1	551
ENSG00000187189	TSPYL4				355		1016				2	685.5
ENSG00000187193	MT1X				230				348		2	289
ENSG00000187231	SESTD1			648							1	648
ENSG00000187244	BCAM			717			420				2	568.5
ENSG00000187398	LUZP2				359						1	359
ENSG00000187479	C11orf96	54	136		147						3	112.333333333333
ENSG00000187514	PTMA								146		1	146
ENSG00000187555	USP7						937				1	937
ENSG00000187556	NANOS3								398		1	398
ENSG00000187601	MAGEH1				386	379	782				3	515.666666666667
ENSG00000187608	ISG15	153		175	110	777	702		417		6	389
ENSG00000187664	HAPLN4							586			1	586
ENSG00000187672	ERC2									364	1	364
ENSG00000187778	MCRS1							391			1	391
ENSG00000187824	TMEM220							285			1	285
ENSG00000187957	DNER				212	650		257			3	373
ENSG00000188010	MORN2				704						1	704
ENSG00000188011	RTP5						238		155		2	196.5
ENSG00000188021	UBQLN2	411			633						2	522
ENSG00000188026	RILPL1							724			1	724
ENSG00000188133	TMEM215						190	302			2	246
ENSG00000188158	NHS						987				1	987
ENSG00000188191	PRKAR1B				1070	594		500			3	721.333333333333
ENSG00000188229	TUBB4B		452		568	424	223	130			5	359.4
ENSG00000188243	COMMD6				509			435			2	472
ENSG00000188290	HES4			363	310						2	336.5
ENSG00000188338	SLC38A3								328		1	328
ENSG00000188343	FAM92A						938				1	938
ENSG00000188352	FOCAD					730				100	2	415
ENSG00000188517	COL25A1			533		871	686	743			4	708.25
ENSG00000188536	HBA2	70	13	29	48	433	35	65	23	14	9	81.1111111111111
ENSG00000188612	SUMO2		215			1001					2	608
ENSG00000188674	C2orf80			119	1166						2	642.5
ENSG00000188677	PARVB						883				1	883
ENSG00000188730	VWC2		820								1	820
ENSG00000188735	TMEM120B			649							1	649
ENSG00000188739	RBM34					868					1	868
ENSG00000188747	NOXA1						552				1	552
ENSG00000188760	TMEM198		680								1	680
ENSG00000188783	PRELP		574								1	574
ENSG00000188803	SHISA6		466		1168						2	817
ENSG00000188811	NHLRC3								487		1	487
ENSG00000188846	RPL14				257	726	263		495		4	435.25
ENSG00000188859	FAM78B								496		1	496
ENSG00000188895	MSL1							644			1	644
ENSG00000188916	INSYN2A		993								1	993
ENSG00000188997	KCTD21							247			1	247
ENSG00000189043	NDUFA4		185	74		47	1063		92		5	292.2
ENSG00000189056	RELN					681					1	681
ENSG00000189058	APOD	315			591	344		551	185		5	397.2
ENSG00000189060	H1F0					771					1	771
ENSG00000189077	TMEM120A							345			1	345
ENSG00000189127	ANKRD34B	396	544	154	101	44	197	15	29	31	9	167.888888888889
ENSG00000189129	PLAC9		647		346						2	496.5
ENSG00000189159	JPT1				550	310	358	301			4	379.75
ENSG00000189164	ZNF527								391		1	391
ENSG00000189184	PCDH18								164		1	164
ENSG00000189241	TSPYL1		494		731	367		83			4	418.75
ENSG00000189283	FHIT								371		1	371
ENSG00000189403	HMGB1				408			444			2	426
ENSG00000189410	SH2D5			529							1	529
ENSG00000196090	PTPRT						672				1	672
ENSG00000196091	MYBPC1									348	1	348
ENSG00000196104	SPOCK3		250		1011	877		282			4	605
ENSG00000196123	KIAA0895L		681								1	681
ENSG00000196126	HLA-DRB1	363		224							2	293.5
ENSG00000196136	SERPINA3		150	578				67			3	265
ENSG00000196139	AKR1C3							402			1	402
ENSG00000196208	GREB1		120								1	120
ENSG00000196220	SRGAP3								208		1	208
ENSG00000196230	TUBB	43	277	263					202		4	196.25
ENSG00000196262	PPIA					100	106	557	62		4	206.25
ENSG00000196277	GRM7	457									1	457
ENSG00000196290	NIF3L1					946					1	946
ENSG00000196305	IARS					998					1	998
ENSG00000196312	MFSD14C								222		1	222
ENSG00000196323	ZBTB44		368								1	368
ENSG00000196338	NLGN3					703					1	703
ENSG00000196352	CD55		448								1	448
ENSG00000196353	CPNE4	162			309	775					3	415.333333333333
ENSG00000196361	ELAVL3	297	417								2	357
ENSG00000196368	NUDT11	462			476	612	48	322			5	384
ENSG00000196376	SLC35F1			668							1	668
ENSG00000196396	PTPN1		265								1	265
ENSG00000196405	EVL						328				1	328
ENSG00000196428	TSC22D2					773					1	773
ENSG00000196465	MYL6B	122			1024		567				3	571
ENSG00000196470	SIAH1						706				1	706
ENSG00000196505	GDAP2		361								1	361
ENSG00000196507	TCEAL3						225				1	225
ENSG00000196517	SLC6A9					517					1	517
ENSG00000196531	NACA				334						1	334
ENSG00000196547	MAN2A2		271							122	2	196.5
ENSG00000196557	CACNA1H								315		1	315
ENSG00000196562	SULF2						416				1	416
ENSG00000196576	PLXNB2		501								1	501
ENSG00000196581	AJAP1			551							1	551
ENSG00000196591	HDAC2					403					1	403
ENSG00000196628	TCF4			338							1	338
ENSG00000196642	RABL6	440									1	440
ENSG00000196683	TOMM7		511	503	192	97	692	399			6	399
ENSG00000196730	DAPK1					997					1	997
ENSG00000196810	CTBP1-DT				964						1	964
ENSG00000196843	ARID5A		69								1	69
ENSG00000196850	PPTC7		794								1	794
ENSG00000196876	SCN8A				297						1	297
ENSG00000196911	KPNA5								194		1	194
ENSG00000196923	PDLIM7			641							1	641
ENSG00000196924	FLNA	221			277						2	249
ENSG00000196937	FAM3C				1077	248					2	662.5
ENSG00000196943	NOP9				184						1	184
ENSG00000196950	SLC39A10		408			677					2	542.5
ENSG00000196972	SMIM10L2B			445							1	445
ENSG00000197045	GMFB				152		914				2	533
ENSG00000197070	ARRDC1						463				1	463
ENSG00000197111	PCBP2	296							283		2	289.5
ENSG00000197119	SLC25A29						592				1	592
ENSG00000197121	PGAP1	174	600		377	845	334		497		6	471.166666666667
ENSG00000197147	LRRC8B									360	1	360
ENSG00000197170	PSMD12				1191						1	1191
ENSG00000197180	AC244090.1			751							1	751
ENSG00000197183	NOL4L			745							1	745
ENSG00000197217	ENTPD4		973								1	973
ENSG00000197261	C6orf141			428							1	428
ENSG00000197345	MRPL21					988					1	988
ENSG00000197405	C5AR1		447								1	447
ENSG00000197430	OPALIN									104	1	104
ENSG00000197451	HNRNPAB									214	1	214
ENSG00000197457	STMN3						833	287			2	560
ENSG00000197601	FAR1					1025					1	1025
ENSG00000197694	SPTAN1						703				1	703
ENSG00000197696	NMB								426		1	426
ENSG00000197702	PARVA	289									1	289
ENSG00000197713	RPE						447				1	447
ENSG00000197728	RPS26		622	128		121	332	147		233	6	263.833333333333
ENSG00000197746	PSAP				488	160		197	131		4	244
ENSG00000197747	S100A10			712	1059					179	3	650
ENSG00000197748	CFAP43								44		1	44
ENSG00000197756	RPL37A	72	61	57	59	38	74	246			7	86.7142857142857
ENSG00000197776	KLHDC1		493								1	493
ENSG00000197780	TAF13			434							1	434
ENSG00000197785	ATAD3A			657							1	657
ENSG00000197822	OCLN							641			1	641
ENSG00000197872	FAM49A					1182					1	1182
ENSG00000197912	SPG7			666	819						2	742.5
ENSG00000197921	HES5					930		325			2	627.5
ENSG00000197930	ERO1A				622						1	622
ENSG00000197956	S100A6	38	986	49	232	452	112				6	311.5
ENSG00000197958	RPL12				134	901	230	485		52	5	360.4
ENSG00000197961	ZNF121									159	1	159
ENSG00000197965	MPZL1				520						1	520
ENSG00000197971	MBP	14	15	5	2	7	1	7	13	2	9	7.33333333333333
ENSG00000197977	ELOVL2				913						1	913
ENSG00000198034	RPS4X		135	145		225	155		422		5	216.4
ENSG00000198040	ZNF84						1005				1	1005
ENSG00000198046	ZNF667						780				1	780
ENSG00000198053	SIRPA					1140					1	1140
ENSG00000198081	ZBTB14				559						1	559
ENSG00000198105	ZNF248			607	901						2	754
ENSG00000198121	LPAR1						474	78		56	3	202.666666666667
ENSG00000198146	ZNF770						1056				1	1056
ENSG00000198157	HMGN5		967								1	967
ENSG00000198162	MAN1A2					831					1	831
ENSG00000198168	SVIP				1010	456					2	733
ENSG00000198182	ZNF607							534			1	534
ENSG00000198198	SZT2		326								1	326
ENSG00000198208	RPS6KL1			590						235	2	412.5
ENSG00000198242	RPL23A	303		159				59			3	173.666666666667
ENSG00000198258	UBL5	373	788	620			176	518			5	495
ENSG00000198276	UCKL1		474								1	474
ENSG00000198300	PEG3		340	257		762	284		366		5	401.8
ENSG00000198301	SDAD1				885						1	885
ENSG00000198363	ASPH				531						1	531
ENSG00000198369	SPRED2		768								1	768
ENSG00000198380	GFPT1			528							1	528
ENSG00000198393	ZNF26								399		1	399
ENSG00000198399	ITSN2					816					1	816
ENSG00000198408	OGA					711			423		2	567
ENSG00000198420	TCAF1					687		300			2	493.5
ENSG00000198453	ZNF568			568							1	568
ENSG00000198513	ATL1					351		185			2	268
ENSG00000198522	GPN1							450			1	450
ENSG00000198556	ZNF789							694			1	694
ENSG00000198589	LRBA		985								1	985
ENSG00000198597	ZNF536			616		288					2	452
ENSG00000198626	RYR2					410					1	410
ENSG00000198663	C6orf89					548					1	548
ENSG00000198668	CALM1			58	103	91	1032	733	105		6	353.666666666667
ENSG00000198673	TAFA2				858			441			2	649.5
ENSG00000198689	SLC9A6		319		460						2	389.5
ENSG00000198695	MT-ND6	431	879				261				3	523.666666666667
ENSG00000198712	MT-CO2	4	11	13	12	16	16	10	3	7	9	10.2222222222222
ENSG00000198727	MT-CYB	11	12	14	14	26	33	28	15	12	9	18.3333333333333
ENSG00000198728	LDB1								400		1	400
ENSG00000198729	PPP1R14C			283							1	283
ENSG00000198736	MSRB1						1082				1	1082
ENSG00000198739	LRRTM3				465						1	465
ENSG00000198742	SMURF1		862								1	862
ENSG00000198743	SLC5A3					524					1	524
ENSG00000198755	RPL10A			582		249	132	245	166		5	274.8
ENSG00000198763	MT-ND2	10	6	16	13	18	8	6	9	10	9	10.6666666666667
ENSG00000198780	FAM169A	119			366						2	242.5
ENSG00000198785	GRIN3A	156			100	289		194			4	184.75
ENSG00000198786	MT-ND5	23	4	30	36	294	46	71	38	33	9	63.8888888888889
ENSG00000198794	SCAMP5				779			125			2	452
ENSG00000198795	ZNF521					744					1	744
ENSG00000198804	MT-CO1	2	2	3	5	23	32	23	6	13	9	12.1111111111111
ENSG00000198805	PNP		639								1	639
ENSG00000198818	SFT2D1					739					1	739
ENSG00000198825	INPP5F		144	80	661	182	697				5	352.8
ENSG00000198832	SELENOM		299	206	162	1076					4	435.75
ENSG00000198833	UBE2J1							321			1	321
ENSG00000198840	MT-ND3	3	25	18	31	35	18	21	14	16	9	20.1111111111111
