mouse_subclass	human_domain	pcc	spearmancor
x124_VMH_Nr5a1_Glut	X9	0.0304012527165449	0.0443677732063963
x112_DMH_LHA_Gsx1_Gaba	X9	-0.046869802565932	-0.0601464236698156
x137_PH_ant_Otp_Glut	X9	-0.0291874601208597	-0.0141636315586382
x108_AHN_SBPV_Gaba	X9	-0.00852417537989149	-0.00248756622123411
x110_AHN_Onecut3_Gaba	X9	0.00150556255405771	-0.018258614375692
x294_OPC_NN	X9	-0.0353714673730473	-0.0519197905464884
x135_AHN_RCH_TU_SBPV_Otp_Glut	X9	0.01761840059094	0.00618068502068059
x054_STR_PAL_Chst9_Gaba	X9	-0.108014173594387	-0.10689069596972
x114_TU_ARH_Otp_Six6_Gaba	X9	-0.00121225001081079	0.00645249620632873
x097_PVHd_Gsc_Gaba	X9	-0.0353896705205799	-0.032582263557996
x136_PVH_PVHd_SO_Otp_Glut	X9	-0.0359926776201824	-0.0025146803283312
x074_MM_Foxb1_Glut	X9	-0.0547847580850658	-0.0415279699845169
x140_PH_Pitx2_Glut	X9	0.00719214406860336	0.0198774488707828
x119_DMH_Hmx2_Glut	X9	0.0415015764200742	0.0282039298466055
x117_DMH_Hmx2_Gaba	X9	0.017780324026191	0.00232081092867477
x047_NDB_SI_MA_STRv_Lhx8_Gaba	X9	-0.00804235570854113	-0.0185955634358869
x081_RT_ZI_Gnb3_Gaba	X9	-0.0111810799262864	-0.0158849609857913
x103_MPO_LPO_Lhx8_Gaba	X9	0.0574891544260016	0.0580853592556229
x128_ADP_MPO_Trp73_Glut	X9	0.0243588720859947	0.0498709464381369
x109_SBPV_PVi_Six3_Gaba	X9	0.0105055747502293	-0.00389801622543233
x104_BST_MPN_Lhx6_Zfhx3_Gaba	X9	0.0110108332762201	-0.00702577035698957
x295_Oligo_NN	X9	0.0478468852859913	0.0155070000140094
x299_Peri_NN	X9	-0.0200327454849482	-0.0221399042319147
x111_ZI_Pax6_Gaba	X9	-0.0773058842295403	-0.0743728811144501
x049_PAL_STR_Gaba_Chol	X9	-0.0355145416211392	-0.0529442398118172
x100_MS_SF_Bsx_Glut	X9	-0.00740211492156449	0.000358593314721381
x102_SI_MPO_LPO_Lhx8_Gaba	X9	0.0452580519967505	0.0313424014830037
x303_BAM_NN	X9	0.0249388014443447	0.0186096572643988
x086_MEA_BST_Lhx6_Nfib_Gaba	X9	0.0280061201237412	0.0198421233435855
x180_MB_HB_Lhx1_Glut	X9	-0.00345750116250505	-0.0100288539329133
x113_PVHd_DMH_Lhx6_Gaba	X9	-0.0382409073273565	-0.0400984129898897
x302_Microglia_NN	X9	0.0558260283621315	0.0304425928056223
x125_LHA_Pmch_Glut	X9	0.0503927912897588	0.0361375642480551
x105_BST_Tac2_Gaba	X9	0.004752553843557	-0.00257790395067538
x127_PVH_LHA_Barhl2_Glut	X9	-0.00299852304650136	0.0231435756111804
x096_SI_MA_NDB_Six3_Meis2_Gaba	X9	0.0505297297681806	0.0485689593338037
x048_GPe_Sox6_Cyp26b1_Gaba	X9	-0.103551409013642	-0.114815891711262
x129_SI_MA_LPO_Skor1_Glut	X9	-0.0997969933667373	-0.0581566012062416
x250_SNc_VTA_RAmb_Foxa1_Dopa	X9	-0.129003350634443	-0.131932736756073
x301_Endo_NN	X13	0.00254235751439895	0.00955231361814247
x298_VLMC_NN	X13	-0.0557238675505923	-0.057133238020245
x045_STRv_Lhx8_Gaba	X13	-0.0360225996000211	-0.0507617946662031
x123_VMH_Fezf1_Glut	X13	-0.180702769771867	-0.211654422177552
x070_RE_Xi_Nox4_Glut	X13	-0.206211330991427	-0.215521980313584
x069_TH_Prkcd_Grin2c_Glut	X13	-0.131312270837599	-0.140593127525622
x115_TMd_Foxd2_Gaba	X13	-0.197336791896971	-0.212271749357877
x149_IPN_IF_RL_Foxa1_Glut	X13	-0.0950011219146365	-0.112438474149177
x107_PVH_Six3_Prox1_Gaba	X13	-0.177393508910612	-0.201170699010984
x075_PVa_ARH_Six3_Dopa_Gaba	X13	-0.0912770716383954	-0.130011232565235
x139_PM_Pitx2_Glut	X13	-0.160681092815915	-0.19736488369515
x121_ARH_PVp_Tbx3_Glut	X13	-0.178917521027317	-0.214111322897303
x088_DMH_Nkx2_4_Glut	X13	-0.165110463056289	-0.193666141533581
x148_PH_SUM_Foxa1_Glut	X13	-0.203810759581418	-0.219271404970266
x067_PVT_PT_Ntrk1_Glut	X13	-0.115560551063614	-0.132783888856591
x106_PVR_Six3_Gaba	X13	-0.212205184497986	-0.230023213706269
x073_MM_ant_Foxb1_Glut	X13	-0.208488237755695	-0.230043563301486
x120_ARH_PVp_Tbx3_Gaba	X13	-0.193033331712609	-0.214125662818081
x087_DMH_Prdm13_Gaba	X13	-0.210822818409855	-0.235505033438614
x083_MEA_BST_Sox6_Gaba	X13	-0.0980852234324714	-0.110430842887095
x118_MPO_MPN_Glut	X13	-0.130327053335675	-0.178124371161956
x080_GPi_Skor1_Gaba_Glut	X13	0.0955012325367186	0.109206117183191
x143_PM_LHA_Foxb1_Glut	X13	-0.19428548439644	-0.211827914631393
x286_Astro_NT_NN	X13	-0.145954895571766	-0.16577488812537
x101_PVpo_VMPO_SFO_Tbr1_Glut	X13	-0.156614825041979	-0.187173553174755
x138_STN_PSTN_Pitx2_Glut	X13	-0.165051079330301	-0.196978142539156
x290_Tanycyte_NN	X13	-0.141448145038009	-0.157458954577116
x076_PMv_TMv_Tbx3_Hist_Gaba	X13	-0.164882725195083	-0.189982758464892
x084_MEA_BST_Lhx6_Sp9_Gaba	X13	-0.151234416385553	-0.168373741664309
x116_PVpo_VMPO_MPN_Hmx2_Gaba	X13	-0.140923027641198	-0.170483836431881
x147_PH_an_Pitx2_Glut	X13	-0.191149717795255	-0.205942566675605
x122_DMH_LHA_Vgll2_Glut	X13	-0.0568657998551309	-0.0866172397449451
x159_SPA_SPFm_SPFp_POL_PIL_PoT_Glut	X13	-0.0841980115498346	-0.104399818366023
x082_SCH_Gaba	X13	-0.142764101954735	-0.168088746122635
x106a_BST_MPN_Six3_Gaba	X13	-0.176491460169058	-0.216460837218563
x134_PVa_AHN_LHA_Otp_Glut	X13	-0.0914623597795989	-0.135189667003792
x300_SMC_NN	X13	-0.152401645671526	-0.164697225684074
x126_LGv_Otx2_Gaba	X13	-0.102716970400992	-0.118868874350544
x133_LHA_MEA_Otp_Glut	X13	0.0709290825741219	0.0717728048614734
x142_PH_LHA_Foxb1_Glut	X13	-0.166342088291513	-0.195558759320629
x214_LGv_SPFp_SPFm_Gata3_Gaba	X13	0.123700347797238	0.131126318362927
x291_Ependymal_NN	X13	0.0230465402182741	0.02744217777579
x124_VMH_Nr5a1_Glut	X13	-0.161593096952903	-0.21043644584059
x112_DMH_LHA_Gsx1_Gaba	X13	-0.165711145270073	-0.202282519505724
x137_PH_ant_Otp_Glut	X13	-0.138124608080965	-0.194501956599176
x108_AHN_SBPV_Gaba	X13	-0.132017233387392	-0.182252728448787
x110_AHN_Onecut3_Gaba	X13	-0.116940145912861	-0.145835475770319
x294_OPC_NN	X13	-0.161508072681128	-0.204896602137934
x135_AHN_RCH_TU_SBPV_Otp_Glut	X13	-0.0868070724596153	-0.13138618773128
x054_STR_PAL_Chst9_Gaba	X13	-0.179061839015822	-0.191421730363197
x114_TU_ARH_Otp_Six6_Gaba	X13	-0.164580349874859	-0.199897672940377
x097_PVHd_Gsc_Gaba	X13	0.0026007972890248	0.00134308538460522
x136_PVH_PVHd_SO_Otp_Glut	X13	-0.0611331756019603	-0.0830221496165468
x074_MM_Foxb1_Glut	X13	-0.198410020875748	-0.23844309229963
x140_PH_Pitx2_Glut	X13	-0.156687103281132	-0.192328052394808
x119_DMH_Hmx2_Glut	X13	-0.15849803580823	-0.179538929259012
x117_DMH_Hmx2_Gaba	X13	-0.139589585592794	-0.18381547184619
x047_NDB_SI_MA_STRv_Lhx8_Gaba	X13	-0.217698618643654	-0.234262019444547
x081_RT_ZI_Gnb3_Gaba	X13	-0.0559853391739067	-0.0828817142325799
x103_MPO_LPO_Lhx8_Gaba	X13	-0.0830472596341436	-0.0994545341664816
x128_ADP_MPO_Trp73_Glut	X13	-0.0627371249341146	-0.0626575138455281
x109_SBPV_PVi_Six3_Gaba	X13	-0.147072889773728	-0.184536539453591
x104_BST_MPN_Lhx6_Zfhx3_Gaba	X13	-0.0343933436321658	-0.0507620115951868
x295_Oligo_NN	X13	-0.0553816403698845	-0.0939631351406359
x299_Peri_NN	X13	-0.109513266862652	-0.128346559726698
x111_ZI_Pax6_Gaba	X13	-0.174764026341513	-0.214005462061101
x049_PAL_STR_Gaba_Chol	X13	-0.0540232405935826	-0.0646370442782441
x100_MS_SF_Bsx_Glut	X13	-0.106907284661693	-0.109083811772313
x102_SI_MPO_LPO_Lhx8_Gaba	X13	-0.162381547023331	-0.186448792074123
x303_BAM_NN	X13	-0.068631909808043	-0.0837340876507012
x086_MEA_BST_Lhx6_Nfib_Gaba	X13	-0.101058321251756	-0.128131719359701
x180_MB_HB_Lhx1_Glut	X13	-0.0704336029088476	-0.0843716395130201
x113_PVHd_DMH_Lhx6_Gaba	X13	-0.137510854858592	-0.176246377647937
x302_Microglia_NN	X13	-0.0671814905354612	-0.0756801104285908
x125_LHA_Pmch_Glut	X13	-0.0681393663526813	-0.0916860944499769
x105_BST_Tac2_Gaba	X13	-0.0211179307410032	-0.0494602868395482
x127_PVH_LHA_Barhl2_Glut	X13	0.054354995327612	0.0667240338221837
x096_SI_MA_NDB_Six3_Meis2_Gaba	X13	-0.00890939973555693	-0.0251766701845891
x048_GPe_Sox6_Cyp26b1_Gaba	X13	-0.151580845629338	-0.165907839562285
x129_SI_MA_LPO_Skor1_Glut	X13	-0.00565685087628141	-0.0241575524073516
x250_SNc_VTA_RAmb_Foxa1_Dopa	X13	-0.163272434353405	-0.160552884049034
x301_Endo_NN	X8	0.0860074547246508	0.0832169063087773
x298_VLMC_NN	X8	-0.0866805037228446	-0.0710265807171485
x045_STRv_Lhx8_Gaba	X8	-0.0164804012639381	-0.0339873820205068
x123_VMH_Fezf1_Glut	X8	-0.0468023950048942	-0.0432740216272329
x070_RE_Xi_Nox4_Glut	X8	-0.0956887081157293	-0.101739719389903
x069_TH_Prkcd_Grin2c_Glut	X8	-0.0676262591740958	-0.0682048157511927
x115_TMd_Foxd2_Gaba	X8	-0.096888152458934	-0.0961991331907105
x149_IPN_IF_RL_Foxa1_Glut	X8	0.00374109825317964	0.0141576195914358
x107_PVH_Six3_Prox1_Gaba	X8	-0.0680466675639643	-0.0794630527416731
x075_PVa_ARH_Six3_Dopa_Gaba	X8	0.0102265235504621	-0.000827692351940554
x139_PM_Pitx2_Glut	X8	-0.0370910923511811	-0.0331058836244141
x121_ARH_PVp_Tbx3_Glut	X8	-0.0404598509230837	-0.0513655707703566
x088_DMH_Nkx2_4_Glut	X8	-0.0764250236610928	-0.0824574725043362
x148_PH_SUM_Foxa1_Glut	X8	-0.0269953395129183	-0.0370095780036496
x067_PVT_PT_Ntrk1_Glut	X8	-0.0636349833735179	-0.07817858041961
x106_PVR_Six3_Gaba	X8	-0.0705878539287835	-0.0698166195675888
x073_MM_ant_Foxb1_Glut	X8	-0.0576986734810632	-0.0582918775014837
x120_ARH_PVp_Tbx3_Gaba	X8	-0.0602517901472226	-0.0672033026640296
x087_DMH_Prdm13_Gaba	X8	-0.0819051616633726	-0.0860130679117919
x083_MEA_BST_Sox6_Gaba	X8	-0.0557436025600385	-0.0637492506226102
x118_MPO_MPN_Glut	X8	0.011949270443518	0.0281692726612957
x080_GPi_Skor1_Gaba_Glut	X8	0.0169543066584496	0.0346718659413772
x143_PM_LHA_Foxb1_Glut	X8	-0.0410361525749207	-0.0418097546798184
x286_Astro_NT_NN	X8	-0.0309126338237154	-0.0517382711345961
x101_PVpo_VMPO_SFO_Tbr1_Glut	X8	0.0122372182821907	-0.00530085440453089
x138_STN_PSTN_Pitx2_Glut	X8	-0.0656517919125869	-0.0582872546540425
x290_Tanycyte_NN	X8	-0.0746381523689322	-0.0781111233409135
x076_PMv_TMv_Tbx3_Hist_Gaba	X8	-0.0296073817125175	-0.0341256976239681
x084_MEA_BST_Lhx6_Sp9_Gaba	X8	-0.0903985525599484	-0.0999628030378604
x116_PVpo_VMPO_MPN_Hmx2_Gaba	X8	0.0314294777797871	0.0538037709255385
x147_PH_an_Pitx2_Glut	X8	-0.07284702290237	-0.0752051593878032
x122_DMH_LHA_Vgll2_Glut	X8	-0.0436888454825126	-0.0438060716866022
x159_SPA_SPFm_SPFp_POL_PIL_PoT_Glut	X8	-0.0422513527348576	-0.0464938573530857
x082_SCH_Gaba	X8	-0.00426864424209765	-0.0259818948448934
x106a_BST_MPN_Six3_Gaba	X8	-0.0700216949419334	-0.0695882633497405
x134_PVa_AHN_LHA_Otp_Glut	X8	-0.0933499311607691	-0.100465382301272
x300_SMC_NN	X8	-0.0716441229348785	-0.0786991105229153
x126_LGv_Otx2_Gaba	X8	-0.0276472556473754	-0.0296309550526207
x133_LHA_MEA_Otp_Glut	X8	0.0791856302333514	0.0822583739627288
x142_PH_LHA_Foxb1_Glut	X8	-0.0648075578363532	-0.0697428355772647
x214_LGv_SPFp_SPFm_Gata3_Gaba	X8	0.0175702566342166	0.0170482838642575
x291_Ependymal_NN	X8	-2.68796169027622e-05	-0.000146533304925381
x124_VMH_Nr5a1_Glut	X8	0.014259810746292	-0.000882250462197497
x112_DMH_LHA_Gsx1_Gaba	X8	-0.129085771777104	-0.125858891296537
x137_PH_ant_Otp_Glut	X8	-0.018782969622833	-0.0492402964038046
x108_AHN_SBPV_Gaba	X8	-0.0190548895788734	-0.0184076949020026
x110_AHN_Onecut3_Gaba	X8	-0.0495150926667578	-0.0603047396644967
x294_OPC_NN	X8	-0.0610779248303943	-0.0809272452216947
x135_AHN_RCH_TU_SBPV_Otp_Glut	X8	-0.0174430604993549	-0.0444436124838528
x054_STR_PAL_Chst9_Gaba	X8	-0.145371932968785	-0.149029159029618
x114_TU_ARH_Otp_Six6_Gaba	X8	-0.0555769434286517	-0.0508792796455771
x097_PVHd_Gsc_Gaba	X8	-0.0257796021541966	-0.0171529753775575
x136_PVH_PVHd_SO_Otp_Glut	X8	-0.0305850082802953	0.0117860910917454
x074_MM_Foxb1_Glut	X8	-0.0800074873099285	-0.0618201675874497
x140_PH_Pitx2_Glut	X8	-0.051297857462717	-0.0362887427891438
x119_DMH_Hmx2_Glut	X8	-0.0169508980945938	-0.0397729709669981
x117_DMH_Hmx2_Gaba	X8	-0.0820998559379528	-0.087786744931189
x047_NDB_SI_MA_STRv_Lhx8_Gaba	X8	-0.0604241322062941	-0.0599426668104907
x081_RT_ZI_Gnb3_Gaba	X8	-0.0266134857556655	-0.0358395638732188
x103_MPO_LPO_Lhx8_Gaba	X8	0.0367311173659653	0.0296248029149622
x128_ADP_MPO_Trp73_Glut	X8	0.0326619786080593	0.0570314563355292
x109_SBPV_PVi_Six3_Gaba	X8	-0.00640277710880674	-0.0377590956895365
x104_BST_MPN_Lhx6_Zfhx3_Gaba	X8	0.00491650833809973	-0.0189889631696368
x295_Oligo_NN	X8	-0.0696871371657473	-0.0737483416567587
x299_Peri_NN	X8	-0.0463728457304973	-0.0602819990968063
x111_ZI_Pax6_Gaba	X8	-0.123685870922534	-0.122058678071152
x049_PAL_STR_Gaba_Chol	X8	-0.0640539512226287	-0.067102585632835
x100_MS_SF_Bsx_Glut	X8	-0.0528437734381397	-0.0489989634984267
x102_SI_MPO_LPO_Lhx8_Gaba	X8	0.00212754637425903	0.00430797436737482
x303_BAM_NN	X8	-0.0186502628725751	-0.0374142076554596
x086_MEA_BST_Lhx6_Nfib_Gaba	X8	0.0099912847636313	0.0117388922230053
x180_MB_HB_Lhx1_Glut	X8	-0.00477155044951409	-0.0109882010074764
x113_PVHd_DMH_Lhx6_Gaba	X8	-0.105963052568046	-0.108935057262772
x302_Microglia_NN	X8	0.0615781701683934	0.0225763511109507
x125_LHA_Pmch_Glut	X8	0.00325114917861793	0.000350542983651277
x105_BST_Tac2_Gaba	X8	0.00499155058499522	0.00323824223976484
x127_PVH_LHA_Barhl2_Glut	X8	-0.000796608502798144	0.0208704095082579
x096_SI_MA_NDB_Six3_Meis2_Gaba	X8	0.0572212417798472	0.060697479504854
x048_GPe_Sox6_Cyp26b1_Gaba	X8	-0.120348934094544	-0.121757045330203
x129_SI_MA_LPO_Skor1_Glut	X8	-0.0379864690976359	-0.0292366331462449
x250_SNc_VTA_RAmb_Foxa1_Dopa	X8	-0.155040057908019	-0.156253177342116
