Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000140521,POLG,34,0.48713,51,1.17241,21,-0.2054,16,-0.6096,32,0.42751,20,-0.3258,29,0.25785,12,-1.0555,15,-0.7847,11,-1.1963,30,0.32276,20,-0.3284
ENSG00000166823,MESP1,36,-0.7354,12,-2.2997,112,1.03124,63,0.10309,72,0.30205,77,0.41051,83,0.59075,44,-0.4652,79,0.44592,49,-0.2923,39,-0.6424,20,-1.5921
ENSG00000157823,AP3S2,28,-1.5012,63,-0.3172,108,0.53618,97,0.36380,70,-0.1450,51,-0.6282,85,0.17071,100,0.39964,103,0.45156,58,-0.4304,78,0.02045,76,-0.0310
ENSG00000242498,ARPIN,19,-0.3594,14,-0.7972,25,0.01168,16,-0.6686,39,0.74948,10,-1.3370,18,-0.5040,24,-0.0307,34,0.50057,26,0.11616,43,0.89004,32,0.41475
ENSG00000259291,ZNF710-AS1,33,0.34486,3,-3.0702,5,-2.5128,29,0.12204,14,-0.9035,22,-0.2575,34,0.45472,39,0.60220,8,-1.6845,9,-1.6262,70,1.58599,44,0.78643
ENSG00000182054,IDH2,102,0.49818,40,-0.9278,25,-1.6268,58,-0.3883,101,0.48770,59,-0.3638,66,-0.1860,108,0.59331,28,-1.4701,49,-0.6256,127,0.85479,136,0.96908
ENSG00000185033,SEMA4B,9,-2.3263,70,0.68883,6,-2.8826,37,-0.3154,81,0.93439,39,-0.2008,38,-0.2930,40,-0.1848,45,-0.0069,61,0.47657,59,0.42046,63,0.53837
ENSG00000185043,CIB1,120,0.52896,191,1.30662,29,-1.6109,60,-0.5590,42,-1.0895,55,-0.6704,46,-1.0022,91,0.08587,64,-0.4409,92,0.11122,108,0.35564,171,1.11598
ENSG00000182768,NGRN,266,-0.5888,255,-0.6528,476,0.31286,475,0.31159,383,-0.0271,412,0.08756,438,0.19874,359,-0.1276,512,0.43121,444,0.20324,318,-0.3184,294,-0.4371
ENSG00000140575,IQGAP1,19,-0.4622,142,3.11302,17,-0.6116,9,-1.5822,10,-1.4354,8,-1.7121,11,-1.3672,4,-2.7548,16,-0.7084,18,-0.5041,22,-0.2135,48,0.98317
ENSG00000140577,CRTC3,18,-0.5179,48,0.98265,27,0.08709,16,-0.6874,15,-0.8034,17,-0.6768,27,0.03916,7,-1.8480,9,-1.5274,24,-0.1281,47,0.95499,55,1.19175
ENSG00000140564,FURIN,38,0.08888,172,2.79618,10,-1.8952,14,-1.3860,25,-0.5541,30,-0.2763,30,-0.2651,18,-1.0220,15,-1.3155,15,-1.2946,28,-0.3573,39,0.13652
ENSG00000196547,MAN2A2,33,-1.2700,54,-0.5392,16,-2.2974,88,0.22384,97,0.38087,76,-0.0128,117,0.75635,41,-0.9378,66,-0.2317,74,-0.0472,153,1.12576,61,-0.3490
ENSG00000184508,HDDC3,1,-4.0429,13,-0.5400,10,-0.8889,20,0.12197,15,-0.3151,28,0.61202,31,0.88614,24,0.36087,22,0.22222,8,-1.3104,27,0.53940,15,-0.3472
ENSG00000140553,UNC45A,51,0.79087,72,1.37616,12,-1.3496,47,0.66178,19,-0.6978,31,0.02808,30,-0.0611,28,-0.1300,25,-0.2993,22,-0.4962,13,-1.2580,19,-0.7005
ENSG00000184056,VPS33B,1,-3.9999,21,-0.2424,29,0.20092,35,0.50015,26,0.04720,41,0.76569,29,0.23442,35,0.50687,19,-0.3861,30,0.25895,17,-0.5873,15,-0.7396
ENSG00000185518,SV2B,31,0.13790,1,-4.2955,46,0.78050,40,0.56463,7,-2.0925,63,1.28972,53,1.15578,18,-0.7001,30,0.08163,11,-1.3926,5,-2.6017,9,-1.6434
ENSG00000176463,SLCO3A1,47,1.12231,19,-0.2934,0,-6.6607,20,-0.2333,29,0.31719,17,-0.4504,27,0.23107,7,-1.7418,21,-0.1853,23,-0.0293,58,1.50443,8,-1.4782
ENSG00000185442,FAM174B,15,-1.2043,17,-1.0300,3,-3.3290,74,1.29023,36,0.12557,48,0.55732,44,0.47744,34,0.04124,46,0.48539,37,0.15946,11,-1.7043,26,-0.3781
ENSG00000272888,LINC01578,67,-1.2836,288,0.98323,115,-0.4747,94,-0.7705,131,-0.2693,88,-0.8813,130,-0.3104,105,-0.6132,166,0.09337,172,0.15288,270,0.87913,275,0.91123
ENSG00000173575,CHD2,53,-0.3457,133,1.12241,18,-1.9493,35,-0.9822,71,0.11674,63,-0.0768,59,-0.2009,74,0.18108,72,0.13052,68,0.03747,53,-0.3347,103,0.70962
ENSG00000182175,RGMA,88,0.97657,36,-0.4509,26,-0.9279,49,0.03710,40,-0.2728,38,-0.3561,30,-0.7673,27,-0.8666,18,-1.4717,42,-0.2027,95,1.11150,104,1.25393
ENSG00000185551,NR2F2,85,0.14299,1,-5.6426,4,-4.0922,73,-0.0911,77,0.00423,397,2.96615,113,0.67847,78,0.01631,0,-10.156,0,-10.647,57,-0.4714,5,-3.9974
ENSG00000140443,IGF1R,42,0.65552,46,0.78274,22,-0.3662,18,-0.6927,26,-0.1121,17,-0.7553,29,0.03583,26,-0.0972,20,-0.5048,22,-0.3626,33,0.26147,34,0.31055
ENSG00000182253,SYNM,195,1.52552,75,-0.0506,23,-1.8291,27,-1.5582,66,-0.2414,49,-0.6793,67,-0.2289,58,-0.4378,48,-0.7385,47,-0.7608,144,0.99843,138,0.92824
ENSG00000068305,MEF2A,38,-0.3499,99,1.18455,21,-1.2666,30,-0.7219,66,0.51981,72,0.64415,53,0.16141,50,0.07387,33,-0.5744,27,-0.8827,26,-0.9173,55,0.20681
ENSG00000131873,CHSY1,77,2.02789,52,1.32868,8,-1.4928,10,-1.2647,10,-1.2315,16,-0.5879,5,-2.2172,26,0.20573,17,-0.4605,24,0.07171,21,-0.1531,28,0.27406
ENSG00000131871,SELENOS,94,0.62962,123,1.06574,23,-1.5039,48,-0.4360,42,-0.6359,61,-0.0461,56,-0.2170,43,-0.5715,88,0.51997,55,-0.2208,56,-0.1797,78,0.32896
ENSG00000131876,SNRPA1,55,0.26863,51,0.15078,30,-0.6360,24,-0.9689,64,0.51143,29,-0.6871,65,0.61191,29,-0.6784,73,0.73267,50,0.13604,31,-0.6003,31,-0.5914
ENSG00000184277,TM2D3,42,-2.1758,76,-1.3151,166,-0.1426,184,0.02033,265,0.59935,161,-0.1879,263,0.65360,194,0.09949,353,1.07504,205,0.18905,67,-1.4962,123,-0.6053
ENSG00000185418,TARSL2,22,-0.6337,24,-0.5322,12,-1.5293,26,-0.3978,40,0.25948,29,-0.2102,34,0.00287,45,0.44486,36,0.11715,39,0.21525,53,0.73104,44,0.42318
ENSG00000161980,POLR3K,4,-3.1114,16,-1.3156,43,0.17183,26,-0.6254,37,-0.0773,67,0.87172,58,0.70768,63,0.78125,36,-0.1208,50,0.38669,20,-0.9607,25,-0.6402
ENSG00000161981,SNRNP25,40,-0.9309,64,-0.2483,35,-1.1435,89,0.26443,89,0.27634,115,0.68340,93,0.38364,63,-0.2589,75,0.00562,61,-0.3119,56,-0.4378,98,0.42506
ENSG00000103152,MPG,25,-1.0728,57,0.15799,48,-0.1117,47,-0.1315,68,0.42027,37,-0.5082,79,0.75504,55,0.09513,64,0.32611,66,0.38592,28,-0.9481,19,-1.5258
ENSG00000103148,NPRL3,24,-0.6149,18,-1.0284,43,0.28139,34,-0.0780,51,0.53331,34,-0.0909,40,0.18625,34,-0.1091,44,0.29842,40,0.16660,42,0.21317,25,-0.5429
ENSG00000188536,HBA2,1003,4.10785,90,-0.5690,2,-5.6285,7,-4.2946,12,-3.4799,57,-1.2628,1,-6.3174,503,2.33364,0,-11.491,0,-8.0703,9,-3.9572,11,-3.6617
ENSG00000206172,HBA1,335,4.03678,42,-0.0870,0,-7.5739,1,-5.1333,4,-3.3942,16,-1.4944,0,-7.9470,173,2.35553,0,-8.9278,0,-9.7283,1,-5.1740,4,-3.3855
ENSG00000086506,HBQ1,0,-5.7567,8,-1.2321,16,-0.1863,11,-0.7942,9,-1.0397,33,0.97489,44,1.70167,22,0.32091,19,0.04808,13,-0.4519,4,-2.1973,12,-0.6654
ENSG00000007392,LUC7L,17,-1.5743,106,1.20543,43,-0.2493,43,-0.2479,41,-0.3043,25,-1.0342,61,0.34104,32,-0.7065,63,0.35294,62,0.31723,32,-0.6972,68,0.46660
ENSG00000167930,FAM234A,64,0.60093,117,1.61975,10,-2.1454,24,-0.8873,24,-0.8845,29,-0.6076,28,-0.7225,14,-1.7019,37,-0.2821,35,-0.3666,117,1.61179,43,-0.0350
ENSG00000076344,RGS11,13,-1.7287,44,0.12045,2,-3.9480,41,-0.0112,59,0.58008,23,-0.8583,43,0.07852,35,-0.2481,86,1.21013,47,0.21784,47,0.20906,49,0.27262
ENSG00000242173,ARHGDIG,188,-0.7668,46,-2.8304,464,0.64231,489,0.72819,348,0.18292,342,0.15368,408,0.48514,272,-0.1995,392,0.37081,434,0.53674,90,-1.8573,144,-1.1605
ENSG00000185615,PDIA2,10,-1.6991,20,-0.7183,0,-7.1185,17,-0.9439,30,-0.1054,15,-1.0866,43,0.49814,11,-1.5647,113,2.14110,55,0.84907,37,0.20501,23,-0.4812
ENSG00000103126,AXIN1,4,-2.1909,31,0.85558,14,-0.3679,11,-0.7811,18,-0.0587,10,-0.8178,35,1.20849,3,-2.4237,19,0.08409,14,-0.4214,24,0.43182,17,-0.0823
ENSG00000086504,MRPL28,40,-1.1425,91,0.09115,104,0.29494,123,0.56784,48,-0.8924,150,0.89215,71,-0.3170,120,0.52353,89,0.04852,54,-0.7169,86,-0.0012,71,-0.2927
ENSG00000129925,TMEM8A,30,0.69983,47,1.47556,6,-1.5815,5,-1.8228,11,-0.7601,23,0.31778,21,0.19351,9,-1.0126,9,-1.0286,19,-0.0008,19,-0.0003,24,0.36156
ENSG00000103202,NME4,89,0.27006,138,0.98490,27,-1.5050,30,-1.3774,76,0.02853,63,-0.2587,64,-0.2653,24,-1.7017,101,0.47414,86,0.21394,88,0.25867,122,0.77941
ENSG00000242612,DECR2,6,-1.4339,14,-0.0960,1,-3.2761,15,-0.0115,6,-1.3865,22,0.56246,16,0.05008,16,0.09844,29,1.01771,17,0.16417,8,-0.9098,32,1.19080
ENSG00000090565,RAB11FIP3,19,-1.0475,70,0.94454,14,-1.4684,27,-0.5175,41,0.09812,32,-0.3093,46,0.29239,31,-0.3545,59,0.67613,42,0.11260,29,-0.4161,46,0.27568
ENSG00000007541,PIGQ,52,-0.0725,83,0.65891,19,-1.5756,67,0.30504,69,0.34808,55,0.00196,54,-0.0200,31,-0.8521,76,0.51815,69,0.35136,26,-1.1455,58,0.09334
ENSG00000197562,RAB40C,11,-1.4905,35,0.22459,7,-2.1970,30,-0.0329,54,0.90152,32,0.07525,58,1.17141,31,0.05412,14,-1.1902,21,-0.5594,25,-0.2917,20,-0.6258
ENSG00000130731,METTL26,99,-0.6171,80,-0.9371,80,-0.9296,142,-0.0562,190,0.40405,240,0.77597,212,0.64301,231,0.71740,107,-0.4932,85,-0.8430,123,-0.2742,115,-0.3831
ENSG00000172366,MCRIP2,41,-0.1764,52,0.22184,66,0.57787,48,0.09056,31,-0.5929,28,-0.7353,51,0.19912,56,0.32806,80,0.90516,46,0.03035,18,-1.4005,23,-1.0310
ENSG00000140983,RHOT2,30,-0.8771,95,0.92100,18,-1.6097,36,-0.6098,74,0.49569,61,0.18960,77,0.63218,43,-0.3431,56,0.06018,50,-0.1193,38,-0.5234,44,-0.3207
ENSG00000103269,RHBDL1,7,-2.6144,25,-0.7337,27,-0.6142,44,0.12919,49,0.27488,64,0.70067,74,1.08707,31,-0.4295,53,0.40795,41,0.01317,24,-0.8298,18,-1.2432
ENSG00000103266,STUB1,114,-0.6829,176,-0.0214,137,-0.4085,215,0.29516,132,-0.4698,242,0.48277,205,0.24002,213,0.27887,198,0.16165,187,0.07402,152,-0.2518,144,-0.3350
ENSG00000161999,JMJD8,28,-0.7078,109,1.44366,0,-7.5046,26,-0.8360,47,0.07171,36,-0.3216,54,0.30319,56,0.34019,41,-0.1361,44,-0.0496,35,-0.3749,55,0.32523
ENSG00000127585,FBXL16,12,-3.3382,29,-2.1017,80,-0.5819,147,0.35380,131,0.17002,161,0.50522,203,0.99293,166,0.55026,175,0.63276,114,-0.0428,68,-0.8375,36,-1.7592
ENSG00000103260,METRN,607,1.04971,320,0.01484,139,-1.2489,147,-1.1724,265,-0.2793,179,-0.8749,145,-1.2593,217,-0.5864,193,-0.7620,227,-0.5185,583,0.98058,957,1.85611
ENSG00000103254,ANTKMT,32,-1.0370,78,0.30048,37,-0.8492,73,0.20303,52,-0.3264,84,0.42208,75,0.26331,39,-0.7554,87,0.47856,60,-0.1189,52,-0.3140,91,0.55538
ENSG00000103253,HAGHL,28,-0.6917,45,0.04782,11,-2.0568,71,0.76339,33,-0.4592,32,-0.5018,45,0.04735,18,-1.2983,39,-0.1837,70,0.74041,47,0.10497,87,1.10036
ENSG00000103245,CIAO3,27,0.23756,35,0.65104,34,0.59294,21,-0.1539,26,0.15673,17,-0.4568,33,0.61949,21,-0.1383,13,-0.8133,12,-1.0122,14,-0.7587,15,-0.6440
ENSG00000007376,RPUSD1,24,0.25358,31,0.64104,0,-6.5016,32,0.65930,18,-0.1902,32,0.66140,32,0.75439,16,-0.3595,22,0.10189,12,-0.8245,9,-1.1974,9,-1.1969
ENSG00000103227,LMF1,33,0.63015,32,0.55983,6,-1.9297,32,0.57535,18,-0.3031,25,0.16327,19,-0.2678,24,0.12797,18,-0.3334,16,-0.4744,24,0.13864,23,0.03306
ENSG00000260807,AC009041.2,18,-0.4994,23,-0.1661,11,-1.2590,32,0.39171,15,-0.7317,37,0.60924,11,-1.2900,10,-1.4059,3,-2.8389,4,-2.6863,134,3.01460,18,-0.4901
ENSG00000005513,SOX8,49,-0.0017,8,-2.6123,23,-1.1186,28,-0.8209,26,-0.9330,39,-0.3342,29,-0.8257,41,-0.2850,21,-1.2833,36,-0.4714,258,3.00839,48,-0.0261
ENSG00000196557,CACNA1H,4,-2.7068,25,-0.2017,14,-1.0745,11,-1.3416,53,0.97885,39,0.49919,67,1.63567,34,0.28802,22,-0.4242,18,-0.6998,7,-1.9625,8,-1.8940
ENSG00000103275,UBE2I,56,-1.0939,152,0.43808,48,-1.3285,101,-0.2012,152,0.43758,147,0.38569,126,0.16418,120,0.07155,151,0.43436,96,-0.2764,99,-0.2265,119,0.05829
ENSG00000007516,BAIAP3,30,-4.3244,422,-0.4372,143,-2.0547,491,-0.2040,1154,1.17660,531,-0.0839,869,0.78571,419,-0.4463,873,0.70872,700,0.35237,229,-1.3606,550,-0.0267
ENSG00000007520,TSR3,99,0.83224,24,-1.3318,76,0.39240,50,-0.2580,60,0.02571,74,0.37009,32,-0.9796,40,-0.5796,79,0.45605,35,-0.7972,89,0.64872,75,0.39007
ENSG00000090581,GNPTG,121,0.45171,110,0.30450,29,-1.6914,111,0.32203,65,-0.5113,103,0.20670,76,-0.2975,45,-1.0514,109,0.28829,94,0.06030,129,0.56262,109,0.29026
ENSG00000059145,UNKL,20,-0.1176,17,-0.3684,7,-1.6846,34,0.74113,16,-0.4710,25,0.22487,25,0.29302,21,-0.0401,21,0.00988,20,-0.1051,24,0.15354,23,0.13348
ENSG00000174109,C16orf91,25,0.34690,25,0.39253,9,-1.1231,11,-0.8875,26,0.42563,22,0.16672,27,0.57858,6,-1.6985,36,0.96908,9,-1.1211,16,-0.2876,15,-0.3903
ENSG00000103249,CLCN7,78,-0.0148,92,0.25726,28,-1.5298,99,0.36123,73,-0.1036,53,-0.5892,122,0.78849,68,-0.2111,80,0.02977,55,-0.5368,80,0.02999,68,-0.2206
ENSG00000100726,TELO2,12,-1.1415,74,1.65711,18,-0.6033,28,0.03486,39,0.57455,37,0.50592,21,-0.4203,16,-0.7602,26,-0.0512,23,-0.2120,12,-1.2091,23,-0.2435
ENSG00000187535,IFT140,4,-2.3181,29,0.72202,0,-6.3413,10,-0.8990,28,0.63759,18,-0.0773,27,0.63865,16,-0.2013,24,0.37287,18,-0.0243,15,-0.2869,26,0.50383
ENSG00000138834,MAPK8IP3,77,-1.2439,140,-0.3426,158,-0.1554,278,0.74036,255,0.60056,187,0.11075,249,0.63017,158,-0.1521,196,0.18337,101,-0.8342,145,-0.2859,75,-1.2725
ENSG00000103024,NME3,98,-0.5723,224,0.72666,109,-0.4145,110,-0.4009,191,0.46732,108,-0.4280,138,-0.0486,87,-0.7431,218,0.67931,195,0.50374,93,-0.6462,139,-0.0393
ENSG00000074071,MRPS34,86,0.02367,75,-0.1960,107,0.36181,82,-0.0583,77,-0.1545,61,-0.5081,101,0.30088,89,0.07711,100,0.25881,87,0.04348,76,-0.1646,61,-0.5039
ENSG00000197774,EME2,15,-0.3192,37,1.09008,5,-1.8240,16,-0.2446,24,0.38231,24,0.41185,35,1.14479,1,-3.4527,26,0.51107,9,-1.1076,14,-0.4393,1,-4.1580
ENSG00000162032,SPSB3,34,-0.4159,88,1.09929,24,-0.9573,27,-0.7694,31,-0.5318,43,-0.0584,50,0.19430,37,-0.2956,50,0.19093,60,0.46969,40,-0.1729,45,0.03030
ENSG00000095906,NUBP2,52,0.01174,38,-0.4568,17,-1.6197,45,-0.2249,72,0.51665,57,0.16148,46,-0.1853,61,0.26677,56,0.12327,69,0.44939,59,0.20824,53,0.02870
ENSG00000063854,HAGH,53,-1.5623,84,-0.8899,173,0.22018,127,-0.2588,227,0.65973,123,-0.3087,213,0.61773,130,-0.2226,235,0.71649,143,-0.0723,81,-0.9347,148,-0.0164
ENSG00000180185,FAHD1,7,-2.0227,0,-7.0096,55,1.14432,41,0.67070,33,0.32445,38,0.53134,26,-0.0502,24,-0.1823,19,-0.5590,45,0.81560,17,-0.6571,19,-0.5125
ENSG00000198736,MSRB1,8,-1.1129,23,0.54664,0,-5.3475,9,-0.8227,18,0.15474,20,0.34976,9,-0.9513,14,-0.1822,26,0.71785,15,-0.1106,22,0.47910,38,1.35621
ENSG00000140990,NDUFB10,220,0.31652,189,0.07851,220,0.31948,182,0.01815,170,-0.0913,159,-0.1934,160,-0.1926,200,0.16845,178,-0.0162,172,-0.0691,243,0.47813,84,-1.1578
ENSG00000140988,RPS2,959,0.50368,1274,0.97097,412,-0.8080,378,-0.9374,445,-0.6908,686,-0.0273,658,-0.0998,738,0.08664,937,0.46586,745,0.10308,441,-0.7051,742,0.09572
ENSG00000255198,SNHG9,47,-1.1223,342,2.12232,30,-1.7822,79,-0.3350,88,-0.1714,54,-0.9129,93,-0.0936,83,-0.2585,80,-0.3237,74,-0.4348,86,-0.2020,130,0.43490
ENSG00000183751,TBL3,45,0.85416,36,0.48539,6,-2.2319,42,0.73416,11,-1.3213,27,0.01937,30,0.22762,28,0.11053,16,-0.7597,28,0.06213,26,-0.0418,19,-0.5074
ENSG00000127554,GFER,29,0.48166,15,-0.5644,20,-0.0942,30,0.52639,45,1.16408,17,-0.3426,24,0.19582,11,-0.9802,17,-0.3705,20,-0.1371,17,-0.3198,10,-1.1024
ENSG00000127561,SYNGR3,100,-1.6277,62,-2.3342,427,0.59614,614,1.20173,328,0.17550,384,0.42483,411,0.59522,300,0.03506,306,0.06338,281,-0.0702,83,-1.9016,109,-1.5050
ENSG00000167962,ZNF598,18,-0.3713,28,0.35498,4,-2.4687,25,0.13897,16,-0.4673,30,0.44040,27,0.33048,10,-1.2165,27,0.27002,29,0.38009,26,0.20390,26,0.21890
ENSG00000065054,SLC9A3R2,79,1.14006,86,1.27566,8,-2.2335,28,-0.4795,21,-0.9478,71,0.96457,40,0.04894,64,0.78349,13,-1.5849,19,-1.0400,19,-1.0843,17,-1.2301
ENSG00000065057,NTHL1,64,1.12207,15,-1.0929,22,-0.5823,30,-0.0862,37,0.24094,62,1.06597,45,0.62574,24,-0.4189,8,-1.9627,15,-1.1273,35,0.16153,10,-1.7322
ENSG00000103197,TSC2,41,-0.5321,90,0.70505,73,0.36369,60,0.05836,40,-0.5493,35,-0.7790,69,0.30837,59,0.04113,45,-0.3910,53,-0.1464,44,-0.4289,74,0.38646
ENSG00000008710,PKD1,28,-1.9153,163,0.74833,36,-1.5667,66,-0.6621,190,0.99730,129,0.36165,145,0.61565,68,-0.6234,129,0.36873,73,-0.5110,63,-0.7424,93,-0.1511
ENSG00000167964,RAB26,0,-5.7851,12,-1.1548,28,0.14940,28,0.12095,44,0.83754,54,1.19323,54,1.38510,15,-0.7688,4,-2.5716,7,-1.8077,20,-0.3493,12,-1.0782
ENSG00000260260,SNHG19,18,-1.7344,136,1.45103,47,-0.2835,44,-0.3903,51,-0.1571,41,-0.4684,33,-0.8531,43,-0.4041,82,0.60000,35,-0.7020,39,-0.5666,128,1.34774
ENSG00000131653,TRAF7,6,-2.2224,52,0.98089,9,-1.7476,11,-1.4475,26,-0.1100,32,0.18036,33,0.25707,39,0.48315,45,0.74482,10,-1.5557,20,-0.5005,52,0.97604
ENSG00000167971,CASKIN1,31,-1.1338,20,-1.7682,41,-0.7242,106,0.76120,117,0.92535,85,0.40921,88,0.51586,84,0.38919,34,-0.9908,52,-0.3559,68,0.06346,38,-0.8137
ENSG00000167965,MLST8,49,-0.2873,67,0.20382,55,-0.1185,81,0.49667,55,-0.1016,81,0.50185,61,0.05303,37,-0.7121,78,0.44382,35,-0.7872,48,-0.3157,59,-0.0050
ENSG00000184207,PGP,55,-0.5455,57,-0.4763,53,-0.5973,133,0.84910,57,-0.4695,117,0.63559,125,0.83884,81,0.05408,69,-0.1922,68,-0.2098,44,-0.8627,32,-1.3655
ENSG00000167967,E4F1,18,-0.5954,39,0.57489,14,-0.9695,36,0.43380,14,-1.0255,31,0.20550,27,-0.0374,36,0.42141,28,0.02894,34,0.34371,17,-0.7377,34,0.34702
ENSG00000167969,ECI1,34,-0.8735,119,1.08485,42,-0.5528,40,-0.6325,65,0.10998,36,-0.7786,48,-0.4003,56,-0.1222,38,-0.7262,75,0.32477,92,0.65413,97,0.73874
ENSG00000205937,RNPS1,91,-1.1994,156,-0.3879,161,-0.3374,167,-0.2846,223,0.16942,260,0.41367,271,0.52904,147,-0.4757,323,0.76192,237,0.26201,120,-0.7857,178,-0.1813
ENSG00000167972,ABCA3,46,-1.3255,99,-0.1607,111,0.02433,163,0.63397,124,0.18961,150,0.49702,143,0.46069,107,-0.0301,123,0.17683,68,-0.7345,75,-0.5809,73,-0.6141
ENSG00000162065,TBC1D24,10,-2.3182,7,-2.7821,16,-1.6885,70,0.59243,96,1.10932,70,0.57671,66,0.53051,69,0.56713,49,0.03177,39,-0.3133,28,-0.8282,43,-0.1973
ENSG00000185883,ATP6V0C,882,-0.5214,687,-0.9005,1360,0.14888,2138,0.87880,1213,-0.0305,1813,0.60823,1642,0.49702,1415,0.21116,914,-0.4678,913,-0.4698,841,-0.5948,623,-1.0482
ENSG00000140992,PDPK1,12,-2.3229,38,-0.6927,59,-0.0100,68,0.21987,70,0.25419,100,0.83615,84,0.61060,63,0.09053,47,-0.3453,49,-0.2837,49,-0.3049,48,-0.3300
ENSG00000167977,KCTD5,11,-0.7681,16,-0.1519,23,0.39153,7,-1.3618,25,0.55355,8,-1.1420,14,-0.3869,11,-0.7644,17,-0.0511,14,-0.3393,24,0.42835,48,1.60612
ENSG00000167978,SRRM2,115,-0.2786,259,1.01308,93,-0.6085,133,-0.0547,96,-0.5527,114,-0.2914,138,-0.0090,125,-0.1568,116,-0.2646,144,0.06592,131,-0.0835,193,0.53228
ENSG00000103363,ELOB,399,-0.7503,839,0.40414,457,-0.5447,618,-0.0791,619,-0.0773,733,0.18842,653,0.00772,774,0.27503,857,0.43712,670,0.04622,601,-0.1218,579,-0.1804
ENSG00000162076,FLYWCH2,73,0.16099,48,-0.4915,99,0.65263,47,-0.5114,109,0.81173,52,-0.3720,66,0.00761,75,0.20168,71,0.11767,55,-0.2792,37,-0.8780,57,-0.2120
ENSG00000059122,FLYWCH1,33,-1.0069,62,-0.0330,52,-0.3216,86,0.46648,80,0.35461,77,0.28915,84,0.47243,54,-0.2629,59,-0.1108,73,0.19934,42,-0.6478,45,-0.5306
ENSG00000162073,PAQR4,71,1.93690,10,-1.2134,20,-0.1906,8,-1.4720,9,-1.3653,26,0.26326,12,-0.9854,1,-4.3951,0,-6.6404,0,-6.6506,104,2.72633,17,-0.4160
ENSG00000006327,TNFRSF12A,52,-0.7466,932,6.04843,73,-0.2229,1,-6.1326,0,-9.6849,0,-6.9455,12,-2.9285,0,-7.4578,9,-3.2042,3,-4.8874,0,-6.8151,1,-6.0507
ENSG00000103145,HCFC1R1,218,-0.0062,100,-1.1871,414,1.02805,280,0.38756,151,-0.5666,272,0.33913,285,0.45954,250,0.20628,175,-0.3481,127,-0.8333,156,-0.5241,134,-0.7479
ENSG00000263072,ZNF213-AS1,7,-1.5150,6,-1.7574,20,0.01983,5,-1.9162,23,0.22257,13,-0.6604,28,0.59816,16,-0.3273,42,1.18424,28,0.51225,5,-2.0510,39,1.03824
ENSG00000006194,ZNF263,45,0.36907,56,0.71693,50,0.54664,25,-0.5400,36,0.04358,37,0.07450,31,-0.1979,36,0.04145,45,0.36990,32,-0.1591,18,-1.0088,17,-1.0917
ENSG00000122390,NAA60,65,0.42171,76,0.67166,42,-0.2763,36,-0.4923,57,0.20396,55,0.15677,48,-0.0756,35,-0.5494,50,0.00352,60,0.28385,42,-0.2616,35,-0.5376
ENSG00000103351,CLUAP1,19,-0.3476,17,-0.5227,14,-0.7281,15,-0.6757,27,0.21737,23,-0.0287,21,-0.1765,23,-0.0019,21,-0.1827,22,-0.0970,21,-0.1814,61,1.56557
ENSG00000126602,TRAP1,62,-0.7882,100,-0.0641,73,-0.5436,119,0.19516,140,0.45719,134,0.38521,136,0.46058,93,-0.1823,140,0.46002,86,-0.2977,63,-0.7639,77,-0.4767
ENSG00000005339,CREBBP,29,-0.8725,60,0.24440,21,-1.3098,41,-0.3339,95,0.99304,42,-0.2878,53,0.05952,55,0.12400,68,0.43297,42,-0.2945,46,-0.1678,60,0.23946
ENSG00000217930,PAM16,31,-1.5869,105,0.23937,72,-0.3481,99,0.13930,87,-0.0520,83,-0.1349,127,0.60392,81,-0.1744,103,0.20580,139,0.68098,55,-0.7634,65,-0.5070
ENSG00000262246,CORO7,28,0.01009,46,0.82388,21,-0.4298,23,-0.2417,21,-0.3718,43,0.72580,32,0.28466,22,-0.3653,15,-0.8665,25,-0.1639,27,-0.0208,20,-0.4530
ENSG00000168140,VASN,74,2.32972,51,1.61696,0,-6.3700,11,-0.7788,2,-3.2557,12,-0.6872,11,-0.9260,8,-1.2086,1,-4.0441,3,-2.4622,17,-0.1396,46,1.43247
ENSG00000103423,DNAJA3,8,-2.8030,61,0.11515,52,-0.1317,72,0.37565,59,0.06397,63,0.17656,76,0.50880,49,-0.2126,66,0.23154,51,-0.1697,34,-0.7668,69,0.30864
ENSG00000153406,NMRAL1,69,0.57419,43,-0.1766,20,-1.3451,32,-0.6147,34,-0.5184,63,0.41591,37,-0.4343,34,-0.5250,67,0.52827,40,-0.2834,67,0.53042,82,0.84772
ENSG00000103415,HMOX2,44,-1.0476,142,0.76987,82,-0.1089,116,0.43579,47,-0.9342,119,0.48386,97,0.16595,110,0.35701,80,-0.1342,67,-0.4121,86,-0.0317,53,-0.7600
