Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000178741,COX5A,396,0.42052,271,-0.1783,187,-0.8104,214,-0.5418,343,0.23963,370,0.31017,282,-0.1149,355,0.27517
ENSG00000178718,RPP25,22,-0.5996,23,-0.5535,28,-0.2709,25,-0.4203,47,0.74309,12,-1.4653,19,-0.8015,47,0.65665
ENSG00000198794,SCAMP5,236,-0.0294,229,-0.0763,213,-0.2123,258,0.10700,303,0.45811,234,-0.0442,122,-1.0347,238,-0.0189
ENSG00000140365,COMMD4,67,0.70308,72,0.82315,60,0.59117,8,-2.4084,36,-0.3631,48,0.16544,35,-0.3329,31,-0.5731
ENSG00000140400,MAN2C1,40,0.05123,51,0.44688,51,0.48975,24,-0.7252,41,0.10781,50,0.41320,38,-0.0270,18,-1.2393
ENSG00000169375,SIN3A,17,-0.7668,25,-0.2300,28,-0.0373,33,0.19659,48,1.07318,21,-0.4693,12,-1.2915,19,-0.6908
ENSG00000169410,PTPN9,28,-0.2143,66,1.20051,52,0.91425,2,-3.5749,23,-0.6173,35,0.15522,30,-0.1069,24,-0.4863
ENSG00000169371,SNUPN,21,-0.0711,28,0.39451,25,0.19452,28,0.37822,29,0.57177,20,-0.1300,17,-0.3934,6,-1.9579
ENSG00000177971,IMP3,67,-0.2901,108,0.45485,72,-0.2066,83,0.04310,98,0.36418,72,-0.1873,64,-0.3579,71,-0.2235
ENSG00000140367,UBE2Q2,30,-0.3123,34,-0.0956,28,-0.4586,28,-0.4210,52,0.73507,10,-1.9568,49,0.46949,38,0.04685
ENSG00000167196,FBXO22,38,0.67614,30,0.30688,33,0.50856,4,-2.7694,27,0.13665,21,-0.2311,25,0.02382,17,-0.6542
ENSG00000140374,ETFA,66,-0.0274,70,0.07727,67,0.01871,83,0.34073,67,0.00555,81,0.31213,44,-0.6262,60,-0.1680
ENSG00000140386,SCAPER,15,-1.9823,48,-0.2741,69,0.33422,58,0.02004,62,0.13633,37,-0.6727,55,-0.0627,76,0.49317
ENSG00000117906,RCN2,316,-0.3694,403,0.00959,312,-0.4219,674,0.84476,574,0.74403,188,-1.1526,224,-0.8905,326,-0.3471
ENSG00000140391,TSPAN3,604,0.00548,615,0.03238,882,0.68986,564,-0.1018,581,-0.0686,387,-0.6813,734,0.31540,407,-0.6531
ENSG00000173517,PEAK1,1,-4.4155,14,-1.0285,38,0.62136,22,-0.2947,19,-0.5969,54,1.11660,23,-0.2289,38,0.59157
ENSG00000140382,HMG20A,26,-1.0576,69,0.46439,49,-0.0762,81,0.72726,67,0.53012,24,-1.1317,31,-0.7559,44,-0.2900
ENSG00000169783,LINGO1,33,-1.0021,34,-0.9523,23,-1.6491,97,0.67558,116,1.30022,86,0.48132,53,-0.2998,35,-0.9678
ENSG00000136425,CIB2,22,0.19810,14,-0.4607,16,-0.2749,35,0.94916,23,0.30786,10,-0.9248,5,-2.0192,22,0.25520
ENSG00000166411,IDH3A,75,-0.7153,119,-0.0148,84,-0.5917,181,0.66311,146,0.38885,130,0.12689,71,-0.8061,128,0.11882
ENSG00000103740,ACSBG1,23,-1.3489,26,-1.2043,100,1.03805,37,-0.6767,31,-1.0519,63,0.14897,115,1.13801,64,0.19085
ENSG00000140403,DNAJA4,82,-1.2992,294,0.67717,181,-0.1108,262,0.49130,245,0.47799,107,-0.9072,121,-0.7138,176,-0.1572
ENSG00000140395,WDR61,110,0.31284,115,0.39427,87,-0.0633,59,-0.6398,119,0.56832,70,-0.3863,62,-0.5646,66,-0.5213
ENSG00000166426,CRABP1,5,-4.1864,34,-1.3989,43,-1.1180,151,0.94055,85,0.00851,127,0.64837,83,-0.0292,138,0.89540
ENSG00000136381,IREB2,49,0.33205,45,0.17417,61,0.75240,27,-0.6014,50,0.42991,30,-0.4513,17,-1.3055,21,-1.0510
ENSG00000041357,PSMA4,167,0.11345,157,0.01542,119,-0.4585,180,0.22943,214,0.65283,141,-0.1532,93,-0.7907,125,-0.3754
ENSG00000185787,MORF4L1,760,-0.2677,1057,0.25053,943,0.07659,1160,0.40033,1087,0.36907,354,-1.4261,781,-0.2254,786,-0.2370
ENSG00000103811,CTSH,70,0.50121,11,-2.2313,28,-0.9974,132,1.59199,41,-0.4169,23,-1.2261,122,1.45354,38,-0.4946
ENSG00000058335,RASGRF1,39,-0.4910,36,-0.6413,27,-1.1043,70,0.41003,89,1.05227,62,0.21015,49,-0.1653,36,-0.6590
ENSG00000166557,TMED3,163,1.44350,128,1.01808,79,0.25574,43,-0.7053,70,0.03581,23,-1.6125,45,-0.6398,25,-1.5967
ENSG00000136371,MTHFS,10,-1.6255,83,1.68936,22,-0.5171,42,0.49403,29,-0.0611,8,-2.0228,19,-0.6775,35,0.23692
ENSG00000086666,ZFAND6,69,0.01322,56,-0.3014,92,0.53252,41,-0.7806,74,0.15978,46,-0.6004,43,-0.7209,79,0.25285
ENSG00000103876,FAH,16,0.00905,8,-0.9917,22,0.57520,16,0.04968,9,-0.9163,8,-1.0800,39,1.48706,15,-0.0438
ENSG00000259417,CTXND1,13,-1.1579,12,-1.3227,53,1.15846,32,0.18550,16,-1.0174,20,-0.5039,32,0.18692,39,0.56268
ENSG00000172379,ARNT2,149,0.00615,59,-1.4087,151,0.02744,83,-0.8892,172,0.28956,166,0.17340,166,0.18064,170,0.24162
ENSG00000136379,ABHD17C,27,-0.3021,25,-0.4056,46,0.60766,9,-1.8279,25,-0.4638,53,0.79620,34,0.05762,37,0.24078
ENSG00000117899,MESD,85,0.06267,144,0.91665,102,0.38343,104,0.38631,71,-0.2548,49,-0.7760,62,-0.4234,59,-0.5328
ENSG00000140406,TLNRD1,13,-0.9482,21,-0.2616,19,-0.4421,53,1.18702,20,-0.3871,37,0.59857,20,-0.3314,29,0.25997
ENSG00000182774,RPS17,413,-0.3033,547,0.13861,496,-0.0195,566,0.19277,363,-0.5946,469,-0.1059,685,0.49917,629,0.40109
ENSG00000214575,CPEB1,41,-0.2425,88,0.99061,57,0.32567,76,0.74444,53,0.20135,9,-2.4397,31,-0.6291,27,-0.9470
ENSG00000103723,AP3B2,39,-0.8031,87,0.44380,46,-0.5932,89,0.47920,104,0.94842,46,-0.5642,43,-0.6712,42,-0.7310
ENSG00000156232,WHAMM,7,-1.2595,10,-0.7119,18,0.09872,43,1.54078,15,-0.1804,12,-0.5310,4,-1.9692,22,0.46303
ENSG00000103942,HOMER2,18,-0.3587,29,0.43983,24,0.12258,43,1.06428,23,0.03202,6,-1.7933,14,-0.6841,20,-0.1559
ENSG00000169612,RAMAC,22,0.16029,36,0.97486,23,0.22338,4,-2.4162,22,0.20507,9,-1.2008,6,-1.7125,25,0.38884
ENSG00000169609,C15orf40,17,-0.1637,20,0.07656,35,1.13406,0,-4.8507,19,0.06512,11,-0.7775,30,0.72812,10,-1.0253
ENSG00000064726,BTBD1,29,-0.5495,47,0.21358,50,0.31883,11,-2.0231,58,0.66730,35,-0.2460,20,-1.0660,41,-0.0102
ENSG00000166503,HDGFL3,107,-0.8480,188,0.01301,190,0.03877,269,0.58802,235,0.46451,129,-0.5644,134,-0.5068,161,-0.2478
ENSG00000140600,SH3GL3,18,-2.4663,54,-0.8270,72,-0.4362,214,1.36875,127,0.62935,66,-0.5253,90,-0.0577,76,-0.3427
ENSG00000197696,NMB,494,3.41464,81,-0.0437,42,-1.0983,81,-0.0522,33,-1.5849,15,-2.5318,72,-0.2169,36,-1.3521
ENSG00000140612,SEC11A,42,-0.3444,96,0.95989,81,0.78491,43,-0.3067,36,-0.6654,25,-1.1051,81,0.67560,37,-0.5916
ENSG00000166716,ZNF592,16,-0.5905,15,-0.7143,30,0.38023,17,-0.4918,27,0.21164,29,0.29963,28,0.25703,21,-0.2243
ENSG00000073417,PDE8A,1,-3.7375,8,-1.3899,11,-1.0209,5,-1.9754,22,0.07742,15,-0.5855,68,1.92843,36,0.90881
ENSG00000170776,AKAP13,11,-1.1778,15,-0.7697,36,0.63070,15,-0.7969,36,0.74693,34,0.50332,20,-0.3338,12,-1.1171
ENSG00000140538,NTRK3,68,-0.3683,55,-0.6856,100,0.25197,85,-0.0152,93,0.14630,137,0.74099,75,-0.2234,68,-0.3927
ENSG00000259494,MRPL46,59,0.66435,63,0.78237,36,-0.0989,56,0.59114,41,0.10308,22,-0.8369,13,-1.5715,27,-0.5621
ENSG00000181991,MRPS11,104,0.57997,103,0.56034,63,-0.2324,84,0.23813,65,-0.1867,55,-0.4096,50,-0.5607,74,0.04666
ENSG00000140545,MFGE8,28,-0.7632,22,-1.0741,76,0.93639,42,-0.1180,21,-1.3122,101,1.29917,32,-0.5602,53,0.27125
ENSG00000140526,ABHD2,127,0.51758,68,-0.4675,107,0.26985,87,-0.0870,79,-0.2898,98,0.09703,71,-0.3908,100,0.15689
ENSG00000140521,POLG,19,0.06402,15,-0.3310,14,-0.4714,6,-1.4993,22,0.37856,31,0.85333,25,0.50710,14,-0.4107
ENSG00000166823,MESP1,72,0.32383,68,0.23633,60,0.05080,66,0.18788,74,0.47308,27,-1.1634,44,-0.4279,41,-0.5935
ENSG00000157823,AP3S2,94,0.47397,99,0.54923,94,0.51649,41,-0.8051,69,-0.0169,55,-0.3711,45,-0.6645,55,-0.4097
ENSG00000242498,ARPIN,21,-0.2543,29,0.25514,31,0.40447,9,-1.4945,29,0.32297,15,-0.7106,25,-0.0001,24,-0.0648
ENSG00000259291,ZNF710-AS1,31,-0.5719,14,-1.7803,57,0.40230,13,-1.8990,29,-0.7780,74,0.79497,66,0.61279,71,0.83296
ENSG00000182054,IDH2,36,-1.0540,38,-0.9977,82,0.21091,47,-0.6737,66,-0.1826,131,0.94747,92,0.36940,84,0.24250
ENSG00000185033,SEMA4B,11,-1.3197,10,-1.4778,73,1.96045,15,-0.9499,28,0.03027,12,-1.2274,25,-0.1300,13,-1.1515
ENSG00000185043,CIB1,50,-0.4159,58,-0.1834,84,0.43098,52,-0.3639,45,-0.6876,50,-0.4113,110,0.82776,82,0.40485
ENSG00000182768,NGRN,458,-0.1133,456,-0.1222,448,-0.1611,638,0.41299,584,0.33642,381,-0.4008,432,-0.2042,449,-0.1588
ENSG00000140575,IQGAP1,17,-0.1004,15,-0.3218,28,0.72299,4,-2.1822,14,-0.4485,20,0.13348,43,1.38952,12,-0.7412
ENSG00000140577,CRTC3,8,-0.9627,17,0.23452,19,0.46071,2,-2.7554,13,-0.2483,19,0.41631,33,1.31638,10,-0.5833
ENSG00000140564,FURIN,15,-0.4450,21,0.13064,19,-0.0883,8,-1.2818,22,0.27205,33,0.84928,23,0.26491,15,-0.4681
ENSG00000196547,MAN2A2,34,-0.9752,73,0.19203,55,-0.2600,60,-0.1219,81,0.45297,63,-0.0328,75,0.23812,58,-0.1835
ENSG00000184508,HDDC3,6,-1.7264,26,0.34783,26,0.38873,12,-0.8911,24,0.22493,21,-0.0267,30,0.57596,17,-0.3738
ENSG00000140553,UNC45A,28,0.36589,33,0.65282,32,0.63264,11,-1.0510,21,-0.0801,19,-0.2088,14,-0.6827,16,-0.4839
ENSG00000184056,VPS33B,27,0.14057,37,0.66524,31,0.42485,50,1.13319,26,0.07120,17,-0.5961,8,-1.6100,9,-1.6479
ENSG00000185518,SV2B,58,-0.0431,5,-3.4586,6,-3.3632,191,1.99323,98,1.04559,58,-0.0380,29,-1.0726,34,-0.9212
ENSG00000176463,SLCO3A1,5,-1.9471,7,-1.4903,11,-0.8716,12,-0.6519,28,0.84916,14,-0.3819,59,1.99048,9,-1.0765
ENSG00000185442,FAM174B,27,-0.3852,45,0.40025,36,0.06011,47,0.46233,47,0.59469,24,-0.5642,31,-0.1920,16,-1.2515
ENSG00000272888,LINC01578,49,-1.1591,106,0.00940,161,0.75693,84,-0.3481,104,-0.0314,90,-0.2462,137,0.41284,84,-0.3863
ENSG00000173575,CHD2,25,-1.6213,42,-0.8651,88,0.29494,78,0.07130,89,0.35240,63,-0.2535,87,0.25051,77,0.06058
ENSG00000182175,RGMA,70,-0.4284,46,-1.0694,159,1.00672,130,0.54668,51,-1.0362,39,-1.2870,149,0.76613,101,0.15067
ENSG00000185551,NR2F2,24,-1.5989,13,-2.5496,27,-1.5448,155,1.29556,151,1.78698,0,-10.141,50,-0.5139,48,-0.6349
ENSG00000140450,ARRDC4,31,0.78872,10,-0.9703,10,-0.9729,32,0.87107,16,-0.2769,6,-1.5420,53,1.72065,12,-0.7193
ENSG00000140443,IGF1R,31,-0.0521,22,-0.6232,50,0.75904,40,0.33903,28,-0.3046,36,0.15391,25,-0.4020,27,-0.3101
ENSG00000182253,SYNM,89,0.39118,99,0.57201,78,0.20809,70,0.00695,57,-0.3789,31,-1.2222,175,1.54037,21,-1.8554
ENSG00000068305,MEF2A,36,-0.3476,40,-0.2002,40,-0.2084,8,-2.4918,43,-0.0817,117,1.59437,41,-0.1586,45,-0.0036
ENSG00000131871,SELENOS,47,0.45924,44,0.34022,56,0.81162,12,-1.5603,32,-0.1989,26,-0.5018,47,0.44227,21,-0.8375
ENSG00000131876,SNRPA1,44,0.35629,50,0.56444,32,-0.1508,25,-0.5019,41,0.28889,30,-0.2477,32,-0.1396,27,-0.4521
ENSG00000184277,TM2D3,141,-0.3840,351,1.09031,203,0.20822,208,0.22622,216,0.36277,110,-0.7531,95,-0.9783,101,-0.9539
ENSG00000185418,TARSL2,13,-1.8224,39,-0.2155,36,-0.3621,81,0.96085,51,0.24274,65,0.59628,42,-0.0907,36,-0.3578
ENSG00000161980,POLR3K,40,-0.3265,51,0.04569,60,0.31553,55,0.14631,63,0.46588,32,-0.6972,27,-0.9301,42,-0.2727
ENSG00000161981,SNRNP25,42,-0.8664,78,0.08067,70,-0.0831,121,0.79298,80,0.15143,44,-0.7920,76,0.04479,73,-0.0268
ENSG00000103152,MPG,46,0.00561,80,0.87274,42,-0.1495,67,0.60206,44,-0.0911,32,-0.5704,29,-0.7364,42,-0.1595
ENSG00000103148,NPRL3,18,-0.6384,33,0.26112,34,0.34369,14,-1.0085,29,0.09432,25,-0.1629,51,0.95891,19,-0.6479
ENSG00000188536,HBA2,17,-1.0123,0,-7.6872,23,-0.6596,32,-0.0588,15,-1.4273,36,0.09625,181,3.11832,25,-0.5015
ENSG00000007392,LUC7L,40,-0.4348,54,0.04937,74,0.61584,48,-0.1279,60,0.26309,42,-0.3493,46,-0.2002,36,-0.6370
ENSG00000167930,FAM234A,9,-1.5527,42,0.68519,36,0.51796,24,-0.2045,30,0.17126,26,-0.0453,46,0.84612,8,-1.8570
ENSG00000076344,RGS11,27,-0.0289,55,1.11081,36,0.47856,13,-1.1054,31,0.21354,14,-1.0460,14,-1.0710,22,-0.3803
ENSG00000242173,ARHGDIG,216,0.17771,336,0.89471,221,0.23653,153,-0.3603,227,0.31582,53,-1.9446,132,-0.5900,153,-0.3942
ENSG00000185615,PDIA2,20,-0.2954,54,1.32046,28,0.24080,13,-0.9002,32,0.58834,11,-1.1617,12,-1.0201,13,-0.9706
ENSG00000086504,MRPL28,59,-0.4642,74,-0.1124,57,-0.5634,92,0.22560,86,0.14293,142,0.93380,66,-0.2973,76,-0.0763
ENSG00000103202,NME4,62,0.07710,72,0.31908,70,0.30594,51,-0.2317,41,-0.6516,47,-0.3523,73,0.33147,70,0.28905
ENSG00000090565,RAB11FIP3,25,-0.6832,30,-0.3765,47,0.33060,18,-1.1317,33,-0.2904,49,0.36406,43,0.15831,53,0.57179
ENSG00000007541,PIGQ,17,-1.0536,61,0.96033,37,0.18485,10,-1.8091,44,0.54274,31,-0.1435,34,0.03049,22,-0.7038
ENSG00000197562,RAB40C,22,-0.4388,20,-0.6174,15,-1.0521,18,-0.7917,29,-0.0357,81,1.68712,10,-1.5798,43,0.67474
ENSG00000130731,METTL26,112,-0.1493,155,0.37423,98,-0.3824,45,-1.5267,133,0.14942,202,0.80561,101,-0.2991,132,0.12835
ENSG00000172366,MCRIP2,49,0.14951,71,0.76453,40,-0.1788,31,-0.5590,42,-0.1125,35,-0.3626,46,0.07253,47,0.10878
ENSG00000140983,RHOT2,38,-0.0773,51,0.39668,32,-0.3526,43,0.12969,57,0.73468,26,-0.6414,25,-0.7138,29,-0.5047
ENSG00000103269,RHBDL1,25,-0.2970,59,1.10781,32,0.12433,18,-0.7894,54,1.27302,11,-1.4475,7,-2.1444,7,-2.2718
ENSG00000103266,STUB1,143,-0.2274,210,0.37709,211,0.43624,115,-0.5651,161,-0.0541,121,-0.4831,160,-0.0515,165,0.00079
ENSG00000161999,JMJD8,42,0.33753,31,-0.1311,43,0.40541,15,-1.2031,41,0.39822,24,-0.5466,45,0.44835,20,-0.8681
ENSG00000127585,FBXL16,96,-1.4042,175,-0.4962,91,-1.5676,118,-1.0889,145,-0.9105,1167,2.89007,123,-1.0263,298,0.37645
ENSG00000103260,METRN,99,-1.3469,155,-0.6621,359,0.73815,224,-0.1008,129,-1.0909,279,0.24664,410,0.87587,297,0.38620
ENSG00000103254,ANTKMT,58,0.01464,80,0.53356,79,0.55940,25,-1.2647,49,-0.3010,30,-1.0076,67,0.24915,63,0.15179
ENSG00000103253,HAGHL,48,0.03118,50,0.07907,53,0.19039,45,-0.0966,37,-0.4814,120,1.54650,40,-0.2510,25,-1.0216
ENSG00000103245,CIAO3,14,-0.2537,26,0.73698,19,0.22104,8,-1.0200,22,0.60786,23,0.52235,13,-0.3424,4,-2.0405
ENSG00000007376,RPUSD1,7,-1.2376,23,0.55840,11,-0.5857,21,0.44101,17,0.15600,25,0.73159,7,-1.2895,17,0.12975
ENSG00000103227,LMF1,25,0.43540,19,0.05618,23,0.34798,7,-1.3705,17,-0.1207,35,1.00997,17,-0.1709,11,-0.7974
ENSG00000260807,AC009041.2,6,-2.8045,9,-2.2841,19,-1.3060,11,-2.0629,17,-1.6332,265,3.45670,67,0.68176,39,-0.1932
ENSG00000005513,SOX8,6,-3.1541,22,-1.3766,43,-0.3712,49,-0.1533,38,-0.6247,59,0.12351,147,1.66880,83,0.77132
ENSG00000196557,CACNA1H,7,-1.0635,23,0.62932,23,0.76557,0,-6.0058,10,-0.7297,58,2.30710,3,-2.2691,7,-1.1303
ENSG00000103275,UBE2I,70,-0.5943,125,0.30805,146,0.61911,104,0.01595,100,-0.0539,104,0.01206,83,-0.3448,80,-0.4329
ENSG00000007516,BAIAP3,106,-2.1010,916,1.25910,670,0.82512,284,-0.6306,600,0.69941,44,-3.3676,195,-1.1948,218,-1.1000
ENSG00000007520,TSR3,95,0.80884,53,-0.1279,36,-0.7892,118,1.17639,46,-0.4295,74,0.39422,56,-0.0505,43,-0.4745
ENSG00000090581,GNPTG,137,0.67019,89,-0.0189,102,0.22052,93,0.04222,91,0.02223,64,-0.5214,71,-0.3791,75,-0.3101
ENSG00000059145,UNKL,15,-0.9472,24,-0.2046,32,0.22149,29,0.06702,40,0.76691,20,-0.5070,25,-0.1490,18,-0.7242
ENSG00000174109,C16orf91,16,-0.1469,17,-0.0578,11,-0.8427,21,0.24740,22,0.37183,24,0.43617,26,0.55918,12,-0.5930
ENSG00000103249,CLCN7,53,-0.3220,90,0.50742,65,-0.0006,36,-0.9145,80,0.41205,51,-0.3752,52,-0.3555,65,-0.0062
ENSG00000100726,TELO2,13,-0.2387,37,1.38122,21,0.47932,11,-0.5619,17,0.15037,7,-1.2176,10,-0.7519,9,-0.8149
ENSG00000187535,IFT140,24,0.63678,16,0.01375,10,-0.7973,14,-0.1641,24,0.82140,5,-1.6397,17,0.10536,12,-0.4759
ENSG00000138834,MAPK8IP3,174,0.15486,195,0.33759,141,-0.1920,149,-0.0896,206,0.54204,161,0.03168,104,-0.6389,104,-0.6882
ENSG00000103024,NME3,115,0.16778,175,0.84396,105,0.02348,48,-1.1718,113,0.17273,91,-0.2065,94,-0.1487,85,-0.3284
ENSG00000074071,MRPS34,105,0.62701,108,0.67399,73,0.04892,44,-0.7329,62,-0.2408,76,0.12280,50,-0.5432,67,-0.0906
ENSG00000162032,SPSB3,41,0.13408,37,-0.0365,54,0.63344,10,-1.9546,42,0.18812,50,0.44806,36,-0.0846,23,-0.7906
ENSG00000095906,NUBP2,48,0.15426,68,0.70416,37,-0.2840,31,-0.5090,39,-0.2153,39,-0.1761,54,0.33090,47,0.11309
ENSG00000063854,HAGH,139,0.09049,202,0.69810,144,0.16308,106,-0.3284,138,0.10598,102,-0.3846,85,-0.6720,117,-0.1846
ENSG00000180185,FAHD1,34,0.02324,41,0.34996,31,-0.1353,30,-0.1745,49,0.79048,12,-1.4991,36,0.12233,19,-0.9116
ENSG00000140990,NDUFB10,150,-0.2667,159,-0.1716,120,-0.6530,186,0.07403,167,-0.1140,217,0.31720,168,-0.0873,255,0.64994
ENSG00000140988,RPS2,488,-0.1410,768,0.58199,533,-0.0028,368,-0.5772,415,-0.4670,536,0.00733,562,0.08059,687,0.44935
ENSG00000255198,SNHG9,61,-0.4425,46,-0.8535,73,-0.1810,66,-0.3155,88,0.17206,133,0.80399,71,-0.1955,91,0.20944
ENSG00000183751,TBL3,23,0.07129,26,0.24353,24,0.10529,11,-1.0978,23,0.08621,20,-0.1991,16,-0.5071,27,0.34867
ENSG00000127561,SYNGR3,454,0.44607,360,0.07458,253,-0.5148,473,0.51222,517,0.85717,125,-1.5316,193,-0.8878,228,-0.6787
ENSG00000167962,ZNF598,11,-1.0781,33,0.63560,25,0.17100,23,0.08296,24,0.13077,25,0.21015,11,-1.1071,21,-0.0669
ENSG00000065054,SLC9A3R2,35,-0.0739,22,-0.7789,19,-1.0515,93,1.52726,37,0.00824,40,0.11914,50,0.45650,27,-0.5158
ENSG00000065057,NTHL1,26,-0.2910,20,-0.7220,12,-1.6038,46,0.58952,33,0.08396,54,0.82671,27,-0.2355,43,0.53704
ENSG00000103197,TSC2,44,-0.1802,51,0.07578,61,0.38450,24,-1.1000,55,0.23592,70,0.57227,61,0.35742,25,-1.1008
ENSG00000008710,PKD1,41,-0.8069,118,0.86182,87,0.41119,61,-0.2011,85,0.41582,72,0.06988,45,-0.6524,31,-1.2847
ENSG00000167964,RAB26,2,-3.7697,9,-1.8528,3,-3.4793,28,-0.1695,63,1.55221,74,1.38307,7,-2.1543,32,0.03866
ENSG00000260260,SNHG19,35,-0.6359,30,-0.8896,73,0.55775,64,0.30382,53,-0.0140,47,-0.1965,36,-0.6181,61,0.24897
ENSG00000131653,TRAF7,11,-1.3202,26,-0.0126,25,-0.1350,39,0.61503,19,-0.6154,32,0.28098,32,0.28907,37,0.56054
ENSG00000167971,CASKIN1,42,-1.0105,55,-0.6169,52,-0.7395,99,0.30787,103,0.45319,84,0.03749,72,-0.1983,108,0.50123
ENSG00000167965,MLST8,55,-0.0155,59,0.09686,70,0.40248,53,-0.0860,59,0.10010,51,-0.1289,48,-0.2266,43,-0.4356
ENSG00000184207,PGP,72,-0.0900,72,-0.0884,55,-0.5555,104,0.48883,113,0.81305,62,-0.3118,65,-0.2465,46,-0.8341
ENSG00000167967,E4F1,8,-1.3176,22,0.12068,32,0.79041,17,-0.3163,27,0.57012,18,-0.1564,14,-0.5945,10,-1.0776
ENSG00000167969,ECI1,52,-0.1226,64,0.21444,51,-0.1576,38,-0.6045,57,0.04945,32,-0.8672,65,0.24152,73,0.47968
ENSG00000205937,RNPS1,175,-0.0415,235,0.42547,195,0.13847,184,0.03961,190,0.10438,101,-0.8858,143,-0.3598,180,0.00649
ENSG00000167972,ABCA3,63,-0.3523,99,0.37324,57,-0.5491,62,-0.3571,123,0.94939,62,-0.3552,45,-0.8487,64,-0.3498
ENSG00000162065,TBC1D24,27,-0.9655,52,0.06255,59,0.26908,37,-0.4914,78,0.89768,36,-0.5242,34,-0.6039,35,-0.6238
ENSG00000185883,ATP6V0C,1224,-0.0775,1154,-0.1693,924,-0.5550,1792,0.53126,1684,0.54596,1194,-0.1165,861,-0.6209,1152,-0.1872
ENSG00000140992,PDPK1,53,-0.4158,37,-0.9368,47,-0.6465,71,0.04601,81,0.32783,142,1.18888,59,-0.2474,64,-0.1357
ENSG00000167978,SRRM2,91,-0.4506,127,0.07441,148,0.35271,102,-0.2672,130,0.13877,106,-0.2111,113,-0.1125,115,-0.0945
ENSG00000103363,ELOB,459,-0.2473,764,0.56069,574,0.11235,650,0.30010,414,-0.4845,513,-0.0749,415,-0.4044,633,0.28621
ENSG00000162076,FLYWCH2,23,-0.5582,34,0.01423,40,0.29622,38,0.20852,46,0.64430,19,-0.8227,20,-0.7480,25,-0.5150
ENSG00000059122,FLYWCH1,17,-1.7343,87,0.72010,62,0.20161,61,0.16606,74,0.58142,59,0.10666,33,-0.7826,30,-0.9902
ENSG00000162073,PAQR4,9,-0.9306,11,-0.5161,5,-1.9226,19,0.23186,13,-0.3343,15,-0.0647,45,1.71573,22,0.57162
ENSG00000103145,HCFC1R1,258,0.45055,258,0.44824,168,-0.2510,105,-0.9471,164,-0.3240,249,0.38952,176,-0.1527,231,0.30341
ENSG00000006194,ZNF263,11,-1.2507,34,0.48849,42,0.92423,18,-0.4600,19,-0.4571,14,-0.8928,30,0.26972,26,0.05630
ENSG00000122390,NAA60,29,-0.6498,43,-0.0792,39,-0.2186,96,1.23620,41,-0.1478,61,0.48615,35,-0.3827,36,-0.3760
ENSG00000103351,CLUAP1,18,-0.8612,27,-0.2432,41,0.44895,27,-0.2533,35,0.16839,40,0.35604,22,-0.5795,31,-0.0532
ENSG00000126602,TRAP1,54,-0.9640,127,0.34706,77,-0.4843,119,0.23992,132,0.50777,112,0.13977,76,-0.4612,95,-0.1219
ENSG00000005339,CREBBP,32,-0.7872,42,-0.3975,69,0.45202,58,0.11139,63,0.30452,50,-0.1092,48,-0.1845,44,-0.3242
ENSG00000217930,PAM16,73,0.07405,120,0.87427,57,-0.3520,85,0.31403,76,0.15493,60,-0.2241,36,-0.9991,61,-0.2213
ENSG00000262246,CORO7,34,0.72574,15,-0.5897,14,-0.7412,2,-3.0777,26,0.36258,46,1.20211,23,0.07586,17,-0.3651
ENSG00000103423,DNAJA3,65,-0.0554,77,0.21650,66,-0.0198,77,0.21040,74,0.19914,65,-0.0532,29,-1.2867,69,0.04287
ENSG00000153406,NMRAL1,44,0.06600,33,-0.3829,45,0.10757,38,-0.1475,41,-0.0411,61,0.57861,63,0.64756,27,-0.7555
ENSG00000103415,HMOX2,76,-0.0327,78,0.02547,44,-0.9061,82,0.08804,96,0.42716,103,0.45473,67,-0.2194,72,-0.1089
ENSG00000089486,CDIP1,154,-0.5526,244,0.16007,192,-0.2332,241,0.13873,286,0.52249,195,-0.1889,158,-0.5105,205,-0.1201
ENSG00000153443,UBALD1,11,-1.3678,13,-1.1268,30,0.13894,17,-0.7811,35,0.42953,46,0.78883,14,-1.0006,35,0.37767
ENSG00000102858,MGRN1,47,-0.0400,45,-0.0986,36,-0.4913,29,-0.7964,54,0.21643,81,0.83648,28,-0.8449,58,0.31482
ENSG00000168101,NUDT16L1,46,-0.3172,92,0.78566,69,0.37521,35,-0.7201,63,0.21863,63,0.18362,37,-0.6521,37,-0.6870
ENSG00000168096,ANKS3,8,-0.9978,27,0.88750,27,1.01889,14,-0.0942,13,-0.3064,5,-1.4844,10,-0.6659,14,-0.2073
ENSG00000067836,ROGDI,70,-0.5644,98,-0.0499,87,-0.2517,67,-0.6463,135,0.57481,113,0.17432,111,0.13682,89,-0.2151
ENSG00000140632,GLYR1,42,-1.4478,104,-0.0771,115,0.09324,114,0.06737,141,0.51286,103,-0.0910,93,-0.2444,100,-0.1426
